country_name_short,party_id,party_name_short,yt_page_created,month,yt_videos_n_monthly
AUT,1429,Gruene,2008-03-03,2011-01-01,4
AUT,1429,Gruene,2008-03-03,2011-02-01,10
AUT,1429,Gruene,2008-03-03,2011-03-01,14
AUT,1429,Gruene,2008-03-03,2011-04-01,6
AUT,1429,Gruene,2008-03-03,2011-05-01,11
AUT,1429,Gruene,2008-03-03,2011-06-01,9
AUT,1429,Gruene,2008-03-03,2011-07-01,10
AUT,1429,Gruene,2008-03-03,2011-09-01,4
AUT,1429,Gruene,2008-03-03,2011-10-01,17
AUT,1429,Gruene,2008-03-03,2011-11-01,19
AUT,1429,Gruene,2008-03-03,2011-12-01,9
AUT,1429,Gruene,2008-03-03,2012-01-01,5
AUT,1429,Gruene,2008-03-03,2012-02-01,12
AUT,1429,Gruene,2008-03-03,2012-03-01,9
AUT,1429,Gruene,2008-03-03,2012-04-01,2
AUT,1429,Gruene,2008-03-03,2012-05-01,12
AUT,1429,Gruene,2008-03-03,2012-06-01,9
AUT,1429,Gruene,2008-03-03,2012-07-01,10
AUT,1429,Gruene,2008-03-03,2012-08-01,5
AUT,1429,Gruene,2008-03-03,2012-09-01,3
AUT,1429,Gruene,2008-03-03,2012-10-01,9
AUT,1429,Gruene,2008-03-03,2012-11-01,6
AUT,1429,Gruene,2008-03-03,2012-12-01,12
AUT,1429,Gruene,2008-03-03,2013-01-01,8
AUT,1429,Gruene,2008-03-03,2013-02-01,6
AUT,1429,Gruene,2008-03-03,2013-03-01,2
AUT,1429,Gruene,2008-03-03,2013-04-01,4
AUT,1429,Gruene,2008-03-03,2013-05-01,8
AUT,1429,Gruene,2008-03-03,2013-06-01,3
AUT,1429,Gruene,2008-03-03,2013-07-01,2
AUT,1429,Gruene,2008-03-03,2013-08-01,12
AUT,1429,Gruene,2008-03-03,2013-09-01,19
AUT,1429,Gruene,2008-03-03,2013-10-01,3
AUT,1429,Gruene,2008-03-03,2013-11-01,5
AUT,1429,Gruene,2008-03-03,2013-12-01,2
AUT,1429,Gruene,2008-03-03,2014-01-01,5
