country_name_short,party_id,party_name_short,tw_page_created,month,tw_posts_n_monthly
BEL,1113,SPa+Spi,2009-04-07,2009-09-01,193
BEL,1113,SPa+Spi,2009-04-07,2009-10-01,150
BEL,1113,SPa+Spi,2009-04-07,2009-11-01,212
BEL,1113,SPa+Spi,2009-04-07,2009-12-01,127
BEL,1113,SPa+Spi,2009-04-07,2010-01-01,147
BEL,1113,SPa+Spi,2009-04-07,2010-02-01,105
BEL,1113,SPa+Spi,2009-04-07,2010-03-01,120
BEL,1113,SPa+Spi,2009-04-07,2010-04-01,206
BEL,1113,SPa+Spi,2009-04-07,2010-05-01,583
BEL,1113,SPa+Spi,2009-04-07,2010-06-01,208
BEL,1113,SPa+Spi,2009-04-07,2010-07-01,10
BEL,1113,SPa+Spi,2009-04-07,2010-08-01,16
BEL,1113,SPa+Spi,2009-04-07,2010-09-01,29
BEL,1113,SPa+Spi,2009-04-07,2010-10-01,48
BEL,1113,SPa+Spi,2009-04-07,2010-11-01,55
BEL,1113,SPa+Spi,2009-04-07,2010-12-01,45
BEL,1113,SPa+Spi,2009-04-07,2011-01-01,116
BEL,1113,SPa+Spi,2009-04-07,2011-02-01,76
BEL,1113,SPa+Spi,2009-04-07,2011-03-01,78
BEL,1113,SPa+Spi,2009-04-07,2011-04-01,51
BEL,1113,SPa+Spi,2009-04-07,2011-05-01,94
BEL,1113,SPa+Spi,2009-04-07,2011-06-01,50
BEL,1113,SPa+Spi,2009-04-07,2011-07-01,47
BEL,1113,SPa+Spi,2009-04-07,2011-08-01,15
BEL,1113,SPa+Spi,2009-04-07,2011-09-01,56
BEL,1113,SPa+Spi,2009-04-07,2011-10-01,73
BEL,1113,SPa+Spi,2009-04-07,2011-11-01,68
BEL,1113,SPa+Spi,2009-04-07,2011-12-01,35
BEL,1113,SPa+Spi,2009-04-07,2012-01-01,45
BEL,1113,SPa+Spi,2009-04-07,2012-02-01,52
BEL,1113,SPa+Spi,2009-04-07,2012-03-01,72
BEL,1113,SPa+Spi,2009-04-07,2012-04-01,74
BEL,1113,SPa+Spi,2009-04-07,2012-05-01,72
BEL,1113,SPa+Spi,2009-04-07,2012-06-01,90
BEL,1113,SPa+Spi,2009-04-07,2012-07-01,55
BEL,1113,SPa+Spi,2009-04-07,2012-08-01,35
BEL,1113,SPa+Spi,2009-04-07,2012-09-01,128
BEL,1113,SPa+Spi,2009-04-07,2012-10-01,114
BEL,1113,SPa+Spi,2009-04-07,2012-11-01,105
BEL,1113,SPa+Spi,2009-04-07,2012-12-01,73
BEL,1113,SPa+Spi,2009-04-07,2013-01-01,82
BEL,1113,SPa+Spi,2009-04-07,2013-02-01,52
BEL,1113,SPa+Spi,2009-04-07,2013-03-01,61
BEL,1113,SPa+Spi,2009-04-07,2013-04-01,58
BEL,1113,SPa+Spi,2009-04-07,2013-05-01,85
BEL,1113,SPa+Spi,2009-04-07,2013-06-01,90
BEL,1113,SPa+Spi,2009-04-07,2013-07-01,59
BEL,1113,SPa+Spi,2009-04-07,2013-08-01,30
BEL,1113,SPa+Spi,2009-04-07,2013-09-01,81
BEL,1113,SPa+Spi,2009-04-07,2013-10-01,78
BEL,1113,SPa+Spi,2009-04-07,2013-11-01,83
BEL,1113,SPa+Spi,2009-04-07,2013-12-01,100
BEL,1113,SPa+Spi,2009-04-07,2014-01-01,121
BEL,1113,SPa+Spi,2009-04-07,2014-02-01,194
BEL,1113,SPa+Spi,2009-04-07,2014-03-01,178
BEL,1113,SPa+Spi,2009-04-07,2014-04-01,306
BEL,1113,SPa+Spi,2009-04-07,2014-05-01,511
BEL,1113,SPa+Spi,2009-04-07,2014-06-01,31
BEL,1113,SPa+Spi,2009-04-07,2014-07-01,72
BEL,1113,SPa+Spi,2009-04-07,2014-08-01,53
BEL,1113,SPa+Spi,2009-04-07,2014-09-01,134
BEL,1113,SPa+Spi,2009-04-07,2014-10-01,138
BEL,1113,SPa+Spi,2009-04-07,2014-11-01,168
BEL,1113,SPa+Spi,2009-04-07,2014-12-01,96
BEL,1113,SPa+Spi,2009-04-07,2015-01-01,103
BEL,1113,SPa+Spi,2009-04-07,2015-02-01,163
BEL,1113,SPa+Spi,2009-04-07,2015-03-01,151
BEL,1113,SPa+Spi,2009-04-07,2015-04-01,100
BEL,1113,SPa+Spi,2009-04-07,2015-05-01,87
BEL,1113,SPa+Spi,2009-04-07,2015-06-01,152
BEL,1113,SPa+Spi,2009-04-07,2015-07-01,107
BEL,1113,SPa+Spi,2009-04-07,2015-08-01,39
BEL,1113,SPa+Spi,2009-04-07,2015-09-01,127
BEL,1113,SPa+Spi,2009-04-07,2015-10-01,192
BEL,1113,SPa+Spi,2009-04-07,2015-11-01,93
BEL,1113,SPa+Spi,2009-04-07,2015-12-01,178
BEL,1113,SPa+Spi,2009-04-07,2016-01-01,159
BEL,1113,SPa+Spi,2009-04-07,2016-02-01,105
BEL,1113,SPa+Spi,2009-04-07,2016-03-01,143
BEL,1113,SPa+Spi,2009-04-07,2016-04-01,139
BEL,1113,SPa+Spi,2009-04-07,2016-05-01,142
BEL,1113,SPa+Spi,2009-04-07,2016-06-01,132
BEL,1113,SPa+Spi,2009-04-07,2016-07-01,73
BEL,1113,SPa+Spi,2009-04-07,2016-08-01,77
BEL,1113,SPa+Spi,2009-04-07,2016-09-01,177
BEL,1113,SPa+Spi,2009-04-07,2016-10-01,205
BEL,1113,SPa+Spi,2009-04-07,2016-11-01,107
BEL,1113,SPa+Spi,2009-04-07,2016-12-01,91
BEL,1113,SPa+Spi,2009-04-07,2017-01-01,134
BEL,1113,SPa+Spi,2009-04-07,2017-02-01,72
BEL,1113,SPa+Spi,2009-04-07,2017-03-01,87
BEL,1113,SPa+Spi,2009-04-07,2017-04-01,106
BEL,1113,SPa+Spi,2009-04-07,2017-05-01,96
BEL,1113,SPa+Spi,2009-04-07,2017-06-01,66
BEL,1113,SPa+Spi,2009-04-07,2017-07-01,67
BEL,1113,SPa+Spi,2009-04-07,2017-08-01,56
BEL,1113,SPa+Spi,2009-04-07,2017-09-01,75
BEL,1113,SPa+Spi,2009-04-07,2017-10-01,93
BEL,1113,SPa+Spi,2009-04-07,2017-11-01,35
BEL,1113,SPa+Spi,2009-04-07,2017-12-01,37
BEL,1113,SPa+Spi,2009-04-07,2018-01-01,42
BEL,1113,SPa+Spi,2009-04-07,2018-02-01,54
BEL,1113,SPa+Spi,2009-04-07,2018-03-01,49
BEL,1113,SPa+Spi,2009-04-07,2018-04-01,33
BEL,1113,SPa+Spi,2009-04-07,2018-05-01,47
BEL,1113,SPa+Spi,2009-04-07,2018-06-01,42
BEL,1113,SPa+Spi,2009-04-07,2018-07-01,21
BEL,1113,SPa+Spi,2009-04-07,2018-08-01,11
BEL,1113,SPa+Spi,2009-04-07,2018-09-01,23
BEL,1113,SPa+Spi,2009-04-07,2018-10-01,36
BEL,1113,SPa+Spi,2009-04-07,2018-11-01,12
BEL,1113,SPa+Spi,2009-04-07,2018-12-01,17
BEL,1113,SPa+Spi,2009-04-07,2019-01-01,48
BEL,1113,SPa+Spi,2009-04-07,2019-02-01,50
BEL,1113,SPa+Spi,2009-04-07,2019-03-01,32
BEL,1113,SPa+Spi,2009-04-07,2019-04-01,44
BEL,1113,SPa+Spi,2009-04-07,2019-05-01,159
BEL,1113,SPa+Spi,2009-04-07,2019-06-01,29
BEL,1113,SPa+Spi,2009-04-07,2019-07-01,9
BEL,1113,SPa+Spi,2009-04-07,2019-08-01,4
BEL,1113,SPa+Spi,2009-04-07,2019-09-01,27
BEL,1113,SPa+Spi,2009-04-07,2019-10-01,53
BEL,1113,SPa+Spi,2009-04-07,2019-11-01,80
BEL,1113,SPa+Spi,2009-04-07,2019-12-01,61
BEL,1113,SPa+Spi,2009-04-07,2020-01-01,97
BEL,1113,SPa+Spi,2009-04-07,2020-02-01,52
BEL,1113,SPa+Spi,2009-04-07,2020-03-01,10
BEL,1113,SPa+Spi,2009-04-07,2020-04-01,13
BEL,1113,SPa+Spi,2009-04-07,2020-05-01,22
BEL,1113,SPa+Spi,2009-04-07,2020-06-01,13
BEL,1113,SPa+Spi,2009-04-07,2020-07-01,2
BEL,1113,SPa+Spi,2009-04-07,2020-08-01,11
BEL,1113,SPa+Spi,2009-04-07,2020-09-01,11
BEL,1113,SPa+Spi,2009-04-07,2020-10-01,24
BEL,1113,SPa+Spi,2009-04-07,2020-11-01,3
BEL,1113,SPa+Spi,2009-04-07,2020-12-01,1
BEL,1113,SPa+Spi,2009-04-07,2021-01-01,2
BEL,1113,SPa+Spi,2009-04-07,2021-02-01,10
BEL,1113,SPa+Spi,2009-04-07,2021-03-01,7
BEL,1113,SPa+Spi,2009-04-07,2021-04-01,14
BEL,1113,SPa+Spi,2009-04-07,2021-05-01,28
BEL,1113,SPa+Spi,2009-04-07,2021-06-01,38
BEL,1113,SPa+Spi,2009-04-07,2021-07-01,14
BEL,1113,SPa+Spi,2009-04-07,2021-09-01,26
BEL,1113,SPa+Spi,2009-04-07,2021-10-01,40
BEL,1113,SPa+Spi,2009-04-07,2021-11-01,9
BEL,1113,SPa+Spi,2009-04-07,2021-12-01,18
BEL,1113,SPa+Spi,2009-04-07,2022-01-01,20
BEL,1113,SPa+Spi,2009-04-07,2022-02-01,23
BEL,1113,SPa+Spi,2009-04-07,2022-03-01,26
BEL,1113,SPa+Spi,2009-04-07,2022-04-01,18
BEL,1113,SPa+Spi,2009-04-07,2022-05-01,22
BEL,1113,SPa+Spi,2009-04-07,2022-06-01,24
BEL,1113,SPa+Spi,2009-04-07,2022-07-01,11
BEL,1113,SPa+Spi,2009-04-07,2022-08-01,7
BEL,1113,SPa+Spi,2009-04-07,2022-09-01,28
BEL,1113,SPa+Spi,2009-04-07,2022-10-01,31
BEL,1113,SPa+Spi,2009-04-07,2022-11-01,25
BEL,1113,SPa+Spi,2009-04-07,2022-12-01,22
BEL,1113,SPa+Spi,2009-04-07,2023-01-01,4
BEL,1113,SPa+Spi,2009-04-07,2023-10-01,1
BEL,1113,SPa+Spi,2009-04-07,2023-11-01,3
BEL,1192,PSC-CDH,2011-01-14,2011-01-01,8
BEL,1192,PSC-CDH,2011-01-14,2014-01-01,52
BEL,1192,PSC-CDH,2011-01-14,2014-02-01,62
BEL,1192,PSC-CDH,2011-01-14,2014-03-01,73
BEL,1192,PSC-CDH,2011-01-14,2014-04-01,27
BEL,1192,PSC-CDH,2011-01-14,2014-05-01,68
BEL,1192,PSC-CDH,2011-01-14,2014-06-01,31
BEL,1192,PSC-CDH,2011-01-14,2014-07-01,72
BEL,1192,PSC-CDH,2011-01-14,2014-08-01,15
BEL,1192,PSC-CDH,2011-01-14,2014-09-01,59
BEL,1192,PSC-CDH,2011-01-14,2014-10-01,115
BEL,1192,PSC-CDH,2011-01-14,2014-11-01,57
BEL,1192,PSC-CDH,2011-01-14,2014-12-01,47
BEL,1192,PSC-CDH,2011-01-14,2015-01-01,66
BEL,1192,PSC-CDH,2011-01-14,2015-02-01,29
BEL,1192,PSC-CDH,2011-01-14,2015-03-01,58
BEL,1192,PSC-CDH,2011-01-14,2015-04-01,26
BEL,1192,PSC-CDH,2011-01-14,2015-05-01,49
BEL,1192,PSC-CDH,2011-01-14,2015-06-01,40
BEL,1192,PSC-CDH,2011-01-14,2015-07-01,50
BEL,1192,PSC-CDH,2011-01-14,2015-08-01,31
BEL,1192,PSC-CDH,2011-01-14,2015-09-01,40
BEL,1192,PSC-CDH,2011-01-14,2015-10-01,57
BEL,1192,PSC-CDH,2011-01-14,2015-11-01,70
BEL,1192,PSC-CDH,2011-01-14,2015-12-01,33
BEL,1192,PSC-CDH,2011-01-14,2016-01-01,29
BEL,1192,PSC-CDH,2011-01-14,2016-02-01,72
BEL,1192,PSC-CDH,2011-01-14,2016-03-01,55
BEL,1192,PSC-CDH,2011-01-14,2016-04-01,117
BEL,1192,PSC-CDH,2011-01-14,2016-05-01,8
BEL,1192,PSC-CDH,2011-01-14,2016-06-01,19
BEL,1192,PSC-CDH,2011-01-14,2016-07-01,10
BEL,1192,PSC-CDH,2011-01-14,2016-08-01,7
BEL,1192,PSC-CDH,2011-01-14,2016-09-01,70
BEL,1192,PSC-CDH,2011-01-14,2016-10-01,107
BEL,1192,PSC-CDH,2011-01-14,2016-11-01,53
BEL,1192,PSC-CDH,2011-01-14,2016-12-01,12
BEL,1192,PSC-CDH,2011-01-14,2017-01-01,58
BEL,1192,PSC-CDH,2011-01-14,2017-02-01,27
BEL,1192,PSC-CDH,2011-01-14,2017-03-01,22
BEL,1192,PSC-CDH,2011-01-14,2017-04-01,11
BEL,1192,PSC-CDH,2011-01-14,2017-05-01,61
BEL,1192,PSC-CDH,2011-01-14,2017-06-01,36
BEL,1192,PSC-CDH,2011-01-14,2017-07-01,49
BEL,1192,PSC-CDH,2011-01-14,2017-08-01,21
BEL,1192,PSC-CDH,2011-01-14,2017-09-01,45
BEL,1192,PSC-CDH,2011-01-14,2017-10-01,26
BEL,1192,PSC-CDH,2011-01-14,2017-11-01,10
BEL,1192,PSC-CDH,2011-01-14,2017-12-01,42
BEL,1192,PSC-CDH,2011-01-14,2018-01-01,12
BEL,1192,PSC-CDH,2011-01-14,2018-02-01,15
BEL,1192,PSC-CDH,2011-01-14,2018-03-01,20
BEL,1192,PSC-CDH,2011-01-14,2018-04-01,39
BEL,1192,PSC-CDH,2011-01-14,2018-05-01,83
BEL,1192,PSC-CDH,2011-01-14,2018-06-01,59
BEL,1192,PSC-CDH,2011-01-14,2018-07-01,56
BEL,1192,PSC-CDH,2011-01-14,2018-08-01,24
BEL,1192,PSC-CDH,2011-01-14,2018-09-01,62
BEL,1192,PSC-CDH,2011-01-14,2018-10-01,88
BEL,1192,PSC-CDH,2011-01-14,2018-11-01,29
BEL,1192,PSC-CDH,2011-01-14,2018-12-01,68
BEL,1192,PSC-CDH,2011-01-14,2019-01-01,166
BEL,1192,PSC-CDH,2011-01-14,2019-02-01,140
BEL,1192,PSC-CDH,2011-01-14,2019-03-01,63
BEL,1192,PSC-CDH,2011-01-14,2019-04-01,80
BEL,1192,PSC-CDH,2011-01-14,2019-05-01,184
BEL,1192,PSC-CDH,2011-01-14,2019-06-01,33
BEL,1192,PSC-CDH,2011-01-14,2019-07-01,21
BEL,1192,PSC-CDH,2011-01-14,2019-08-01,4
BEL,1192,PSC-CDH,2011-01-14,2019-09-01,24
BEL,1192,PSC-CDH,2011-01-14,2019-10-01,17
BEL,1192,PSC-CDH,2011-01-14,2019-11-01,17
BEL,1192,PSC-CDH,2011-01-14,2019-12-01,6
BEL,1192,PSC-CDH,2011-01-14,2020-01-01,9
BEL,1192,PSC-CDH,2011-01-14,2020-02-01,9
BEL,1192,PSC-CDH,2011-01-14,2020-03-01,8
BEL,1192,PSC-CDH,2011-01-14,2020-04-01,1
BEL,1192,PSC-CDH,2011-01-14,2020-05-01,1
BEL,1192,PSC-CDH,2011-01-14,2020-06-01,1
BEL,1192,PSC-CDH,2011-01-14,2020-07-01,1
BEL,1192,PSC-CDH,2011-01-14,2020-08-01,2
BEL,1192,PSC-CDH,2011-01-14,2020-09-01,9
BEL,1192,PSC-CDH,2011-01-14,2020-10-01,13
BEL,1192,PSC-CDH,2011-01-14,2020-11-01,17
BEL,1192,PSC-CDH,2011-01-14,2020-12-01,6
BEL,1192,PSC-CDH,2011-01-14,2021-01-01,14
BEL,1192,PSC-CDH,2011-01-14,2021-02-01,11
BEL,1192,PSC-CDH,2011-01-14,2021-03-01,20
BEL,1192,PSC-CDH,2011-01-14,2021-04-01,10
BEL,1192,PSC-CDH,2011-01-14,2021-05-01,7
BEL,1192,PSC-CDH,2011-01-14,2021-06-01,4
BEL,1192,PSC-CDH,2011-01-14,2021-07-01,6
BEL,1192,PSC-CDH,2011-01-14,2021-08-01,3
BEL,1192,PSC-CDH,2011-01-14,2021-09-01,12
BEL,1192,PSC-CDH,2011-01-14,2021-10-01,8
BEL,1192,PSC-CDH,2011-01-14,2021-11-01,4
BEL,1192,PSC-CDH,2011-01-14,2021-12-01,8
BEL,1192,PSC-CDH,2011-01-14,2022-01-01,8
BEL,1192,PSC-CDH,2011-01-14,2022-02-01,4
BEL,1192,PSC-CDH,2011-01-14,2022-03-01,9
BEL,1192,PSC-CDH,2011-01-14,2022-04-01,1
BEL,1192,PSC-CDH,2011-01-14,2022-05-01,2
BEL,1192,PSC-CDH,2011-01-14,2022-07-01,1
BEL,1192,PSC-CDH,2011-01-14,2022-08-01,5
BEL,1192,PSC-CDH,2011-01-14,2022-09-01,41
BEL,1192,PSC-CDH,2011-01-14,2022-10-01,20
BEL,1192,PSC-CDH,2011-01-14,2022-11-01,7
BEL,1192,PSC-CDH,2011-01-14,2022-12-01,10
BEL,1192,PSC-CDH,2011-01-14,2023-01-01,7
BEL,1192,PSC-CDH,2011-01-14,2023-02-01,22
BEL,1192,PSC-CDH,2011-01-14,2023-03-01,5
BEL,1192,PSC-CDH,2011-01-14,2023-05-01,7
BEL,1192,PSC-CDH,2011-01-14,2023-06-01,20
BEL,1192,PSC-CDH,2011-01-14,2023-07-01,10
BEL,1192,PSC-CDH,2011-01-14,2023-08-01,2
BEL,1192,PSC-CDH,2011-01-14,2023-09-01,69
BEL,1192,PSC-CDH,2011-01-14,2023-10-01,70
BEL,1192,PSC-CDH,2011-01-14,2023-11-01,39
BEL,1192,PSC-CDH,2011-01-14,2023-12-01,44
BEL,1378,PS,2011-10-12,2011-10-01,13
BEL,1378,PS,2011-10-12,2011-11-01,26
BEL,1378,PS,2011-10-12,2011-12-01,20
BEL,1378,PS,2011-10-12,2012-01-01,31
BEL,1378,PS,2011-10-12,2012-02-01,24
BEL,1378,PS,2011-10-12,2012-03-01,35
BEL,1378,PS,2011-10-12,2012-04-01,19
BEL,1378,PS,2011-10-12,2012-05-01,46
BEL,1378,PS,2011-10-12,2012-06-01,34
BEL,1378,PS,2011-10-12,2012-07-01,21
BEL,1378,PS,2011-10-12,2012-08-01,11
BEL,1378,PS,2011-10-12,2012-09-01,40
BEL,1378,PS,2011-10-12,2012-10-01,44
BEL,1378,PS,2011-10-12,2012-11-01,45
BEL,1378,PS,2011-10-12,2012-12-01,43
BEL,1378,PS,2011-10-12,2013-01-01,38
BEL,1378,PS,2011-10-12,2013-02-01,31
BEL,1378,PS,2011-10-12,2013-03-01,41
BEL,1378,PS,2011-10-12,2013-04-01,28
BEL,1378,PS,2011-10-12,2013-05-01,44
BEL,1378,PS,2011-10-12,2013-06-01,33
BEL,1378,PS,2011-10-12,2013-07-01,13
BEL,1378,PS,2011-10-12,2013-08-01,4
BEL,1378,PS,2011-10-12,2013-09-01,26
BEL,1378,PS,2011-10-12,2013-10-01,28
BEL,1378,PS,2011-10-12,2013-11-01,36
BEL,1378,PS,2011-10-12,2013-12-01,34
BEL,1378,PS,2011-10-12,2014-01-01,68
BEL,1378,PS,2011-10-12,2014-02-01,74
BEL,1378,PS,2011-10-12,2014-03-01,121
BEL,1378,PS,2011-10-12,2014-04-01,75
BEL,1378,PS,2011-10-12,2014-05-01,71
BEL,1378,PS,2011-10-12,2014-06-01,31
BEL,1378,PS,2011-10-12,2014-07-01,19
BEL,1378,PS,2011-10-12,2014-09-01,31
BEL,1378,PS,2011-10-12,2014-10-01,171
BEL,1378,PS,2011-10-12,2014-11-01,89
BEL,1378,PS,2011-10-12,2014-12-01,63
BEL,1378,PS,2011-10-12,2015-01-01,85
BEL,1378,PS,2011-10-12,2015-02-01,83
BEL,1378,PS,2011-10-12,2015-03-01,136
BEL,1378,PS,2011-10-12,2015-04-01,68
BEL,1378,PS,2011-10-12,2015-05-01,64
BEL,1378,PS,2011-10-12,2015-06-01,65
BEL,1378,PS,2011-10-12,2015-07-01,78
BEL,1378,PS,2011-10-12,2015-08-01,14
BEL,1378,PS,2011-10-12,2015-09-01,82
BEL,1378,PS,2011-10-12,2015-10-01,141
BEL,1378,PS,2011-10-12,2015-11-01,38
BEL,1378,PS,2011-10-12,2015-12-01,31
BEL,1378,PS,2011-10-12,2016-01-01,38
BEL,1378,PS,2011-10-12,2016-02-01,15
BEL,1378,PS,2011-10-12,2016-03-01,22
BEL,1378,PS,2011-10-12,2016-04-01,3
BEL,1378,PS,2011-10-12,2016-05-01,13
BEL,1378,PS,2011-10-12,2016-06-01,12
BEL,1378,PS,2011-10-12,2016-07-01,30
BEL,1378,PS,2011-10-12,2016-08-01,14
BEL,1378,PS,2011-10-12,2016-09-01,19
BEL,1378,PS,2011-10-12,2016-10-01,94
BEL,1378,PS,2011-10-12,2016-11-01,1
BEL,1378,PS,2011-10-12,2016-12-01,5
BEL,1378,PS,2011-10-12,2017-01-01,3
BEL,1378,PS,2011-10-12,2017-02-01,4
BEL,1378,PS,2011-10-12,2017-03-01,7
BEL,1378,PS,2011-10-12,2017-04-01,2
BEL,1378,PS,2011-10-12,2017-05-01,8
BEL,1378,PS,2011-10-12,2017-06-01,4
BEL,1378,PS,2011-10-12,2017-07-01,1
BEL,1378,PS,2011-10-12,2017-08-01,1
BEL,1378,PS,2011-10-12,2017-09-01,24
BEL,1378,PS,2011-10-12,2017-10-01,20
BEL,1378,PS,2011-10-12,2017-11-01,39
BEL,1378,PS,2011-10-12,2017-12-01,3
BEL,1378,PS,2011-10-12,2018-01-01,7
BEL,1378,PS,2011-10-12,2018-02-01,9
BEL,1378,PS,2011-10-12,2018-03-01,28
BEL,1378,PS,2011-10-12,2018-04-01,21
BEL,1378,PS,2011-10-12,2018-05-01,4
BEL,1378,PS,2011-10-12,2018-06-01,4
BEL,1378,PS,2011-10-12,2018-07-01,7
BEL,1378,PS,2011-10-12,2018-08-01,1
BEL,1378,PS,2011-10-12,2018-09-01,6
BEL,1378,PS,2011-10-12,2018-10-01,5
BEL,1378,PS,2011-10-12,2018-12-01,7
BEL,1378,PS,2011-10-12,2019-01-01,18
BEL,1378,PS,2011-10-12,2019-02-01,23
BEL,1378,PS,2011-10-12,2019-03-01,35
BEL,1378,PS,2011-10-12,2019-04-01,37
BEL,1378,PS,2011-10-12,2019-05-01,40
BEL,1378,PS,2011-10-12,2019-06-01,1
BEL,1378,PS,2011-10-12,2019-07-01,2
BEL,1378,PS,2011-10-12,2019-09-01,16
BEL,1378,PS,2011-10-12,2019-10-01,1
BEL,1378,PS,2011-10-12,2019-11-01,3
BEL,1378,PS,2011-10-12,2019-12-01,4
BEL,1378,PS,2011-10-12,2020-01-01,10
BEL,1378,PS,2011-10-12,2020-02-01,17
BEL,1378,PS,2011-10-12,2020-03-01,14
BEL,1378,PS,2011-10-12,2020-04-01,10
BEL,1378,PS,2011-10-12,2020-05-01,28
BEL,1378,PS,2011-10-12,2020-06-01,18
BEL,1378,PS,2011-10-12,2020-07-01,8
BEL,1378,PS,2011-10-12,2020-08-01,12
BEL,1378,PS,2011-10-12,2020-09-01,25
BEL,1378,PS,2011-10-12,2020-10-01,12
BEL,1378,PS,2011-10-12,2020-11-01,19
BEL,1378,PS,2011-10-12,2020-12-01,11
BEL,1378,PS,2011-10-12,2021-01-01,10
BEL,1378,PS,2011-10-12,2021-02-01,17
BEL,1378,PS,2011-10-12,2021-03-01,17
BEL,1378,PS,2011-10-12,2021-04-01,10
BEL,1378,PS,2011-10-12,2021-05-01,16
BEL,1378,PS,2011-10-12,2021-06-01,28
BEL,1378,PS,2011-10-12,2021-07-01,9
BEL,1378,PS,2011-10-12,2021-08-01,23
BEL,1378,PS,2011-10-12,2021-09-01,54
BEL,1378,PS,2011-10-12,2021-10-01,29
BEL,1378,PS,2011-10-12,2021-11-01,15
BEL,1378,PS,2011-10-12,2021-12-01,31
BEL,1378,PS,2011-10-12,2022-01-01,20
BEL,1378,PS,2011-10-12,2022-02-01,24
BEL,1378,PS,2011-10-12,2022-03-01,36
BEL,1378,PS,2011-10-12,2022-04-01,20
BEL,1378,PS,2011-10-12,2022-05-01,17
BEL,1378,PS,2011-10-12,2022-06-01,23
BEL,1378,PS,2011-10-12,2022-07-01,9
BEL,1378,PS,2011-10-12,2022-08-01,13
BEL,1378,PS,2011-10-12,2022-09-01,29
BEL,1378,PS,2011-10-12,2022-10-01,38
BEL,1378,PS,2011-10-12,2022-11-01,19
BEL,1378,PS,2011-10-12,2022-12-01,19
BEL,1378,PS,2011-10-12,2023-01-01,17
BEL,1378,PS,2011-10-12,2023-02-01,14
BEL,1378,PS,2011-10-12,2023-03-01,31
BEL,1378,PS,2011-10-12,2023-04-01,20
BEL,1378,PS,2011-10-12,2023-05-01,22
BEL,1378,PS,2011-10-12,2023-06-01,13
BEL,1378,PS,2011-10-12,2023-07-01,11
BEL,1378,PS,2011-10-12,2023-08-01,7
BEL,1378,PS,2011-10-12,2023-09-01,12
BEL,1378,PS,2011-10-12,2023-10-01,12
BEL,1378,PS,2011-10-12,2023-11-01,12
BEL,1378,PS,2011-10-12,2023-12-01,12
BEL,1594,AGL-Gr,2009-03-03,2009-03-01,72
BEL,1594,AGL-Gr,2009-03-03,2009-04-01,40
BEL,1594,AGL-Gr,2009-03-03,2009-05-01,181
BEL,1594,AGL-Gr,2009-03-03,2009-06-01,258
BEL,1594,AGL-Gr,2009-03-03,2009-07-01,81
BEL,1594,AGL-Gr,2009-03-03,2009-08-01,35
BEL,1594,AGL-Gr,2009-03-03,2009-09-01,95
BEL,1594,AGL-Gr,2009-03-03,2009-10-01,69
BEL,1594,AGL-Gr,2009-03-03,2009-11-01,56
BEL,1594,AGL-Gr,2009-03-03,2009-12-01,84
BEL,1594,AGL-Gr,2009-03-03,2010-01-01,142
BEL,1594,AGL-Gr,2009-03-03,2010-02-01,50
BEL,1594,AGL-Gr,2009-03-03,2010-03-01,72
BEL,1594,AGL-Gr,2009-03-03,2010-04-01,62
BEL,1594,AGL-Gr,2009-03-03,2010-05-01,211
BEL,1594,AGL-Gr,2009-03-03,2010-06-01,174
BEL,1594,AGL-Gr,2009-03-03,2010-07-01,10
BEL,1594,AGL-Gr,2009-03-03,2010-08-01,6
BEL,1594,AGL-Gr,2009-03-03,2010-09-01,4
BEL,1594,AGL-Gr,2009-03-03,2010-10-01,30
BEL,1594,AGL-Gr,2009-03-03,2010-11-01,48
BEL,1594,AGL-Gr,2009-03-03,2010-12-01,47
BEL,1594,AGL-Gr,2009-03-03,2011-01-01,43
BEL,1594,AGL-Gr,2009-03-03,2011-02-01,56
BEL,1594,AGL-Gr,2009-03-03,2011-03-01,76
BEL,1594,AGL-Gr,2009-03-03,2011-04-01,85
BEL,1594,AGL-Gr,2009-03-03,2011-05-01,101
BEL,1594,AGL-Gr,2009-03-03,2011-06-01,63
BEL,1594,AGL-Gr,2009-03-03,2011-07-01,58
BEL,1594,AGL-Gr,2009-03-03,2011-08-01,51
BEL,1594,AGL-Gr,2009-03-03,2011-09-01,74
BEL,1594,AGL-Gr,2009-03-03,2011-10-01,89
BEL,1594,AGL-Gr,2009-03-03,2011-11-01,57
BEL,1594,AGL-Gr,2009-03-03,2011-12-01,59
BEL,1594,AGL-Gr,2009-03-03,2012-01-01,138
BEL,1594,AGL-Gr,2009-03-03,2012-02-01,73
BEL,1594,AGL-Gr,2009-03-03,2012-03-01,127
BEL,1594,AGL-Gr,2009-03-03,2012-04-01,70
BEL,1594,AGL-Gr,2009-03-03,2012-05-01,92
BEL,1594,AGL-Gr,2009-03-03,2012-06-01,38
BEL,1594,AGL-Gr,2009-03-03,2012-07-01,38
BEL,1594,AGL-Gr,2009-03-03,2012-08-01,25
BEL,1594,AGL-Gr,2009-03-03,2012-09-01,87
BEL,1594,AGL-Gr,2009-03-03,2012-10-01,120
BEL,1594,AGL-Gr,2009-03-03,2012-11-01,55
BEL,1594,AGL-Gr,2009-03-03,2012-12-01,55
BEL,1594,AGL-Gr,2009-03-03,2013-01-01,59
BEL,1594,AGL-Gr,2009-03-03,2013-02-01,57
