country_name_short,party_id,party_name_short,tw_page_created,week,tw_posts_n_weekly
DEU,1180,CSU,2009-03-19,2010-07-04,1
DEU,1180,CSU,2009-03-19,2010-07-11,4
DEU,1180,CSU,2009-03-19,2010-07-18,6
DEU,1180,CSU,2009-03-19,2010-07-25,6
DEU,1180,CSU,2009-03-19,2010-08-01,3
DEU,1180,CSU,2009-03-19,2010-08-08,5
DEU,1180,CSU,2009-03-19,2010-08-15,10
DEU,1180,CSU,2009-03-19,2010-08-22,4
DEU,1180,CSU,2009-03-19,2010-08-29,3
DEU,1180,CSU,2009-03-19,2010-09-05,6
DEU,1180,CSU,2009-03-19,2010-09-12,4
DEU,1180,CSU,2009-03-19,2010-09-19,2
DEU,1180,CSU,2009-03-19,2010-09-26,5
DEU,1180,CSU,2009-03-19,2010-10-03,4
DEU,1180,CSU,2009-03-19,2010-10-10,9
DEU,1180,CSU,2009-03-19,2010-10-17,5
DEU,1180,CSU,2009-03-19,2010-10-24,23
DEU,1180,CSU,2009-03-19,2010-10-31,2
DEU,1180,CSU,2009-03-19,2010-11-07,5
DEU,1180,CSU,2009-03-19,2010-11-14,7
DEU,1180,CSU,2009-03-19,2010-11-21,3
DEU,1180,CSU,2009-03-19,2010-11-28,5
DEU,1180,CSU,2009-03-19,2010-12-05,4
DEU,1180,CSU,2009-03-19,2010-12-12,5
DEU,1180,CSU,2009-03-19,2010-12-19,2
DEU,1180,CSU,2009-03-19,2010-12-26,2
DEU,1180,CSU,2009-03-19,2011-01-02,7
DEU,1180,CSU,2009-03-19,2011-01-09,6
DEU,1180,CSU,2009-03-19,2011-01-16,3
DEU,1180,CSU,2009-03-19,2011-01-23,6
DEU,1180,CSU,2009-03-19,2011-01-30,7
DEU,1180,CSU,2009-03-19,2011-02-06,16
DEU,1180,CSU,2009-03-19,2011-02-13,6
DEU,1180,CSU,2009-03-19,2011-02-20,10
DEU,1180,CSU,2009-03-19,2011-02-27,12
DEU,1180,CSU,2009-03-19,2011-03-06,32
DEU,1180,CSU,2009-03-19,2011-03-13,7
DEU,1180,CSU,2009-03-19,2011-03-20,4
DEU,1180,CSU,2009-03-19,2011-03-27,16
DEU,1180,CSU,2009-03-19,2011-04-03,6
DEU,1180,CSU,2009-03-19,2011-04-10,5
DEU,1180,CSU,2009-03-19,2011-04-17,8
DEU,1180,CSU,2009-03-19,2011-04-24,7
DEU,1180,CSU,2009-03-19,2011-05-01,12
DEU,1180,CSU,2009-03-19,2011-05-08,13
DEU,1180,CSU,2009-03-19,2011-05-15,15
DEU,1180,CSU,2009-03-19,2011-05-22,20
DEU,1180,CSU,2009-03-19,2011-05-29,12
DEU,1180,CSU,2009-03-19,2011-06-05,18
DEU,1180,CSU,2009-03-19,2011-06-12,5
DEU,1180,CSU,2009-03-19,2011-06-19,7
DEU,1180,CSU,2009-03-19,2011-06-26,9
DEU,1180,CSU,2009-03-19,2011-07-03,8
DEU,1180,CSU,2009-03-19,2011-07-10,4
DEU,1180,CSU,2009-03-19,2011-07-17,8
DEU,1180,CSU,2009-03-19,2011-07-24,9
DEU,1180,CSU,2009-03-19,2011-07-31,1
DEU,1180,CSU,2009-03-19,2011-08-07,6
DEU,1180,CSU,2009-03-19,2011-08-14,9
DEU,1180,CSU,2009-03-19,2011-08-21,6
DEU,1180,CSU,2009-03-19,2011-08-28,7
DEU,1180,CSU,2009-03-19,2011-09-04,15
DEU,1180,CSU,2009-03-19,2011-09-11,14
DEU,1180,CSU,2009-03-19,2011-09-18,7
DEU,1180,CSU,2009-03-19,2011-09-25,15
DEU,1180,CSU,2009-03-19,2011-10-02,29
DEU,1180,CSU,2009-03-19,2011-10-09,2
DEU,1180,CSU,2009-03-19,2011-10-16,7
DEU,1180,CSU,2009-03-19,2011-10-23,3
DEU,1180,CSU,2009-03-19,2011-10-30,6
DEU,1180,CSU,2009-03-19,2011-11-06,6
DEU,1180,CSU,2009-03-19,2011-11-13,4
DEU,1180,CSU,2009-03-19,2011-11-20,6
DEU,1180,CSU,2009-03-19,2011-11-27,5
DEU,1180,CSU,2009-03-19,2011-12-04,4
DEU,1180,CSU,2009-03-19,2011-12-11,4
DEU,1180,CSU,2009-03-19,2011-12-18,7
DEU,1180,CSU,2009-03-19,2011-12-25,7
DEU,1180,CSU,2009-03-19,2012-01-01,4
DEU,1180,CSU,2009-03-19,2012-01-08,4
DEU,1180,CSU,2009-03-19,2012-01-15,9
DEU,1180,CSU,2009-03-19,2012-01-22,9
DEU,1180,CSU,2009-03-19,2012-01-29,26
DEU,1180,CSU,2009-03-19,2012-02-05,6
DEU,1180,CSU,2009-03-19,2012-02-12,5
DEU,1180,CSU,2009-03-19,2012-02-19,61
DEU,1180,CSU,2009-03-19,2012-02-26,42
DEU,1180,CSU,2009-03-19,2012-03-04,1
DEU,1180,CSU,2009-03-19,2012-03-11,34
DEU,1180,CSU,2009-03-19,2012-03-18,10
DEU,1180,CSU,2009-03-19,2012-03-25,9
DEU,1180,CSU,2009-03-19,2012-04-01,3
DEU,1180,CSU,2009-03-19,2012-04-08,5
DEU,1180,CSU,2009-03-19,2012-04-15,12
DEU,1180,CSU,2009-03-19,2012-04-22,6
DEU,1180,CSU,2009-03-19,2012-04-29,10
DEU,1180,CSU,2009-03-19,2012-05-06,59
DEU,1180,CSU,2009-03-19,2012-05-13,14
DEU,1180,CSU,2009-03-19,2012-05-20,11
DEU,1180,CSU,2009-03-19,2012-05-27,8
DEU,1180,CSU,2009-03-19,2012-06-03,8
DEU,1180,CSU,2009-03-19,2012-06-10,29
DEU,1180,CSU,2009-03-19,2012-06-17,18
DEU,1180,CSU,2009-03-19,2012-06-24,30
DEU,1180,CSU,2009-03-19,2012-07-01,5
DEU,1180,CSU,2009-03-19,2012-07-08,11
DEU,1180,CSU,2009-03-19,2012-07-15,9
DEU,1180,CSU,2009-03-19,2012-07-22,7
DEU,1180,CSU,2009-03-19,2012-07-29,27
DEU,1180,CSU,2009-03-19,2012-08-05,1
DEU,1180,CSU,2009-03-19,2012-08-12,5
DEU,1180,CSU,2009-03-19,2012-08-19,15
DEU,1180,CSU,2009-03-19,2012-08-26,8
DEU,1180,CSU,2009-03-19,2012-09-02,11
DEU,1180,CSU,2009-03-19,2012-09-09,9
DEU,1180,CSU,2009-03-19,2012-09-16,6
DEU,1180,CSU,2009-03-19,2012-09-23,11
DEU,1180,CSU,2009-03-19,2012-09-30,10
DEU,1180,CSU,2009-03-19,2012-10-07,27
DEU,1180,CSU,2009-03-19,2012-10-14,107
DEU,1180,CSU,2009-03-19,2012-10-21,1
DEU,1180,CSU,2009-03-19,2012-10-28,6
DEU,1180,CSU,2009-03-19,2012-11-04,14
DEU,1180,CSU,2009-03-19,2012-11-11,1
DEU,1180,CSU,2009-03-19,2012-11-18,11
DEU,1180,CSU,2009-03-19,2012-11-25,9
DEU,1180,CSU,2009-03-19,2012-12-02,14
DEU,1180,CSU,2009-03-19,2012-12-09,4
DEU,1180,CSU,2009-03-19,2012-12-16,7
DEU,1180,CSU,2009-03-19,2012-12-23,2
DEU,1180,CSU,2009-03-19,2012-12-30,2
DEU,1180,CSU,2009-03-19,2013-01-06,3
DEU,1180,CSU,2009-03-19,2013-01-13,4
DEU,1180,CSU,2009-03-19,2013-01-20,15
DEU,1180,CSU,2009-03-19,2013-02-03,5
DEU,1180,CSU,2009-03-19,2013-02-10,27
DEU,1180,CSU,2009-03-19,2013-02-17,4
DEU,1180,CSU,2009-03-19,2013-02-24,3
DEU,1180,CSU,2009-03-19,2013-03-03,3
DEU,1180,CSU,2009-03-19,2013-03-10,50
DEU,1180,CSU,2009-03-19,2013-03-17,4
DEU,1180,CSU,2009-03-19,2013-03-31,3
DEU,1180,CSU,2009-03-19,2013-04-07,19
DEU,1180,CSU,2009-03-19,2013-04-21,5
DEU,1180,CSU,2009-03-19,2013-04-28,41
DEU,1180,CSU,2009-03-19,2013-05-05,2
DEU,1180,CSU,2009-03-19,2013-05-12,4
DEU,1180,CSU,2009-03-19,2013-05-19,2
DEU,1180,CSU,2009-03-19,2013-05-26,3
DEU,1180,CSU,2009-03-19,2013-06-02,1
DEU,1180,CSU,2009-03-19,2013-06-09,4
DEU,1180,CSU,2009-03-19,2013-06-16,15
DEU,1180,CSU,2009-03-19,2013-06-23,10
DEU,1180,CSU,2009-03-19,2013-06-30,2
DEU,1180,CSU,2009-03-19,2013-07-07,4
DEU,1180,CSU,2009-03-19,2013-07-14,29
DEU,1180,CSU,2009-03-19,2013-07-21,1
DEU,1180,CSU,2009-03-19,2013-07-28,25
DEU,1180,CSU,2009-03-19,2013-08-04,3
DEU,1180,CSU,2009-03-19,2013-08-11,4
DEU,1180,CSU,2009-03-19,2013-08-18,4
DEU,1180,CSU,2009-03-19,2013-08-25,6
DEU,1180,CSU,2009-03-19,2013-09-01,61
DEU,1180,CSU,2009-03-19,2013-09-08,30
DEU,1180,CSU,2009-03-19,2013-09-15,31
DEU,1180,CSU,2009-03-19,2013-09-22,1
DEU,1180,CSU,2009-03-19,2013-10-06,1
DEU,1180,CSU,2009-03-19,2013-11-17,9
DEU,1180,CSU,2009-03-19,2013-11-24,1
DEU,1180,CSU,2009-03-19,2013-12-22,1
DEU,1180,CSU,2009-03-19,2013-12-29,1
DEU,1180,CSU,2009-03-19,2014-01-19,1
DEU,1180,CSU,2009-03-19,2014-02-09,1
DEU,1180,CSU,2009-03-19,2014-03-02,2
DEU,1180,CSU,2009-03-19,2014-03-16,10
DEU,1180,CSU,2009-03-19,2014-03-23,18
DEU,1180,CSU,2009-03-19,2014-03-30,5
DEU,1180,CSU,2009-03-19,2014-04-06,3
DEU,1180,CSU,2009-03-19,2014-04-20,21
DEU,1180,CSU,2009-03-19,2014-04-27,6
DEU,1180,CSU,2009-03-19,2014-05-04,18
DEU,1180,CSU,2009-03-19,2014-05-11,3
DEU,1180,CSU,2009-03-19,2014-05-18,8
DEU,1180,CSU,2009-03-19,2014-05-25,4
DEU,1180,CSU,2009-03-19,2014-06-01,3
DEU,1180,CSU,2009-03-19,2014-06-15,8
DEU,1180,CSU,2009-03-19,2014-06-22,6
DEU,1180,CSU,2009-03-19,2014-06-29,12
DEU,1180,CSU,2009-03-19,2014-07-06,10
DEU,1180,CSU,2009-03-19,2014-07-13,9
DEU,1180,CSU,2009-03-19,2014-07-20,1
DEU,1180,CSU,2009-03-19,2014-07-27,6
DEU,1180,CSU,2009-03-19,2014-08-03,4
DEU,1180,CSU,2009-03-19,2014-08-10,4
DEU,1180,CSU,2009-03-19,2014-08-17,9
DEU,1180,CSU,2009-03-19,2014-08-24,6
DEU,1180,CSU,2009-03-19,2014-08-31,19
DEU,1180,CSU,2009-03-19,2014-09-07,16
DEU,1180,CSU,2009-03-19,2014-09-14,22
DEU,1180,CSU,2009-03-19,2014-09-21,18
DEU,1180,CSU,2009-03-19,2014-09-28,18
DEU,1180,CSU,2009-03-19,2014-10-05,30
DEU,1180,CSU,2009-03-19,2014-10-12,36
DEU,1180,CSU,2009-03-19,2014-10-19,38
DEU,1180,CSU,2009-03-19,2014-10-26,26
DEU,1180,CSU,2009-03-19,2014-11-02,30
DEU,1180,CSU,2009-03-19,2014-11-09,33
DEU,1180,CSU,2009-03-19,2014-11-16,21
DEU,1180,CSU,2009-03-19,2014-11-23,29
DEU,1180,CSU,2009-03-19,2014-11-30,34
DEU,1180,CSU,2009-03-19,2014-12-07,88
DEU,1180,CSU,2009-03-19,2014-12-14,22
DEU,1180,CSU,2009-03-19,2014-12-21,5
DEU,1180,CSU,2009-03-19,2014-12-28,14
DEU,1180,CSU,2009-03-19,2015-01-04,43
DEU,1180,CSU,2009-03-19,2015-01-11,31
DEU,1180,CSU,2009-03-19,2015-01-18,28
DEU,1180,CSU,2009-03-19,2015-01-25,20
DEU,1180,CSU,2009-03-19,2015-02-01,14
DEU,1180,CSU,2009-03-19,2015-02-08,14
DEU,1180,CSU,2009-03-19,2015-02-15,59
DEU,1180,CSU,2009-03-19,2015-02-22,33
DEU,1180,CSU,2009-03-19,2015-03-01,24
DEU,1180,CSU,2009-03-19,2015-03-08,36
DEU,1180,CSU,2009-03-19,2015-03-15,53
DEU,1180,CSU,2009-03-19,2015-03-22,20
DEU,1180,CSU,2009-03-19,2015-03-29,16
DEU,1180,CSU,2009-03-19,2015-04-05,16
DEU,1180,CSU,2009-03-19,2015-04-12,29
DEU,1180,CSU,2009-03-19,2015-04-19,44
DEU,1180,CSU,2009-03-19,2015-04-26,33
DEU,1180,CSU,2009-03-19,2015-05-03,33
DEU,1180,CSU,2009-03-19,2015-05-10,23
DEU,1180,CSU,2009-03-19,2015-05-17,26
DEU,1180,CSU,2009-03-19,2015-05-24,16
DEU,1180,CSU,2009-03-19,2015-05-31,25
DEU,1180,CSU,2009-03-19,2015-06-07,18
DEU,1180,CSU,2009-03-19,2015-06-14,35
DEU,1180,CSU,2009-03-19,2015-06-21,33
DEU,1180,CSU,2009-03-19,2015-06-28,38
DEU,1180,CSU,2009-03-19,2015-07-05,37
DEU,1180,CSU,2009-03-19,2015-07-12,25
DEU,1180,CSU,2009-03-19,2015-07-19,57
DEU,1180,CSU,2009-03-19,2015-07-26,24
DEU,1180,CSU,2009-03-19,2015-08-02,13
DEU,1180,CSU,2009-03-19,2015-08-09,14
DEU,1180,CSU,2009-03-19,2015-08-16,22
DEU,1180,CSU,2009-03-19,2015-08-23,15
DEU,1180,CSU,2009-03-19,2015-08-30,20
DEU,1180,CSU,2009-03-19,2015-09-06,18
DEU,1180,CSU,2009-03-19,2015-09-13,56
DEU,1180,CSU,2009-03-19,2015-09-20,19
DEU,1180,CSU,2009-03-19,2015-09-27,21
DEU,1180,CSU,2009-03-19,2015-10-04,74
DEU,1180,CSU,2009-03-19,2015-10-11,32
DEU,1180,CSU,2009-03-19,2015-10-18,23
DEU,1180,CSU,2009-03-19,2015-10-25,26
DEU,1180,CSU,2009-03-19,2015-11-01,29
DEU,1180,CSU,2009-03-19,2015-11-08,26
DEU,1180,CSU,2009-03-19,2015-11-15,111
DEU,1180,CSU,2009-03-19,2015-11-22,12
DEU,1180,CSU,2009-03-19,2015-11-29,18
DEU,1180,CSU,2009-03-19,2015-12-06,27
DEU,1180,CSU,2009-03-19,2015-12-13,24
DEU,1180,CSU,2009-03-19,2015-12-20,8
DEU,1180,CSU,2009-03-19,2015-12-27,15
DEU,1180,CSU,2009-03-19,2016-01-03,34
DEU,1180,CSU,2009-03-19,2016-01-10,31
DEU,1180,CSU,2009-03-19,2016-01-17,18
DEU,1180,CSU,2009-03-19,2016-01-24,30
DEU,1180,CSU,2009-03-19,2016-01-31,19
DEU,1180,CSU,2009-03-19,2016-02-07,14
DEU,1180,CSU,2009-03-19,2016-02-14,31
DEU,1180,CSU,2009-03-19,2016-02-21,34
DEU,1180,CSU,2009-03-19,2016-02-28,14
DEU,1180,CSU,2009-03-19,2016-03-06,17
DEU,1180,CSU,2009-03-19,2016-03-13,23
DEU,1180,CSU,2009-03-19,2016-03-20,18
DEU,1180,CSU,2009-03-19,2016-03-27,22
DEU,1180,CSU,2009-03-19,2016-04-03,27
DEU,1180,CSU,2009-03-19,2016-04-10,50
DEU,1180,CSU,2009-03-19,2016-04-17,16
DEU,1180,CSU,2009-03-19,2016-04-24,27
DEU,1180,CSU,2009-03-19,2016-05-01,47
DEU,1180,CSU,2009-03-19,2016-05-08,35
DEU,1180,CSU,2009-03-19,2016-05-15,9
DEU,1180,CSU,2009-03-19,2016-05-22,17
DEU,1180,CSU,2009-03-19,2016-05-29,27
DEU,1180,CSU,2009-03-19,2016-06-05,13
DEU,1180,CSU,2009-03-19,2016-06-12,15
DEU,1180,CSU,2009-03-19,2016-06-19,30
DEU,1180,CSU,2009-03-19,2016-06-26,25
DEU,1180,CSU,2009-03-19,2016-07-03,25
DEU,1180,CSU,2009-03-19,2016-07-10,41
DEU,1180,CSU,2009-03-19,2016-07-17,42
DEU,1180,CSU,2009-03-19,2016-07-24,44
DEU,1180,CSU,2009-03-19,2016-07-31,19
DEU,1180,CSU,2009-03-19,2016-08-07,11
DEU,1180,CSU,2009-03-19,2016-08-14,7
DEU,1180,CSU,2009-03-19,2016-08-21,10
DEU,1180,CSU,2009-03-19,2016-08-28,10
DEU,1180,CSU,2009-03-19,2016-09-04,35
DEU,1180,CSU,2009-03-19,2016-09-11,13
DEU,1180,CSU,2009-03-19,2016-09-18,26
DEU,1180,CSU,2009-03-19,2016-09-25,68
DEU,1180,CSU,2009-03-19,2016-10-02,10
DEU,1180,CSU,2009-03-19,2016-10-09,53
DEU,1180,CSU,2009-03-19,2016-10-16,37
DEU,1180,CSU,2009-03-19,2016-10-23,43
DEU,1180,CSU,2009-03-19,2016-10-30,183
DEU,1180,CSU,2009-03-19,2016-11-06,30
DEU,1180,CSU,2009-03-19,2016-11-13,33
DEU,1180,CSU,2009-03-19,2016-11-20,15
DEU,1180,CSU,2009-03-19,2016-11-27,18
DEU,1180,CSU,2009-03-19,2016-12-04,27
DEU,1180,CSU,2009-03-19,2016-12-11,15
DEU,1180,CSU,2009-03-19,2016-12-18,17
DEU,1180,CSU,2009-03-19,2016-12-25,19
DEU,1180,CSU,2009-03-19,2017-01-01,39
DEU,1180,CSU,2009-03-19,2017-01-08,19
DEU,1180,CSU,2009-03-19,2017-01-15,11
DEU,1180,CSU,2009-03-19,2017-01-22,20
DEU,1180,CSU,2009-03-19,2017-01-29,29
DEU,1180,CSU,2009-03-19,2017-02-05,35
DEU,1180,CSU,2009-03-19,2017-02-12,21
DEU,1180,CSU,2009-03-19,2017-02-19,22
DEU,1180,CSU,2009-03-19,2017-02-26,125
DEU,1180,CSU,2009-03-19,2017-03-05,13
DEU,1180,CSU,2009-03-19,2017-03-12,13
DEU,1180,CSU,2009-03-19,2017-03-19,12
DEU,1180,CSU,2009-03-19,2017-03-26,31
DEU,1180,CSU,2009-03-19,2017-04-02,31
DEU,1180,CSU,2009-03-19,2017-04-09,10
DEU,1180,CSU,2009-03-19,2017-04-16,17
DEU,1180,CSU,2009-03-19,2017-04-23,31
DEU,1180,CSU,2009-03-19,2017-04-30,67
DEU,1180,CSU,2009-03-19,2017-05-07,28
DEU,1180,CSU,2009-03-19,2017-05-14,50
DEU,1180,CSU,2009-03-19,2017-05-21,16
DEU,1180,CSU,2009-03-19,2017-05-28,34
DEU,1180,CSU,2009-03-19,2017-06-04,8
DEU,1180,CSU,2009-03-19,2017-06-11,24
DEU,1180,CSU,2009-03-19,2017-06-18,13
DEU,1180,CSU,2009-03-19,2017-06-25,33
DEU,1180,CSU,2009-03-19,2017-07-02,49
DEU,1180,CSU,2009-03-19,2017-07-09,51
DEU,1180,CSU,2009-03-19,2017-07-16,40
DEU,1180,CSU,2009-03-19,2017-07-23,54
DEU,1180,CSU,2009-03-19,2017-07-30,31
DEU,1180,CSU,2009-03-19,2017-08-06,31
DEU,1180,CSU,2009-03-19,2017-08-13,12
DEU,1180,CSU,2009-03-19,2017-08-20,88
DEU,1180,CSU,2009-03-19,2017-08-27,47
DEU,1180,CSU,2009-03-19,2017-09-03,143
DEU,1180,CSU,2009-03-19,2017-09-10,102
DEU,1180,CSU,2009-03-19,2017-09-17,153
DEU,1180,CSU,2009-03-19,2017-09-24,35
DEU,1180,CSU,2009-03-19,2017-10-01,8
DEU,1180,CSU,2009-03-19,2017-10-08,21
DEU,1180,CSU,2009-03-19,2017-10-15,26
DEU,1180,CSU,2009-03-19,2017-10-22,6
DEU,1180,CSU,2009-03-19,2017-10-29,14
DEU,1180,CSU,2009-03-19,2017-11-05,7
DEU,1180,CSU,2009-03-19,2017-11-12,7
DEU,1180,CSU,2009-03-19,2017-11-19,19
DEU,1180,CSU,2009-03-19,2017-11-26,5
DEU,1180,CSU,2009-03-19,2017-12-03,16
DEU,1180,CSU,2009-03-19,2017-12-10,98
DEU,1180,CSU,2009-03-19,2017-12-17,5
DEU,1180,CSU,2009-03-19,2017-12-24,7
DEU,1180,CSU,2009-03-19,2017-12-31,29
DEU,1180,CSU,2009-03-19,2018-01-07,10
DEU,1180,CSU,2009-03-19,2018-01-14,46
DEU,1180,CSU,2009-03-19,2018-01-21,10
DEU,1180,CSU,2009-03-19,2018-01-28,6
DEU,1180,CSU,2009-03-19,2018-02-04,19
DEU,1180,CSU,2009-03-19,2018-02-11,85
DEU,1180,CSU,2009-03-19,2018-02-18,13
DEU,1180,CSU,2009-03-19,2018-02-25,13
DEU,1180,CSU,2009-03-19,2018-03-04,28
DEU,1180,CSU,2009-03-19,2018-03-11,40
DEU,1180,CSU,2009-03-19,2018-03-18,26
DEU,1180,CSU,2009-03-19,2018-03-25,5
DEU,1180,CSU,2009-03-19,2018-04-01,18
DEU,1180,CSU,2009-03-19,2018-04-08,16
DEU,1180,CSU,2009-03-19,2018-04-15,28
DEU,1180,CSU,2009-03-19,2018-04-22,8
DEU,1180,CSU,2009-03-19,2018-04-29,11
DEU,1180,CSU,2009-03-19,2018-05-06,14
DEU,1180,CSU,2009-03-19,2018-05-13,8
DEU,1180,CSU,2009-03-19,2018-05-20,7
DEU,1180,CSU,2009-03-19,2018-05-27,11
DEU,1180,CSU,2009-03-19,2018-06-03,12
DEU,1180,CSU,2009-03-19,2018-06-10,7
DEU,1180,CSU,2009-03-19,2018-06-17,15
DEU,1180,CSU,2009-03-19,2018-06-24,18
DEU,1180,CSU,2009-03-19,2018-07-01,18
DEU,1180,CSU,2009-03-19,2018-07-08,8
DEU,1180,CSU,2009-03-19,2018-07-15,1
DEU,1180,CSU,2009-03-19,2018-07-22,8
DEU,1180,CSU,2009-03-19,2018-07-29,7
DEU,1180,CSU,2009-03-19,2018-08-05,10
DEU,1180,CSU,2009-03-19,2018-08-12,11
DEU,1180,CSU,2009-03-19,2018-08-19,102
DEU,1180,CSU,2009-03-19,2018-08-26,14
DEU,1180,CSU,2009-03-19,2018-09-02,17
DEU,1180,CSU,2009-03-19,2018-09-09,136
DEU,1180,CSU,2009-03-19,2018-09-16,21
DEU,1180,CSU,2009-03-19,2018-09-23,99
DEU,1180,CSU,2009-03-19,2018-09-30,47
DEU,1180,CSU,2009-03-19,2018-10-07,116
DEU,1180,CSU,2009-03-19,2018-10-14,21
DEU,1180,CSU,2009-03-19,2018-10-21,6
DEU,1180,CSU,2009-03-19,2018-10-28,7
DEU,1180,CSU,2009-03-19,2018-11-04,21
DEU,1180,CSU,2009-03-19,2018-11-11,2
DEU,1180,CSU,2009-03-19,2018-11-18,29
DEU,1180,CSU,2009-03-19,2018-11-25,8
DEU,1180,CSU,2009-03-19,2018-12-02,11
DEU,1180,CSU,2009-03-19,2018-12-09,71
DEU,1180,CSU,2009-03-19,2018-12-16,7
DEU,1180,CSU,2009-03-19,2018-12-23,7
DEU,1180,CSU,2009-03-19,2018-12-30,20
DEU,1180,CSU,2009-03-19,2019-01-06,9
DEU,1180,CSU,2009-03-19,2019-01-13,62
DEU,1180,CSU,2009-03-19,2019-01-20,4
DEU,1180,CSU,2009-03-19,2019-01-27,15
DEU,1180,CSU,2009-03-19,2019-02-03,10
DEU,1180,CSU,2009-03-19,2019-02-10,12
DEU,1180,CSU,2009-03-19,2019-02-17,13
DEU,1180,CSU,2009-03-19,2019-02-24,12
DEU,1180,CSU,2009-03-19,2019-03-03,32
DEU,1180,CSU,2009-03-19,2019-03-10,11
DEU,1180,CSU,2009-03-19,2019-03-17,3
DEU,1180,CSU,2009-03-19,2019-03-24,60
DEU,1180,CSU,2009-03-19,2019-03-31,25
DEU,1180,CSU,2009-03-19,2019-04-07,3
DEU,1180,CSU,2009-03-19,2019-04-14,14
DEU,1180,CSU,2009-03-19,2019-04-21,19
DEU,1180,CSU,2009-03-19,2019-04-28,13
DEU,1180,CSU,2009-03-19,2019-05-05,37
DEU,1180,CSU,2009-03-19,2019-05-12,60
DEU,1180,CSU,2009-03-19,2019-05-19,94
DEU,1180,CSU,2009-03-19,2019-05-26,46
DEU,1180,CSU,2009-03-19,2019-06-02,23
DEU,1180,CSU,2009-03-19,2019-06-09,2
DEU,1180,CSU,2009-03-19,2019-06-16,6
DEU,1180,CSU,2009-03-19,2019-06-23,17
DEU,1180,CSU,2009-03-19,2019-06-30,13
DEU,1180,CSU,2009-03-19,2019-07-07,3
DEU,1180,CSU,2009-03-19,2019-07-14,24
DEU,1180,CSU,2009-03-19,2019-07-21,10
DEU,1180,CSU,2009-03-19,2019-07-28,3
DEU,1180,CSU,2009-03-19,2019-08-04,7
DEU,1180,CSU,2009-03-19,2019-08-11,10
DEU,1180,CSU,2009-03-19,2019-08-18,6
DEU,1180,CSU,2009-03-19,2019-08-25,14
DEU,1180,CSU,2009-03-19,2019-09-01,26
DEU,1180,CSU,2009-03-19,2019-09-08,3
DEU,1180,CSU,2009-03-19,2019-09-15,28
DEU,1180,CSU,2009-03-19,2019-09-22,5
DEU,1180,CSU,2009-03-19,2019-09-29,9
DEU,1180,CSU,2009-03-19,2019-10-06,18
DEU,1180,CSU,2009-03-19,2019-10-13,32
DEU,1180,CSU,2009-03-19,2019-10-20,3
DEU,1180,CSU,2009-03-19,2019-10-27,2
DEU,1180,CSU,2009-03-19,2019-11-03,12
DEU,1180,CSU,2009-03-19,2019-11-10,5
DEU,1180,CSU,2009-03-19,2019-11-17,11
DEU,1180,CSU,2009-03-19,2019-11-24,8
DEU,1180,CSU,2009-03-19,2019-12-01,3
DEU,1180,CSU,2009-03-19,2019-12-08,5
DEU,1180,CSU,2009-03-19,2019-12-15,4
DEU,1180,CSU,2009-03-19,2020-01-05,4
DEU,1180,CSU,2009-03-19,2020-01-12,7
DEU,1180,CSU,2009-03-19,2020-01-19,7
DEU,1180,CSU,2009-03-19,2020-01-26,6
DEU,1180,CSU,2009-03-19,2020-02-02,8
DEU,1180,CSU,2009-03-19,2020-02-09,5
DEU,1180,CSU,2009-03-19,2020-02-16,17
DEU,1180,CSU,2009-03-19,2020-02-23,33
DEU,1180,CSU,2009-03-19,2020-03-01,16
DEU,1180,CSU,2009-03-19,2020-03-08,3
DEU,1180,CSU,2009-03-19,2020-03-15,55
DEU,1180,CSU,2009-03-19,2020-03-22,5
DEU,1180,CSU,2009-03-19,2020-03-29,9
DEU,1180,CSU,2009-03-19,2020-04-05,1
DEU,1180,CSU,2009-03-19,2020-04-12,4
DEU,1180,CSU,2009-03-19,2020-04-19,26
DEU,1180,CSU,2009-03-19,2020-04-26,13
DEU,1180,CSU,2009-03-19,2020-05-03,11
DEU,1180,CSU,2009-03-19,2020-05-10,4
DEU,1180,CSU,2009-03-19,2020-05-17,26
DEU,1180,CSU,2009-03-19,2020-05-24,6
DEU,1180,CSU,2009-03-19,2020-05-31,18
DEU,1180,CSU,2009-03-19,2020-06-07,11
DEU,1180,CSU,2009-03-19,2020-06-14,10
DEU,1180,CSU,2009-03-19,2020-06-21,13
DEU,1180,CSU,2009-03-19,2020-06-28,8
DEU,1180,CSU,2009-03-19,2020-07-05,9
DEU,1180,CSU,2009-03-19,2020-07-12,6
DEU,1180,CSU,2009-03-19,2020-07-19,4
DEU,1180,CSU,2009-03-19,2020-07-26,5
DEU,1180,CSU,2009-03-19,2020-08-02,4
DEU,1180,CSU,2009-03-19,2020-08-09,3
DEU,1180,CSU,2009-03-19,2020-08-16,1
DEU,1180,CSU,2009-03-19,2020-08-23,1
DEU,1180,CSU,2009-03-19,2020-09-06,3
DEU,1180,CSU,2009-03-19,2020-09-13,1
DEU,1180,CSU,2009-03-19,2020-09-20,29
DEU,1180,CSU,2009-03-19,2020-09-27,3
DEU,1180,CSU,2009-03-19,2020-10-11,3
DEU,1180,CSU,2009-03-19,2020-10-18,36
DEU,1180,CSU,2009-03-19,2020-10-25,14
DEU,1180,CSU,2009-03-19,2020-11-01,1
DEU,1180,CSU,2009-03-19,2020-11-08,15
DEU,1180,CSU,2009-03-19,2020-11-22,24
