country_name_short,party_id,party_name_short,insta_page_created,day,insta_posts_n_daily,insta_type_img_n_daily,insta_type_vid_n_daily,insta_type_car_n_daily
ESP,2375,Cs,2012-01-27,2022-07-18,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-07-25,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-07-27,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-07-28,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-07-29,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-08-02,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-08-04,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-08-15,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-08-18,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-08-25,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-08-31,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-09-02,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-09-05,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-09-06,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-09-07,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-09-08,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-09-13,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-09-15,2,0,1,1
ESP,2375,Cs,2012-01-27,2022-09-16,2,0,1,1
ESP,2375,Cs,2012-01-27,2022-09-17,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-09-18,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-09-20,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-09-21,1,0,1,0
ESP,2375,Cs,2012-01-27,2022-09-22,1,0,1,0
ESP,2375,Cs,2012-01-27,2022-09-23,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-09-27,1,1,0,0
ESP,2375,Cs,2012-01-27,2022-09-28,1,0,1,0
ESP,2375,Cs,2012-01-27,2022-09-29,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-09-30,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-10-01,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-10-04,1,0,1,0
ESP,2375,Cs,2012-01-27,2022-10-05,1,0,1,0
ESP,2375,Cs,2012-01-27,2022-10-06,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-10-07,2,0,1,1
ESP,2375,Cs,2012-01-27,2022-10-08,1,0,1,0
ESP,2375,Cs,2012-01-27,2022-10-10,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-10-12,2,0,0,2
ESP,2375,Cs,2012-01-27,2022-10-13,1,0,1,0
ESP,2375,Cs,2012-01-27,2022-10-15,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-10-17,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-10-19,2,0,0,2
ESP,2375,Cs,2012-01-27,2022-10-20,2,0,0,2
ESP,2375,Cs,2012-01-27,2022-10-21,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-10-22,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-10-23,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-10-24,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-10-26,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-10-27,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-11-02,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-11-03,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-11-06,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-11-07,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-11-08,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-11-09,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-11-10,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-11-11,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-11-12,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-11-15,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-11-16,1,0,1,0
ESP,2375,Cs,2012-01-27,2022-11-17,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-11-18,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-11-19,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-11-21,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-11-22,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-11-25,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-11-28,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-11-29,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-11-30,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-12-01,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-12-02,1,0,1,0
ESP,2375,Cs,2012-01-27,2022-12-06,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-12-09,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-12-11,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-12-14,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-12-15,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-12-16,2,0,1,1
ESP,2375,Cs,2012-01-27,2022-12-18,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-12-20,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-12-21,1,0,0,1
ESP,2375,Cs,2012-01-27,2022-12-22,1,1,0,0
ESP,2375,Cs,2012-01-27,2022-12-31,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-01-13,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-01-14,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-01-15,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-01-16,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-01-17,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-01-18,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-01-20,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-01-23,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-01-24,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-01-25,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-01-26,2,1,1,0
ESP,2375,Cs,2012-01-27,2023-01-27,2,0,2,0
ESP,2375,Cs,2012-01-27,2023-01-28,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-01-30,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-01-31,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-02-01,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-02-02,3,0,3,0
ESP,2375,Cs,2012-01-27,2023-02-04,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-02-06,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-02-07,2,0,1,1
ESP,2375,Cs,2012-01-27,2023-02-08,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-02-09,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-02-10,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-02-11,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-02-13,2,0,1,1
ESP,2375,Cs,2012-01-27,2023-02-14,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-02-15,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-02-16,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-02-18,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-02-19,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-02-20,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-02-21,2,0,2,0
ESP,2375,Cs,2012-01-27,2023-02-22,2,0,1,1
ESP,2375,Cs,2012-01-27,2023-02-23,2,0,1,1
ESP,2375,Cs,2012-01-27,2023-02-24,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-02-26,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-02-27,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-03-02,2,0,0,2
ESP,2375,Cs,2012-01-27,2023-03-03,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-03-04,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-03-06,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-03-07,2,0,0,2
ESP,2375,Cs,2012-01-27,2023-03-08,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-03-09,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-03-10,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-03-11,2,0,1,1
ESP,2375,Cs,2012-01-27,2023-03-12,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-03-13,4,0,3,1
ESP,2375,Cs,2012-01-27,2023-03-15,4,3,1,0
ESP,2375,Cs,2012-01-27,2023-03-16,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-03-17,2,0,1,1
ESP,2375,Cs,2012-01-27,2023-03-18,2,1,0,1
ESP,2375,Cs,2012-01-27,2023-03-19,4,2,2,0
ESP,2375,Cs,2012-01-27,2023-03-22,2,0,1,1
ESP,2375,Cs,2012-01-27,2023-03-23,2,1,0,1
ESP,2375,Cs,2012-01-27,2023-03-24,3,0,1,2
ESP,2375,Cs,2012-01-27,2023-03-25,2,0,1,1
ESP,2375,Cs,2012-01-27,2023-03-26,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-03-27,2,0,0,2
ESP,2375,Cs,2012-01-27,2023-03-28,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-03-29,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-03-30,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-03-31,3,0,2,1
ESP,2375,Cs,2012-01-27,2023-04-01,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-04-02,2,0,1,1
ESP,2375,Cs,2012-01-27,2023-04-03,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-04-04,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-04-05,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-04-07,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-04-11,2,0,1,1
ESP,2375,Cs,2012-01-27,2023-04-12,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-04-13,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-04-14,2,0,0,2
ESP,2375,Cs,2012-01-27,2023-04-15,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-04-16,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-04-17,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-04-19,2,0,0,2
ESP,2375,Cs,2012-01-27,2023-04-20,2,0,0,2
ESP,2375,Cs,2012-01-27,2023-04-21,2,0,0,2
ESP,2375,Cs,2012-01-27,2023-04-22,2,0,0,2
ESP,2375,Cs,2012-01-27,2023-04-23,2,0,2,0
ESP,2375,Cs,2012-01-27,2023-04-24,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-04-25,2,0,0,2
ESP,2375,Cs,2012-01-27,2023-04-26,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-04-27,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-04-28,2,0,0,2
ESP,2375,Cs,2012-01-27,2023-04-29,3,0,0,3
ESP,2375,Cs,2012-01-27,2023-04-30,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-05-01,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-05-02,2,0,1,1
ESP,2375,Cs,2012-01-27,2023-05-04,2,0,0,2
ESP,2375,Cs,2012-01-27,2023-05-05,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-05-06,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-05-07,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-05-08,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-05-10,2,0,0,2
ESP,2375,Cs,2012-01-27,2023-05-12,2,0,2,0
ESP,2375,Cs,2012-01-27,2023-05-13,2,0,0,2
ESP,2375,Cs,2012-01-27,2023-05-14,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-05-15,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-05-16,2,0,0,2
ESP,2375,Cs,2012-01-27,2023-05-17,2,0,0,2
ESP,2375,Cs,2012-01-27,2023-05-18,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-05-19,3,0,0,3
ESP,2375,Cs,2012-01-27,2023-05-20,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-05-21,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-05-22,2,0,0,2
ESP,2375,Cs,2012-01-27,2023-05-23,3,0,1,2
ESP,2375,Cs,2012-01-27,2023-05-24,2,0,0,2
ESP,2375,Cs,2012-01-27,2023-05-25,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-05-26,3,0,1,2
ESP,2375,Cs,2012-01-27,2023-05-28,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-06-02,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-07-25,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-08-31,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-09-11,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-09-13,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-09-20,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-09-23,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-10-03,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-10-06,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-10-08,2,0,1,1
ESP,2375,Cs,2012-01-27,2023-10-12,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-10-18,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-10-19,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-10-21,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-11-09,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-11-10,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-11-11,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-11-13,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-11-15,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-11-17,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-11-22,2,0,2,0
ESP,2375,Cs,2012-01-27,2023-11-23,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-11-24,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-11-25,1,1,0,0
ESP,2375,Cs,2012-01-27,2023-12-01,3,0,3,0
ESP,2375,Cs,2012-01-27,2023-12-05,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-12-06,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-12-11,1,0,0,1
ESP,2375,Cs,2012-01-27,2023-12-13,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-12-15,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-12-16,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-12-18,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-12-19,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-12-20,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-12-21,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-12-26,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-12-28,1,0,1,0
ESP,2375,Cs,2012-01-27,2023-12-30,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-01-04,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-01-08,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-01-10,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-01-11,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-01-12,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-01-15,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-01-16,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-01-17,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-01-18,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-01-19,3,0,2,1
ESP,2375,Cs,2012-01-27,2024-01-20,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-01-22,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-01-23,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-01-24,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-01-25,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-01-26,3,0,3,0
ESP,2375,Cs,2012-01-27,2024-01-28,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-01-29,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-01-30,5,0,4,1
ESP,2375,Cs,2012-01-27,2024-01-31,4,0,4,0
ESP,2375,Cs,2012-01-27,2024-02-01,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-02-02,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-02-03,1,0,0,1
ESP,2375,Cs,2012-01-27,2024-02-05,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-02-06,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-02-07,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-02-08,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-02-09,4,0,4,0
ESP,2375,Cs,2012-01-27,2024-02-12,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-02-13,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-02-14,3,0,3,0
ESP,2375,Cs,2012-01-27,2024-02-19,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-02-21,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-02-22,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-02-23,1,1,0,0
ESP,2375,Cs,2012-01-27,2024-02-27,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-02-28,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-02-29,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-03-02,3,0,3,0
ESP,2375,Cs,2012-01-27,2024-03-03,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-03-04,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-03-06,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-03-07,3,0,3,0
ESP,2375,Cs,2012-01-27,2024-03-08,3,0,3,0
ESP,2375,Cs,2012-01-27,2024-03-09,3,0,2,1
ESP,2375,Cs,2012-01-27,2024-03-10,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-03-11,1,1,0,0
ESP,2375,Cs,2012-01-27,2024-03-12,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-03-13,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-03-14,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-03-15,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-03-19,4,0,4,0
ESP,2375,Cs,2012-01-27,2024-03-20,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-03-21,2,0,1,1
ESP,2375,Cs,2012-01-27,2024-03-25,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-03-26,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-03-27,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-03-28,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-04-02,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-04-03,3,1,2,0
ESP,2375,Cs,2012-01-27,2024-04-05,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-04-06,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-04-07,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-04-08,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-04-09,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-04-10,2,0,1,1
ESP,2375,Cs,2012-01-27,2024-04-11,4,0,4,0
ESP,2375,Cs,2012-01-27,2024-04-12,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-04-13,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-04-14,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-04-15,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-04-16,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-04-17,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-04-18,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-04-21,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-04-22,2,1,1,0
ESP,2375,Cs,2012-01-27,2024-04-23,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-04-25,7,0,6,1
ESP,2375,Cs,2012-01-27,2024-04-26,3,0,3,0
ESP,2375,Cs,2012-01-27,2024-04-27,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-04-28,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-04-29,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-04-30,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-05-01,2,1,1,0
ESP,2375,Cs,2012-01-27,2024-05-02,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-05-03,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-05-04,1,0,0,1
ESP,2375,Cs,2012-01-27,2024-05-05,3,0,3,0
ESP,2375,Cs,2012-01-27,2024-05-06,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-05-07,3,0,3,0
ESP,2375,Cs,2012-01-27,2024-05-08,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-05-09,3,0,3,0
ESP,2375,Cs,2012-01-27,2024-05-10,11,4,6,1
ESP,2375,Cs,2012-01-27,2024-05-11,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-05-15,2,0,1,1
ESP,2375,Cs,2012-01-27,2024-05-16,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-05-17,3,1,2,0
ESP,2375,Cs,2012-01-27,2024-05-18,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-05-19,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-05-20,3,0,3,0
ESP,2375,Cs,2012-01-27,2024-05-21,3,1,2,0
ESP,2375,Cs,2012-01-27,2024-05-22,4,1,3,0
ESP,2375,Cs,2012-01-27,2024-05-23,2,0,2,0
ESP,2375,Cs,2012-01-27,2024-05-24,9,2,7,0
ESP,2375,Cs,2012-01-27,2024-05-25,8,0,8,0
ESP,2375,Cs,2012-01-27,2024-05-26,11,0,11,0
ESP,2375,Cs,2012-01-27,2024-05-27,10,0,10,0
ESP,2375,Cs,2012-01-27,2024-05-28,12,1,11,0
ESP,2375,Cs,2012-01-27,2024-05-29,7,0,7,0
ESP,2375,Cs,2012-01-27,2024-05-30,7,1,6,0
ESP,2375,Cs,2012-01-27,2024-05-31,6,0,6,0
ESP,2375,Cs,2012-01-27,2024-06-01,6,0,6,0
ESP,2375,Cs,2012-01-27,2024-06-02,3,0,3,0
ESP,2375,Cs,2012-01-27,2024-06-03,5,0,5,0
ESP,2375,Cs,2012-01-27,2024-06-04,5,0,5,0
ESP,2375,Cs,2012-01-27,2024-06-05,7,0,7,0
ESP,2375,Cs,2012-01-27,2024-06-06,12,0,12,0
ESP,2375,Cs,2012-01-27,2024-06-07,7,0,7,0
ESP,2375,Cs,2012-01-27,2024-06-08,3,0,3,0
ESP,2375,Cs,2012-01-27,2024-06-09,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-10-31,1,0,0,1
ESP,2375,Cs,2012-01-27,2024-11-03,1,0,0,1
ESP,2375,Cs,2012-01-27,2024-11-04,1,1,0,0
ESP,2375,Cs,2012-01-27,2024-11-05,1,1,0,0
ESP,2375,Cs,2012-01-27,2024-11-06,1,1,0,0
ESP,2375,Cs,2012-01-27,2024-11-12,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-11-20,1,1,0,0
ESP,2375,Cs,2012-01-27,2024-11-21,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-11-23,1,1,0,0
ESP,2375,Cs,2012-01-27,2024-12-01,1,0,1,0
ESP,2375,Cs,2012-01-27,2024-12-03,1,0,0,1
ESP,2375,Cs,2012-01-27,2024-12-06,2,0,1,1
ESP,2375,Cs,2012-01-27,2024-12-18,1,0,0,1
ESP,2375,Cs,2012-01-27,2024-12-20,1,1,0,0
ESP,2375,Cs,2012-01-27,2024-12-23,1,1,0,0
ESP,2375,Cs,2012-01-27,2024-12-31,1,1,0,0
ESP,2376,P,2015-03-09,2015-03-09,2,2,0,0
ESP,2376,P,2015-03-09,2015-03-10,1,1,0,0
ESP,2376,P,2015-03-09,2015-03-11,1,1,0,0
ESP,2376,P,2015-03-09,2015-03-14,1,1,0,0
ESP,2376,P,2015-03-09,2015-03-19,1,1,0,0
ESP,2376,P,2015-03-09,2015-05-05,7,7,0,0
ESP,2376,P,2015-03-09,2015-05-11,19,19,0,0
ESP,2376,P,2015-03-09,2015-05-12,1,1,0,0
ESP,2376,P,2015-03-09,2015-05-13,4,4,0,0
ESP,2376,P,2015-03-09,2015-05-14,1,1,0,0
ESP,2376,P,2015-03-09,2015-05-15,1,1,0,0
ESP,2376,P,2015-03-09,2015-05-17,12,12,0,0
ESP,2376,P,2015-03-09,2015-09-14,2,2,0,0
ESP,2376,P,2015-03-09,2015-09-15,2,2,0,0
ESP,2376,P,2015-03-09,2015-09-16,2,2,0,0
ESP,2376,P,2015-03-09,2015-09-17,2,2,0,0
ESP,2376,P,2015-03-09,2015-09-18,2,2,0,0
ESP,2376,P,2015-03-09,2015-09-19,2,2,0,0
ESP,2376,P,2015-03-09,2015-09-20,2,2,0,0
ESP,2376,P,2015-03-09,2015-09-21,2,2,0,0
ESP,2376,P,2015-03-09,2015-09-22,2,2,0,0
ESP,2376,P,2015-03-09,2015-09-23,2,2,0,0
ESP,2376,P,2015-03-09,2015-09-24,2,2,0,0
ESP,2376,P,2015-03-09,2015-09-25,2,2,0,0
ESP,2376,P,2015-03-09,2015-09-26,1,1,0,0
ESP,2376,P,2015-03-09,2015-09-27,1,1,0,0
ESP,2376,P,2015-03-09,2015-09-28,1,1,0,0
ESP,2376,P,2015-03-09,2015-09-29,2,2,0,0
ESP,2376,P,2015-03-09,2015-09-30,1,1,0,0
ESP,2376,P,2015-03-09,2015-10-01,2,2,0,0
ESP,2376,P,2015-03-09,2015-10-02,2,2,0,0
ESP,2376,P,2015-03-09,2015-10-03,2,2,0,0
ESP,2376,P,2015-03-09,2015-10-04,1,1,0,0
ESP,2376,P,2015-03-09,2015-10-05,2,2,0,0
ESP,2376,P,2015-03-09,2015-10-06,2,2,0,0
ESP,2376,P,2015-03-09,2015-10-07,2,2,0,0
ESP,2376,P,2015-03-09,2015-10-08,2,2,0,0
ESP,2376,P,2015-03-09,2015-10-10,1,1,0,0
ESP,2376,P,2015-03-09,2015-10-11,1,1,0,0
ESP,2376,P,2015-03-09,2015-10-12,1,1,0,0
ESP,2376,P,2015-03-09,2015-10-13,1,0,1,0
ESP,2376,P,2015-03-09,2015-10-14,1,1,0,0
ESP,2376,P,2015-03-09,2015-10-15,1,1,0,0
ESP,2376,P,2015-03-09,2015-10-16,1,1,0,0
ESP,2376,P,2015-03-09,2015-10-17,1,1,0,0
ESP,2376,P,2015-03-09,2015-10-18,1,1,0,0
ESP,2376,P,2015-03-09,2015-10-19,1,1,0,0
ESP,2376,P,2015-03-09,2015-10-20,1,1,0,0
ESP,2376,P,2015-03-09,2015-10-21,1,1,0,0
ESP,2376,P,2015-03-09,2015-10-22,1,1,0,0
ESP,2376,P,2015-03-09,2015-10-23,1,1,0,0
ESP,2376,P,2015-03-09,2015-10-24,1,1,0,0
ESP,2376,P,2015-03-09,2015-10-25,1,1,0,0
ESP,2376,P,2015-03-09,2015-10-26,1,1,0,0
ESP,2376,P,2015-03-09,2015-10-27,1,1,0,0
ESP,2376,P,2015-03-09,2015-10-28,1,1,0,0
ESP,2376,P,2015-03-09,2015-10-29,1,1,0,0
ESP,2376,P,2015-03-09,2015-10-30,1,1,0,0
