country_name_short,party_id,party_name_short,yt_page_created,day,yt_videos_n_daily
CZE,829,ODS,2009-03-10,2010-09-17,1
CZE,829,ODS,2009-03-10,2010-09-20,1
CZE,829,ODS,2009-03-10,2010-09-21,3
CZE,829,ODS,2009-03-10,2010-09-27,1
CZE,829,ODS,2009-03-10,2010-10-01,3
CZE,829,ODS,2009-03-10,2010-10-04,1
CZE,829,ODS,2009-03-10,2010-10-06,1
CZE,829,ODS,2009-03-10,2010-10-07,2
CZE,829,ODS,2009-03-10,2010-10-10,2
CZE,829,ODS,2009-03-10,2010-10-12,1
CZE,829,ODS,2009-03-10,2010-10-13,1
CZE,829,ODS,2009-03-10,2010-10-14,1
CZE,829,ODS,2009-03-10,2010-10-15,1
CZE,829,ODS,2009-03-10,2010-10-16,2
CZE,829,ODS,2009-03-10,2010-10-18,1
CZE,829,ODS,2009-03-10,2010-10-19,1
CZE,829,ODS,2009-03-10,2010-10-23,2
CZE,829,ODS,2009-03-10,2010-12-07,1
CZE,829,ODS,2009-03-10,2010-12-13,1
CZE,829,ODS,2009-03-10,2010-12-20,2
CZE,829,ODS,2009-03-10,2010-12-22,1
CZE,829,ODS,2009-03-10,2011-01-06,1
CZE,829,ODS,2009-03-10,2011-01-17,1
CZE,829,ODS,2009-03-10,2011-02-01,1
CZE,829,ODS,2009-03-10,2011-02-03,1
CZE,829,ODS,2009-03-10,2011-02-10,1
CZE,829,ODS,2009-03-10,2011-02-21,1
CZE,829,ODS,2009-03-10,2011-02-24,2
CZE,829,ODS,2009-03-10,2011-03-02,1
CZE,829,ODS,2009-03-10,2011-03-04,1
CZE,829,ODS,2009-03-10,2011-03-08,1
CZE,829,ODS,2009-03-10,2011-03-11,2
CZE,829,ODS,2009-03-10,2011-03-21,1
CZE,829,ODS,2009-03-10,2011-03-29,1
CZE,829,ODS,2009-03-10,2011-03-30,1
CZE,829,ODS,2009-03-10,2011-04-05,1
CZE,829,ODS,2009-03-10,2011-04-06,1
CZE,829,ODS,2009-03-10,2011-04-10,2
CZE,829,ODS,2009-03-10,2011-04-12,1
CZE,829,ODS,2009-03-10,2011-04-13,1
CZE,829,ODS,2009-03-10,2011-04-15,1
CZE,829,ODS,2009-03-10,2011-04-18,1
CZE,829,ODS,2009-03-10,2011-04-20,1
CZE,829,ODS,2009-03-10,2011-04-21,3
CZE,829,ODS,2009-03-10,2011-04-22,1
CZE,829,ODS,2009-03-10,2011-05-10,1
CZE,829,ODS,2009-03-10,2011-05-31,1
CZE,829,ODS,2009-03-10,2011-06-21,1
CZE,829,ODS,2009-03-10,2011-07-12,1
CZE,829,ODS,2009-03-10,2011-08-29,1
CZE,829,ODS,2009-03-10,2011-09-06,1
CZE,829,ODS,2009-03-10,2011-09-09,1
CZE,829,ODS,2009-03-10,2011-09-19,5
CZE,829,ODS,2009-03-10,2011-09-20,1
CZE,829,ODS,2009-03-10,2011-09-27,1
CZE,829,ODS,2009-03-10,2011-10-20,1
CZE,829,ODS,2009-03-10,2011-10-22,8
CZE,829,ODS,2009-03-10,2011-10-25,1
CZE,829,ODS,2009-03-10,2011-11-01,1
CZE,829,ODS,2009-03-10,2011-11-02,2
CZE,829,ODS,2009-03-10,2011-11-17,1
CZE,829,ODS,2009-03-10,2011-11-24,1
CZE,829,ODS,2009-03-10,2011-12-03,1
CZE,829,ODS,2009-03-10,2011-12-04,1
CZE,829,ODS,2009-03-10,2011-12-06,2
CZE,829,ODS,2009-03-10,2011-12-07,10
CZE,829,ODS,2009-03-10,2011-12-08,13
CZE,829,ODS,2009-03-10,2011-12-13,1
CZE,829,ODS,2009-03-10,2012-01-11,1
CZE,829,ODS,2009-03-10,2012-01-17,1
CZE,829,ODS,2009-03-10,2012-01-18,1
CZE,829,ODS,2009-03-10,2012-01-21,4
CZE,829,ODS,2009-03-10,2012-01-23,1
CZE,829,ODS,2009-03-10,2012-01-25,12
CZE,829,ODS,2009-03-10,2012-01-26,1
CZE,829,ODS,2009-03-10,2012-01-31,1
CZE,829,ODS,2009-03-10,2012-02-03,1
CZE,829,ODS,2009-03-10,2012-02-07,1
CZE,829,ODS,2009-03-10,2012-02-27,1
CZE,829,ODS,2009-03-10,2012-03-03,2
CZE,829,ODS,2009-03-10,2012-03-05,1
CZE,829,ODS,2009-03-10,2012-03-06,21
CZE,829,ODS,2009-03-10,2012-03-09,1
CZE,829,ODS,2009-03-10,2012-03-13,1
CZE,829,ODS,2009-03-10,2012-03-19,1
CZE,829,ODS,2009-03-10,2012-04-04,1
CZE,829,ODS,2009-03-10,2012-04-10,1
CZE,829,ODS,2009-03-10,2012-04-11,2
CZE,829,ODS,2009-03-10,2012-04-18,2
CZE,829,ODS,2009-03-10,2012-04-19,1
CZE,829,ODS,2009-03-10,2012-04-23,2
CZE,829,ODS,2009-03-10,2012-04-24,1
CZE,829,ODS,2009-03-10,2012-04-28,2
CZE,829,ODS,2009-03-10,2012-04-29,3
CZE,829,ODS,2009-03-10,2012-04-30,19
CZE,829,ODS,2009-03-10,2012-05-15,3
CZE,829,ODS,2009-03-10,2012-05-16,1
CZE,829,ODS,2009-03-10,2012-05-28,2
CZE,829,ODS,2009-03-10,2012-06-11,1
CZE,829,ODS,2009-03-10,2012-06-13,2
CZE,829,ODS,2009-03-10,2012-06-16,1
CZE,829,ODS,2009-03-10,2012-06-17,12
CZE,829,ODS,2009-03-10,2012-06-19,2
CZE,829,ODS,2009-03-10,2012-06-26,1
CZE,829,ODS,2009-03-10,2012-06-28,2
CZE,829,ODS,2009-03-10,2012-07-03,1
CZE,829,ODS,2009-03-10,2012-07-09,1
CZE,829,ODS,2009-03-10,2012-07-17,1
CZE,829,ODS,2009-03-10,2012-07-18,1
CZE,829,ODS,2009-03-10,2012-07-19,1
CZE,829,ODS,2009-03-10,2012-07-30,1
CZE,829,ODS,2009-03-10,2012-08-17,1
CZE,829,ODS,2009-03-10,2012-08-20,1
CZE,829,ODS,2009-03-10,2012-08-27,1
CZE,829,ODS,2009-03-10,2012-08-30,2
CZE,829,ODS,2009-03-10,2012-08-31,1
CZE,829,ODS,2009-03-10,2012-09-04,15
CZE,829,ODS,2009-03-10,2012-09-05,1
CZE,829,ODS,2009-03-10,2012-09-06,2
CZE,829,ODS,2009-03-10,2012-09-10,1
CZE,829,ODS,2009-03-10,2012-09-11,1
CZE,829,ODS,2009-03-10,2012-09-12,1
CZE,829,ODS,2009-03-10,2012-10-11,1
CZE,829,ODS,2009-03-10,2012-10-15,1
CZE,829,ODS,2009-03-10,2012-10-20,1
CZE,829,ODS,2009-03-10,2012-10-23,1
CZE,829,ODS,2009-03-10,2012-10-25,1
CZE,829,ODS,2009-03-10,2012-11-03,50
CZE,829,ODS,2009-03-10,2012-11-04,23
CZE,829,ODS,2009-03-10,2012-11-07,23
CZE,829,ODS,2009-03-10,2012-11-09,1
CZE,829,ODS,2009-03-10,2012-11-19,1
CZE,829,ODS,2009-03-10,2012-11-20,1
CZE,829,ODS,2009-03-10,2012-11-27,1
CZE,829,ODS,2009-03-10,2012-11-29,1
CZE,829,ODS,2009-03-10,2012-12-04,1
CZE,829,ODS,2009-03-10,2012-12-06,1
CZE,829,ODS,2009-03-10,2012-12-07,1
CZE,829,ODS,2009-03-10,2012-12-11,1
CZE,829,ODS,2009-03-10,2012-12-12,1
CZE,829,ODS,2009-03-10,2012-12-15,1
CZE,829,ODS,2009-03-10,2012-12-18,1
CZE,829,ODS,2009-03-10,2012-12-19,1
CZE,829,ODS,2009-03-10,2012-12-21,2
CZE,829,ODS,2009-03-10,2013-01-08,1
CZE,829,ODS,2009-03-10,2013-01-10,2
CZE,829,ODS,2009-03-10,2013-01-15,1
CZE,829,ODS,2009-03-10,2013-01-26,1
CZE,829,ODS,2009-03-10,2013-01-28,1
CZE,829,ODS,2009-03-10,2013-01-31,1
CZE,829,ODS,2009-03-10,2013-02-01,1
CZE,829,ODS,2009-03-10,2013-02-06,1
CZE,829,ODS,2009-03-10,2013-02-19,1
CZE,829,ODS,2009-03-10,2013-02-28,1
CZE,829,ODS,2009-03-10,2013-03-04,5
CZE,829,ODS,2009-03-10,2013-03-05,1
CZE,829,ODS,2009-03-10,2013-03-06,1
CZE,829,ODS,2009-03-10,2013-03-08,1
CZE,829,ODS,2009-03-10,2013-03-12,1
CZE,829,ODS,2009-03-10,2013-03-13,1
CZE,829,ODS,2009-03-10,2013-03-18,2
CZE,829,ODS,2009-03-10,2013-03-19,2
CZE,829,ODS,2009-03-10,2013-03-22,1
CZE,829,ODS,2009-03-10,2013-03-25,2
CZE,829,ODS,2009-03-10,2013-03-26,1
CZE,829,ODS,2009-03-10,2013-03-28,2
CZE,829,ODS,2009-03-10,2013-03-29,3
CZE,829,ODS,2009-03-10,2013-04-06,1
CZE,829,ODS,2009-03-10,2013-04-08,1
CZE,829,ODS,2009-03-10,2013-04-11,1
CZE,829,ODS,2009-03-10,2013-04-15,1
CZE,829,ODS,2009-03-10,2013-04-16,1
CZE,829,ODS,2009-03-10,2013-04-20,2
CZE,829,ODS,2009-03-10,2013-04-24,1
CZE,829,ODS,2009-03-10,2013-04-25,1
CZE,829,ODS,2009-03-10,2013-04-26,1
CZE,829,ODS,2009-03-10,2013-04-27,1
CZE,829,ODS,2009-03-10,2013-04-29,2
CZE,829,ODS,2009-03-10,2013-05-03,4
CZE,829,ODS,2009-03-10,2013-05-09,5
CZE,829,ODS,2009-03-10,2013-05-10,1
CZE,829,ODS,2009-03-10,2013-05-13,1
CZE,829,ODS,2009-03-10,2013-05-14,2
CZE,829,ODS,2009-03-10,2013-05-16,2
CZE,829,ODS,2009-03-10,2013-05-17,1
CZE,829,ODS,2009-03-10,2013-05-20,3
CZE,829,ODS,2009-03-10,2013-05-21,3
CZE,829,ODS,2009-03-10,2013-05-23,1
CZE,829,ODS,2009-03-10,2013-05-24,1
CZE,829,ODS,2009-03-10,2013-05-27,1
CZE,829,ODS,2009-03-10,2013-05-28,2
CZE,829,ODS,2009-03-10,2013-05-29,1
CZE,829,ODS,2009-03-10,2013-05-31,4
CZE,829,ODS,2009-03-10,2013-06-02,2
CZE,829,ODS,2009-03-10,2013-06-03,1
CZE,829,ODS,2009-03-10,2013-06-04,5
CZE,829,ODS,2009-03-10,2013-06-05,1
CZE,829,ODS,2009-03-10,2013-06-06,2
CZE,829,ODS,2009-03-10,2013-06-10,2
CZE,829,ODS,2009-03-10,2013-06-11,3
CZE,829,ODS,2009-03-10,2013-06-12,2
CZE,829,ODS,2009-03-10,2013-06-13,2
CZE,829,ODS,2009-03-10,2013-06-14,2
CZE,829,ODS,2009-03-10,2013-06-17,2
CZE,829,ODS,2009-03-10,2013-06-18,2
CZE,829,ODS,2009-03-10,2013-06-19,2
CZE,829,ODS,2009-03-10,2013-06-21,2
CZE,829,ODS,2009-03-10,2013-06-25,2
CZE,829,ODS,2009-03-10,2013-06-27,1
CZE,829,ODS,2009-03-10,2013-06-28,1
CZE,829,ODS,2009-03-10,2013-07-01,1
CZE,829,ODS,2009-03-10,2013-07-09,1
CZE,829,ODS,2009-03-10,2013-07-11,1
CZE,829,ODS,2009-03-10,2013-07-12,1
CZE,829,ODS,2009-03-10,2013-07-16,1
CZE,829,ODS,2009-03-10,2013-07-17,3
CZE,829,ODS,2009-03-10,2013-07-23,2
CZE,829,ODS,2009-03-10,2013-07-24,2
CZE,829,ODS,2009-03-10,2013-08-02,1
CZE,829,ODS,2009-03-10,2013-08-06,1
CZE,829,ODS,2009-03-10,2013-08-08,1
CZE,829,ODS,2009-03-10,2013-08-09,1
CZE,829,ODS,2009-03-10,2013-08-12,1
CZE,829,ODS,2009-03-10,2013-08-13,2
CZE,829,ODS,2009-03-10,2013-08-16,1
CZE,829,ODS,2009-03-10,2013-08-19,1
CZE,829,ODS,2009-03-10,2013-08-20,1
CZE,829,ODS,2009-03-10,2013-08-22,1
CZE,829,ODS,2009-03-10,2013-08-23,1
CZE,829,ODS,2009-03-10,2013-08-26,1
CZE,829,ODS,2009-03-10,2013-08-27,1
CZE,829,ODS,2009-03-10,2013-09-03,3
CZE,829,ODS,2009-03-10,2013-09-04,2
CZE,829,ODS,2009-03-10,2013-09-05,1
CZE,829,ODS,2009-03-10,2013-09-06,2
CZE,829,ODS,2009-03-10,2013-09-11,1
CZE,829,ODS,2009-03-10,2013-09-12,2
CZE,829,ODS,2009-03-10,2013-09-16,1
CZE,829,ODS,2009-03-10,2013-09-17,1
CZE,829,ODS,2009-03-10,2013-09-19,1
CZE,829,ODS,2009-03-10,2013-09-20,2
CZE,829,ODS,2009-03-10,2013-09-23,2
CZE,829,ODS,2009-03-10,2013-09-24,1
CZE,829,ODS,2009-03-10,2013-09-26,2
CZE,829,ODS,2009-03-10,2013-09-27,1
CZE,829,ODS,2009-03-10,2013-09-30,1
CZE,829,ODS,2009-03-10,2013-10-01,1
CZE,829,ODS,2009-03-10,2013-10-02,1
CZE,829,ODS,2009-03-10,2013-10-04,1
CZE,829,ODS,2009-03-10,2013-10-09,2
CZE,829,ODS,2009-03-10,2013-10-12,1
CZE,829,ODS,2009-03-10,2013-10-14,2
CZE,829,ODS,2009-03-10,2013-10-15,3
CZE,829,ODS,2009-03-10,2013-10-16,1
CZE,829,ODS,2009-03-10,2013-10-17,3
CZE,829,ODS,2009-03-10,2013-10-18,5
CZE,829,ODS,2009-03-10,2013-10-23,2
CZE,829,ODS,2009-03-10,2013-10-25,2
CZE,829,ODS,2009-03-10,2013-10-28,1
CZE,829,ODS,2009-03-10,2013-11-07,1
CZE,829,ODS,2009-03-10,2013-11-15,2
CZE,829,ODS,2009-03-10,2013-11-17,1
CZE,829,ODS,2009-03-10,2013-11-18,1
CZE,829,ODS,2009-03-10,2013-11-22,1
CZE,829,ODS,2009-03-10,2013-11-25,1
CZE,829,ODS,2009-03-10,2013-11-26,1
CZE,829,ODS,2009-03-10,2013-12-07,1
CZE,829,ODS,2009-03-10,2014-01-18,24
CZE,829,ODS,2009-03-10,2014-01-19,16
CZE,829,ODS,2009-03-10,2014-01-20,4
CZE,829,ODS,2009-03-10,2014-01-21,1
CZE,829,ODS,2009-03-10,2014-01-22,1
CZE,829,ODS,2009-03-10,2014-01-29,1
CZE,829,ODS,2009-03-10,2014-02-03,1
CZE,829,ODS,2009-03-10,2014-02-04,1
CZE,829,ODS,2009-03-10,2014-02-06,2
CZE,829,ODS,2009-03-10,2014-02-11,1
CZE,829,ODS,2009-03-10,2014-02-12,1
CZE,829,ODS,2009-03-10,2014-02-18,1
CZE,829,ODS,2009-03-10,2014-02-20,1
CZE,829,ODS,2009-03-10,2014-02-24,1
CZE,829,ODS,2009-03-10,2014-02-25,2
CZE,829,ODS,2009-03-10,2014-03-07,1
CZE,829,ODS,2009-03-10,2014-03-15,3
CZE,829,ODS,2009-03-10,2014-03-19,2
CZE,829,ODS,2009-03-10,2014-03-20,1
CZE,829,ODS,2009-03-10,2014-03-21,1
CZE,829,ODS,2009-03-10,2014-03-28,1
CZE,829,ODS,2009-03-10,2014-03-29,1
CZE,829,ODS,2009-03-10,2014-04-01,2
CZE,829,ODS,2009-03-10,2014-04-17,1
CZE,829,ODS,2009-03-10,2014-04-29,1
CZE,829,ODS,2009-03-10,2014-05-02,1
CZE,829,ODS,2009-03-10,2014-05-06,2
CZE,829,ODS,2009-03-10,2014-05-12,1
CZE,829,ODS,2009-03-10,2014-05-13,1
CZE,829,ODS,2009-03-10,2014-05-16,3
CZE,829,ODS,2009-03-10,2014-05-19,2
CZE,829,ODS,2009-03-10,2014-05-20,1
CZE,829,ODS,2009-03-10,2014-05-22,2
CZE,829,ODS,2009-03-10,2014-05-23,1
CZE,829,ODS,2009-03-10,2014-06-10,1
CZE,829,ODS,2009-03-10,2014-06-12,1
CZE,829,ODS,2009-03-10,2014-06-19,1
CZE,829,ODS,2009-03-10,2014-07-08,1
CZE,829,ODS,2009-03-10,2014-07-15,1
CZE,829,ODS,2009-03-10,2014-07-30,1
CZE,829,ODS,2009-03-10,2014-08-19,1
CZE,829,ODS,2009-03-10,2014-09-05,23
CZE,829,ODS,2009-03-10,2014-09-09,2
CZE,829,ODS,2009-03-10,2014-10-02,3
CZE,829,ODS,2009-03-10,2014-10-06,1
CZE,829,ODS,2009-03-10,2014-11-04,1
CZE,829,ODS,2009-03-10,2014-11-14,2
CZE,829,ODS,2009-03-10,2015-05-30,21
CZE,829,ODS,2009-03-10,2015-06-02,1
CZE,829,ODS,2009-03-10,2015-07-13,1
CZE,829,ODS,2009-03-10,2015-08-25,1
CZE,829,ODS,2009-03-10,2015-08-26,1
CZE,829,ODS,2009-03-10,2015-09-16,2
CZE,829,ODS,2009-03-10,2015-09-21,8
CZE,829,ODS,2009-03-10,2015-09-25,1
CZE,829,ODS,2009-03-10,2015-10-05,1
CZE,829,ODS,2009-03-10,2015-10-13,1
CZE,829,ODS,2009-03-10,2015-10-21,1
CZE,829,ODS,2009-03-10,2015-11-13,1
CZE,829,ODS,2009-03-10,2015-12-10,1
CZE,829,ODS,2009-03-10,2016-01-04,1
CZE,829,ODS,2009-03-10,2016-01-11,3
CZE,829,ODS,2009-03-10,2016-01-16,22
CZE,829,ODS,2009-03-10,2016-01-17,13
CZE,829,ODS,2009-03-10,2016-01-28,1
CZE,829,ODS,2009-03-10,2016-02-01,1
CZE,829,ODS,2009-03-10,2016-02-16,1
CZE,829,ODS,2009-03-10,2016-02-26,1
CZE,829,ODS,2009-03-10,2016-03-04,4
CZE,829,ODS,2009-03-10,2016-03-10,1
CZE,829,ODS,2009-03-10,2016-03-18,1
CZE,829,ODS,2009-03-10,2016-03-23,2
CZE,829,ODS,2009-03-10,2016-03-24,2
CZE,829,ODS,2009-03-10,2016-04-07,1
CZE,829,ODS,2009-03-10,2016-04-14,1
CZE,829,ODS,2009-03-10,2016-04-18,1
CZE,829,ODS,2009-03-10,2016-04-19,1
CZE,829,ODS,2009-03-10,2016-04-22,5
CZE,829,ODS,2009-03-10,2016-04-28,1
CZE,829,ODS,2009-03-10,2016-05-04,1
CZE,829,ODS,2009-03-10,2016-05-06,1
CZE,829,ODS,2009-03-10,2016-05-10,1
CZE,829,ODS,2009-03-10,2016-05-20,2
CZE,829,ODS,2009-03-10,2016-05-24,2
CZE,829,ODS,2009-03-10,2016-06-08,1
CZE,829,ODS,2009-03-10,2016-06-09,2
CZE,829,ODS,2009-03-10,2016-07-07,4
CZE,829,ODS,2009-03-10,2016-07-14,1
CZE,829,ODS,2009-03-10,2016-07-15,1
CZE,829,ODS,2009-03-10,2016-07-17,1
CZE,829,ODS,2009-03-10,2016-07-26,1
CZE,829,ODS,2009-03-10,2016-07-27,1
CZE,829,ODS,2009-03-10,2016-07-29,1
CZE,829,ODS,2009-03-10,2016-08-04,6
CZE,829,ODS,2009-03-10,2016-08-25,1
CZE,829,ODS,2009-03-10,2016-08-26,1
CZE,829,ODS,2009-03-10,2016-09-01,1
CZE,829,ODS,2009-03-10,2016-09-05,1
CZE,829,ODS,2009-03-10,2016-09-09,2
CZE,829,ODS,2009-03-10,2016-09-19,3
CZE,829,ODS,2009-03-10,2016-09-21,7
CZE,829,ODS,2009-03-10,2016-09-23,1
CZE,829,ODS,2009-03-10,2016-09-26,2
CZE,829,ODS,2009-03-10,2016-09-27,1
CZE,829,ODS,2009-03-10,2016-09-28,3
CZE,829,ODS,2009-03-10,2016-10-07,2
CZE,829,ODS,2009-03-10,2016-11-11,1
CZE,829,ODS,2009-03-10,2016-11-21,2
CZE,829,ODS,2009-03-10,2016-11-29,2
CZE,829,ODS,2009-03-10,2016-12-02,1
CZE,829,ODS,2009-03-10,2016-12-05,1
CZE,829,ODS,2009-03-10,2016-12-06,1
CZE,829,ODS,2009-03-10,2016-12-07,1
CZE,829,ODS,2009-03-10,2016-12-08,1
CZE,829,ODS,2009-03-10,2016-12-13,1
CZE,829,ODS,2009-03-10,2016-12-16,1
CZE,829,ODS,2009-03-10,2017-01-02,1
CZE,829,ODS,2009-03-10,2017-01-05,1
CZE,829,ODS,2009-03-10,2017-01-12,1
CZE,829,ODS,2009-03-10,2017-01-17,2
CZE,829,ODS,2009-03-10,2017-01-24,1
CZE,829,ODS,2009-03-10,2017-01-25,1
CZE,829,ODS,2009-03-10,2017-02-01,1
CZE,829,ODS,2009-03-10,2017-02-08,1
CZE,829,ODS,2009-03-10,2017-02-14,1
CZE,829,ODS,2009-03-10,2017-02-22,1
CZE,829,ODS,2009-03-10,2017-03-01,1
CZE,829,ODS,2009-03-10,2017-03-03,1
CZE,829,ODS,2009-03-10,2017-03-08,1
CZE,829,ODS,2009-03-10,2017-03-16,1
CZE,829,ODS,2009-03-10,2017-03-21,1
CZE,829,ODS,2009-03-10,2017-03-24,1
CZE,829,ODS,2009-03-10,2017-03-29,1
CZE,829,ODS,2009-03-10,2017-04-05,1
CZE,829,ODS,2009-03-10,2017-04-13,1
CZE,829,ODS,2009-03-10,2017-04-22,22
CZE,829,ODS,2009-03-10,2017-04-27,1
CZE,829,ODS,2009-03-10,2017-05-02,2
CZE,829,ODS,2009-03-10,2017-05-03,1
CZE,829,ODS,2009-03-10,2017-05-10,1
CZE,829,ODS,2009-03-10,2017-05-16,1
CZE,829,ODS,2009-03-10,2017-05-17,1
CZE,829,ODS,2009-03-10,2017-05-24,1
CZE,829,ODS,2009-03-10,2017-05-30,1
CZE,829,ODS,2009-03-10,2017-06-07,1
CZE,829,ODS,2009-03-10,2017-06-23,1
CZE,829,ODS,2009-03-10,2017-06-29,1
CZE,829,ODS,2009-03-10,2017-07-11,1
CZE,829,ODS,2009-03-10,2017-07-12,11
CZE,829,ODS,2009-03-10,2017-07-13,1
CZE,829,ODS,2009-03-10,2017-07-14,1
CZE,829,ODS,2009-03-10,2017-08-18,1
CZE,829,ODS,2009-03-10,2017-08-21,2
CZE,829,ODS,2009-03-10,2017-09-01,2
CZE,829,ODS,2009-03-10,2017-09-13,3
CZE,829,ODS,2009-03-10,2017-09-14,2
CZE,829,ODS,2009-03-10,2017-09-15,2
CZE,829,ODS,2009-03-10,2017-10-02,11
CZE,829,ODS,2009-03-10,2017-10-10,2
CZE,829,ODS,2009-03-10,2017-10-11,2
CZE,829,ODS,2009-03-10,2017-10-19,1
CZE,829,ODS,2009-03-10,2018-01-12,1
CZE,829,ODS,2009-03-10,2018-01-13,30
CZE,829,ODS,2009-03-10,2018-01-14,11
CZE,829,ODS,2009-03-10,2018-03-16,3
CZE,829,ODS,2009-03-10,2018-05-03,4
CZE,829,ODS,2009-03-10,2018-05-26,1
CZE,829,ODS,2009-03-10,2018-05-27,5
CZE,829,ODS,2009-03-10,2018-06-15,4
CZE,829,ODS,2009-03-10,2018-06-27,1
CZE,829,ODS,2009-03-10,2018-07-01,2
CZE,829,ODS,2009-03-10,2018-07-11,2
CZE,829,ODS,2009-03-10,2018-08-17,12
CZE,829,ODS,2009-03-10,2018-08-23,2
CZE,829,ODS,2009-03-10,2018-08-25,1
CZE,829,ODS,2009-03-10,2018-09-05,1
CZE,829,ODS,2009-03-10,2018-09-20,5
CZE,829,ODS,2009-03-10,2018-09-25,1
CZE,829,ODS,2009-03-10,2018-09-27,1
CZE,829,ODS,2009-03-10,2018-09-28,1
CZE,829,ODS,2009-03-10,2018-09-29,1
CZE,829,ODS,2009-03-10,2018-10-01,1
CZE,829,ODS,2009-03-10,2018-10-02,1
CZE,829,ODS,2009-03-10,2018-10-24,1
CZE,829,ODS,2009-03-10,2018-10-26,1
CZE,829,ODS,2009-03-10,2018-11-09,1
CZE,829,ODS,2009-03-10,2018-11-15,1
CZE,829,ODS,2009-03-10,2018-11-28,9
CZE,829,ODS,2009-03-10,2018-12-05,1
CZE,829,ODS,2009-03-10,2018-12-13,3
CZE,829,ODS,2009-03-10,2019-01-02,1
CZE,829,ODS,2009-03-10,2019-02-05,3
CZE,829,ODS,2009-03-10,2019-02-12,1
CZE,829,ODS,2009-03-10,2019-02-18,4
CZE,829,ODS,2009-03-10,2019-03-07,9
CZE,829,ODS,2009-03-10,2019-03-08,1
CZE,829,ODS,2009-03-10,2019-03-15,5
CZE,829,ODS,2009-03-10,2019-03-16,21
CZE,829,ODS,2009-03-10,2019-03-25,9
CZE,829,ODS,2009-03-10,2019-04-11,2
CZE,829,ODS,2009-03-10,2019-04-15,1
CZE,829,ODS,2009-03-10,2019-04-17,1
CZE,829,ODS,2009-03-10,2019-04-23,1
CZE,829,ODS,2009-03-10,2019-05-02,1
CZE,829,ODS,2009-03-10,2019-05-06,6
CZE,829,ODS,2009-03-10,2019-05-08,1
CZE,829,ODS,2009-03-10,2019-05-10,2
CZE,829,ODS,2009-03-10,2019-05-12,1
CZE,829,ODS,2009-03-10,2019-05-14,8
CZE,829,ODS,2009-03-10,2019-05-16,1
CZE,829,ODS,2009-03-10,2019-05-17,3
CZE,829,ODS,2009-03-10,2019-05-22,1
CZE,829,ODS,2009-03-10,2019-05-23,1
CZE,829,ODS,2009-03-10,2019-05-31,8
CZE,829,ODS,2009-03-10,2019-06-14,7
CZE,829,ODS,2009-03-10,2019-06-24,2
CZE,829,ODS,2009-03-10,2019-06-25,2
CZE,829,ODS,2009-03-10,2019-08-21,1
CZE,829,ODS,2009-03-10,2019-08-22,1
CZE,829,ODS,2009-03-10,2019-08-27,1
CZE,829,ODS,2009-03-10,2019-10-09,1
CZE,829,ODS,2009-03-10,2019-10-10,1
CZE,829,ODS,2009-03-10,2019-10-24,18
CZE,829,ODS,2009-03-10,2019-11-01,1
CZE,829,ODS,2009-03-10,2019-11-09,2
CZE,829,ODS,2009-03-10,2019-12-11,16
CZE,829,ODS,2009-03-10,2019-12-17,2
CZE,829,ODS,2009-03-10,2020-01-18,31
CZE,829,ODS,2009-03-10,2020-01-19,4
CZE,829,ODS,2009-03-10,2020-05-19,42
CZE,829,ODS,2009-03-10,2020-05-27,6
CZE,829,ODS,2009-03-10,2020-05-29,1
CZE,829,ODS,2009-03-10,2020-06-09,1
CZE,829,ODS,2009-03-10,2020-06-10,2
CZE,829,ODS,2009-03-10,2020-06-12,15
CZE,829,ODS,2009-03-10,2020-06-25,1
CZE,829,ODS,2009-03-10,2020-06-29,17
CZE,829,ODS,2009-03-10,2020-07-15,16
CZE,829,ODS,2009-03-10,2020-09-04,1
CZE,829,ODS,2009-03-10,2020-09-18,8
CZE,829,ODS,2009-03-10,2020-09-21,2
CZE,829,ODS,2009-03-10,2020-09-29,1
CZE,829,ODS,2009-03-10,2020-12-16,27
CZE,829,ODS,2009-03-10,2020-12-28,1
CZE,829,ODS,2009-03-10,2021-02-02,16
CZE,829,ODS,2009-03-10,2021-02-05,4
CZE,829,ODS,2009-03-10,2021-02-08,3
CZE,829,ODS,2009-03-10,2021-02-16,6
CZE,829,ODS,2009-03-10,2021-02-20,1
CZE,829,ODS,2009-03-10,2021-03-04,1
CZE,829,ODS,2009-03-10,2021-03-11,13
CZE,829,ODS,2009-03-10,2021-03-12,1
CZE,829,ODS,2009-03-10,2021-03-16,9
CZE,829,ODS,2009-03-10,2021-03-20,1
CZE,829,ODS,2009-03-10,2021-03-24,5
CZE,829,ODS,2009-03-10,2021-03-26,1
CZE,829,ODS,2009-03-10,2021-03-31,3
CZE,829,ODS,2009-03-10,2021-04-07,3
CZE,829,ODS,2009-03-10,2021-04-12,2
CZE,829,ODS,2009-03-10,2021-04-21,16
CZE,829,ODS,2009-03-10,2021-04-22,2
CZE,829,ODS,2009-03-10,2021-04-30,1
CZE,829,ODS,2009-03-10,2021-05-13,8
CZE,829,ODS,2009-03-10,2021-05-17,1
CZE,829,ODS,2009-03-10,2021-05-20,1
CZE,829,ODS,2009-03-10,2021-05-22,8
CZE,829,ODS,2009-03-10,2021-05-25,1
CZE,829,ODS,2009-03-10,2021-05-26,18
CZE,829,ODS,2009-03-10,2021-06-01,1
CZE,829,ODS,2009-03-10,2021-06-03,1
