country_name_short,party_id,party_name_short,fb_page_created,year,fb_posts_n_yearly,fb_videos_n_yearly,fb_images_n_yearly
PRT,251,CDS-PP,2014-12-11,2020,581,201,184
PRT,251,CDS-PP,2014-12-11,2021,676,167,294
PRT,251,CDS-PP,2014-12-11,2022,506,75,283
PRT,251,CDS-PP,2014-12-11,2023,291,94,150
PRT,2788,IL,2018-08-22,2018,187,14,138
PRT,2788,IL,2018-08-22,2019,766,83,431
PRT,2788,IL,2018-08-22,2020,693,185,271
PRT,2788,IL,2018-08-22,2021,566,188,228
PRT,2788,IL,2018-08-22,2022,560,217,215
PRT,2788,IL,2018-08-22,2023,309,129,147
PRT,2789,CH,2018-10-23,2018,89,0,49
PRT,2789,CH,2018-10-23,2019,1310,107,615
PRT,2789,CH,2018-10-23,2020,1301,100,310
PRT,2789,CH,2018-10-23,2021,1797,300,816
PRT,2789,CH,2018-10-23,2022,1441,370,655
PRT,2789,CH,2018-10-23,2023,1350,615,676
PRT,514,PCP,2016-01-20,2017,181,18,132
PRT,514,PCP,2016-01-20,2018,738,93,481
PRT,514,PCP,2016-01-20,2019,1003,146,610
PRT,514,PCP,2016-01-20,2020,2631,455,1456
PRT,514,PCP,2016-01-20,2021,1925,362,1160
PRT,514,PCP,2016-01-20,2022,1420,304,1001
PRT,514,PCP,2016-01-20,2023,1726,337,1334
PRT,557,BE,2020-11-16,2020,1,0,1
PRT,557,BE,2020-11-16,2021,886,281,333
PRT,557,BE,2020-11-16,2022,784,264,349
PRT,557,BE,2020-11-16,2023,622,181,263
PRT,725,PS,2011-01-06,2011,528,2,1
PRT,725,PS,2011-01-06,2012,428,1,24
PRT,725,PS,2011-01-06,2013,39,0,0
PRT,725,PS,2011-01-06,2014,7,0,2
PRT,725,PS,2011-01-06,2015,373,307,66
PRT,725,PS,2011-01-06,2016,552,271,183
PRT,725,PS,2011-01-06,2017,560,196,286
PRT,725,PS,2011-01-06,2018,1437,299,445
PRT,725,PS,2011-01-06,2019,3017,793,723
PRT,725,PS,2011-01-06,2020,1902,576,619
PRT,725,PS,2011-01-06,2021,2048,679,982
PRT,725,PS,2011-01-06,2022,1084,441,484
PRT,725,PS,2011-01-06,2023,622,317,304
ROU,1015,PNL,2011-05-03,2011,431,2,1
ROU,1015,PNL,2011-05-03,2012,1491,10,65
ROU,1015,PNL,2011-05-03,2013,931,15,59
ROU,1015,PNL,2011-05-03,2014,1039,65,206
ROU,1015,PNL,2011-05-03,2015,1301,262,580
ROU,1015,PNL,2011-05-03,2016,1394,441,761
ROU,1015,PNL,2011-05-03,2017,1716,374,701
ROU,1015,PNL,2011-05-03,2018,1737,607,939
ROU,1015,PNL,2011-05-03,2019,2193,854,1311
ROU,1015,PNL,2011-05-03,2020,3982,1635,2324
ROU,1015,PNL,2011-05-03,2021,2358,971,1367
ROU,1015,PNL,2011-05-03,2022,1441,763,651
ROU,1015,PNL,2011-05-03,2023,1174,530,617
ROU,1120,PSD,2013-07-10,2013,298,8,262
ROU,1120,PSD,2013-07-10,2014,230,4,189
ROU,1120,PSD,2013-07-10,2015,545,85,300
ROU,1120,PSD,2013-07-10,2016,499,92,298
ROU,1120,PSD,2013-07-10,2017,228,68,91
ROU,1120,PSD,2013-07-10,2018,222,152,33
ROU,1120,PSD,2013-07-10,2019,615,369,194
ROU,1120,PSD,2013-07-10,2020,1692,781,754
ROU,1120,PSD,2013-07-10,2021,1244,561,528
ROU,1120,PSD,2013-07-10,2022,1186,654,459
ROU,1120,PSD,2013-07-10,2023,1085,715,335
ROU,2129,FC,2012-09-05,2012,169,18,22
ROU,2129,FC,2012-09-05,2013,334,3,54
ROU,2129,FC,2012-09-05,2014,346,9,111
ROU,2129,FC,2012-09-05,2017,3,0,0
ROU,2129,FC,2012-09-05,2019,45,2,14
ROU,2129,FC,2012-09-05,2020,72,31,31
ROU,2395,PMP,2013-08-05,2013,300,4,10
ROU,2395,PMP,2013-08-05,2014,493,27,140
ROU,2395,PMP,2013-08-05,2015,547,8,234
ROU,2395,PMP,2013-08-05,2016,555,96,377
ROU,2395,PMP,2013-08-05,2017,551,237,221
ROU,2395,PMP,2013-08-05,2018,630,108,353
ROU,2395,PMP,2013-08-05,2019,654,217,256
ROU,2395,PMP,2013-08-05,2020,419,186,144
ROU,2395,PMP,2013-08-05,2021,515,66,324
ROU,2395,PMP,2013-08-05,2022,568,119,403
ROU,2395,PMP,2013-08-05,2023,436,122,296
ROU,2646,USR|PLUS,2016-06-24,2016,335,96,108
ROU,2646,USR|PLUS,2016-06-24,2017,663,171,166
ROU,2646,USR|PLUS,2016-06-24,2018,1215,375,682
ROU,2646,USR|PLUS,2016-06-24,2019,1316,424,763
ROU,2646,USR|PLUS,2016-06-24,2020,2000,657,1016
ROU,2646,USR|PLUS,2016-06-24,2021,1941,654,1113
ROU,2646,USR|PLUS,2016-06-24,2022,1676,336,1175
ROU,2646,USR|PLUS,2016-06-24,2023,1573,294,1059
ROU,2647,PLR|ALDE,2015-06-17,2015,429,2,239
ROU,2647,PLR|ALDE,2015-06-17,2016,572,71,499
ROU,2647,PLR|ALDE,2015-06-17,2017,617,34,381
ROU,2647,PLR|ALDE,2015-06-17,2018,1039,122,427
ROU,2647,PLR|ALDE,2015-06-17,2019,1004,295,408
ROU,2647,PLR|ALDE,2015-06-17,2020,1671,392,851
ROU,2647,PLR|ALDE,2015-06-17,2021,162,14,70
ROU,2647,PLR|ALDE,2015-06-17,2022,61,19,35
ROU,2647,PLR|ALDE,2015-06-17,2023,100,12,68
ROU,2807,AUR,2019-11-30,2019,33,13,17
ROU,2807,AUR,2019-11-30,2020,571,120,397
ROU,2807,AUR,2019-11-30,2021,857,102,711
ROU,2807,AUR,2019-11-30,2022,768,182,447
ROU,2807,AUR,2019-11-30,2023,681,417,206
ROU,5,PU|PC,2010-08-16,2011,38,0,7
ROU,5,PU|PC,2010-08-16,2012,203,4,89
ROU,5,PU|PC,2010-08-16,2013,40,0,9
ROU,5,PU|PC,2010-08-16,2014,35,0,13
ROU,5,PU|PC,2010-08-16,2015,142,4,33
ROU,5,PU|PC,2010-08-16,2016,1,0,0
ROU,888,PNT-CD,2014-09-30,2015,204,13,29
ROU,888,PNT-CD,2014-09-30,2016,122,5,11
ROU,888,PNT-CD,2014-09-30,2017,59,16,23
ROU,888,PNT-CD,2014-09-30,2018,99,26,51
ROU,888,PNT-CD,2014-09-30,2019,403,47,165
ROU,888,PNT-CD,2014-09-30,2020,983,110,475
ROU,888,PNT-CD,2014-09-30,2021,266,61,100
ROU,888,PNT-CD,2014-09-30,2022,4,0,3
ROU,948,UDMR,2011-03-07,2011,764,1,4
ROU,948,UDMR,2011-03-07,2012,979,8,47
ROU,948,UDMR,2011-03-07,2013,777,10,23
ROU,948,UDMR,2011-03-07,2014,812,61,129
ROU,948,UDMR,2011-03-07,2015,890,28,172
ROU,948,UDMR,2011-03-07,2016,2353,452,832
ROU,948,UDMR,2011-03-07,2017,927,128,293
ROU,948,UDMR,2011-03-07,2018,586,88,223
ROU,948,UDMR,2011-03-07,2019,982,368,417
ROU,948,UDMR,2011-03-07,2020,1043,513,339
ROU,948,UDMR,2011-03-07,2021,827,223,410
ROU,948,UDMR,2011-03-07,2022,671,166,395
ROU,948,UDMR,2011-03-07,2023,572,184,324
SVK,1072,SNS,2010-05-20,2010,101,2,0
SVK,1072,SNS,2010-05-20,2011,677,0,0
SVK,1072,SNS,2010-05-20,2012,217,3,0
SVK,1072,SNS,2010-05-20,2013,333,4,5
SVK,1072,SNS,2010-05-20,2014,490,0,11
SVK,1072,SNS,2010-05-20,2015,363,2,80
SVK,1072,SNS,2010-05-20,2016,577,35,255
SVK,1072,SNS,2010-05-20,2017,595,103,208
SVK,1072,SNS,2010-05-20,2018,705,131,427
SVK,1072,SNS,2010-05-20,2019,796,149,513
SVK,1072,SNS,2010-05-20,2020,527,85,293
SVK,1072,SNS,2010-05-20,2021,904,137,706
SVK,1072,SNS,2010-05-20,2022,1008,167,779
SVK,1072,SNS,2010-05-20,2023,1209,353,812
SVK,131,SDKU-DS,2009-01-09,2009,193,12,8
SVK,131,SDKU-DS,2009-01-09,2010,354,14,2
SVK,131,SDKU-DS,2009-01-09,2011,380,2,2
SVK,131,SDKU-DS,2009-01-09,2012,249,2,0
SVK,131,SDKU-DS,2009-01-09,2013,170,0,10
SVK,131,SDKU-DS,2009-01-09,2014,184,5,14
SVK,131,SDKU-DS,2009-01-09,2015,266,29,103
SVK,131,SDKU-DS,2009-01-09,2016,104,41,19
SVK,131,SDKU-DS,2009-01-09,2017,30,0,22
SVK,131,SDKU-DS,2009-01-09,2021,35,0,23
SVK,131,SDKU-DS,2009-01-09,2022,49,1,15
SVK,131,SDKU-DS,2009-01-09,2023,462,18,269
SVK,1432,KDH,2009-10-25,2009,26,0,0
SVK,1432,KDH,2009-10-25,2010,73,0,0
SVK,1432,KDH,2009-10-25,2011,171,5,2
SVK,1432,KDH,2009-10-25,2012,410,1,44
SVK,1432,KDH,2009-10-25,2013,100,1,3
SVK,1432,KDH,2009-10-25,2014,136,0,17
SVK,1432,KDH,2009-10-25,2015,176,8,50
SVK,1432,KDH,2009-10-25,2016,258,23,131
SVK,1432,KDH,2009-10-25,2017,346,61,146
SVK,1432,KDH,2009-10-25,2018,235,29,70
SVK,1432,KDH,2009-10-25,2019,378,104,131
SVK,1432,KDH,2009-10-25,2020,490,112,189
SVK,1432,KDH,2009-10-25,2021,372,62,280
SVK,1432,KDH,2009-10-25,2022,303,39,251
SVK,1432,KDH,2009-10-25,2023,782,334,433
SVK,1460,SaS,2009-04-07,2009,134,2,1
SVK,1460,SaS,2009-04-07,2010,191,1,4
SVK,1460,SaS,2009-04-07,2011,208,2,2
SVK,1460,SaS,2009-04-07,2012,245,3,3
SVK,1460,SaS,2009-04-07,2013,296,4,2
SVK,1460,SaS,2009-04-07,2014,303,10,1
SVK,1460,SaS,2009-04-07,2015,600,13,137
SVK,1460,SaS,2009-04-07,2016,974,246,245
SVK,1460,SaS,2009-04-07,2017,570,203,151
SVK,1460,SaS,2009-04-07,2018,615,256,121
SVK,1460,SaS,2009-04-07,2019,719,319,201
SVK,1460,SaS,2009-04-07,2020,1631,444,887
SVK,1460,SaS,2009-04-07,2021,1314,358,811
SVK,1460,SaS,2009-04-07,2022,1238,326,719
SVK,1460,SaS,2009-04-07,2023,1213,413,610
SVK,1620,MH,2010-03-10,2010,270,1,0
SVK,1620,MH,2010-03-10,2011,168,2,0
SVK,1620,MH,2010-03-10,2012,539,0,0
SVK,1620,MH,2010-03-10,2013,523,1,4
SVK,1620,MH,2010-03-10,2014,778,2,13
SVK,1620,MH,2010-03-10,2015,423,1,75
SVK,1620,MH,2010-03-10,2016,350,14,209
SVK,1620,MH,2010-03-10,2017,607,108,294
SVK,1620,MH,2010-03-10,2018,670,120,257
SVK,1620,MH,2010-03-10,2019,840,122,330
SVK,1620,MH,2010-03-10,2020,482,68,200
SVK,1620,MH,2010-03-10,2021,304,58,133
SVK,1620,MH,2010-03-10,2022,199,22,122
SVK,1620,MH,2010-03-10,2023,345,103,205
SVK,1645,OKS,2008-10-03,2009,4,0,0
SVK,1645,OKS,2008-10-03,2010,132,26,1
SVK,1645,OKS,2008-10-03,2011,358,50,0
SVK,1645,OKS,2008-10-03,2012,315,4,12
SVK,1645,OKS,2008-10-03,2013,111,2,3
SVK,1645,OKS,2008-10-03,2014,58,1,0
SVK,1645,OKS,2008-10-03,2015,63,0,4
SVK,1645,OKS,2008-10-03,2016,243,25,16
SVK,1645,OKS,2008-10-03,2017,179,27,16
SVK,1645,OKS,2008-10-03,2018,103,18,5
SVK,1645,OKS,2008-10-03,2019,116,11,22
SVK,1645,OKS,2008-10-03,2020,131,39,59
SVK,1645,OKS,2008-10-03,2021,47,10,28
SVK,1645,OKS,2008-10-03,2022,58,12,35
SVK,1645,OKS,2008-10-03,2023,77,18,54
SVK,1759,OLaNO,2012-01-12,2012,352,20,19
SVK,1759,OLaNO,2012-01-12,2013,189,5,5
SVK,1759,OLaNO,2012-01-12,2014,185,2,3
SVK,1759,OLaNO,2012-01-12,2015,326,54,69
SVK,1759,OLaNO,2012-01-12,2016,1188,367,260
SVK,1759,OLaNO,2012-01-12,2017,1664,741,319
SVK,1759,OLaNO,2012-01-12,2018,1487,616,311
SVK,1759,OLaNO,2012-01-12,2019,1366,721,340
SVK,1759,OLaNO,2012-01-12,2020,1808,959,692
SVK,1759,OLaNO,2012-01-12,2021,1453,808,605
SVK,1759,OLaNO,2012-01-12,2022,1586,876,640
SVK,1759,OLaNO,2012-01-12,2023,1891,1137,659
SVK,220,Smer,2010-03-24,2010,54,0,0
SVK,220,Smer,2010-03-24,2011,10,3,0
SVK,220,Smer,2010-03-24,2012,1052,10,2
SVK,220,Smer,2010-03-24,2013,341,7,0
SVK,220,Smer,2010-03-24,2014,273,7,22
SVK,220,Smer,2010-03-24,2015,315,19,84
SVK,220,Smer,2010-03-24,2016,235,23,54
SVK,220,Smer,2010-03-24,2017,55,19,17
SVK,220,Smer,2010-03-24,2018,375,153,83
SVK,220,Smer,2010-03-24,2019,349,143,125
SVK,220,Smer,2010-03-24,2020,540,341,139
SVK,220,Smer,2010-03-24,2021,592,341,217
SVK,220,Smer,2010-03-24,2022,553,271,256
SVK,220,Smer,2010-03-24,2023,663,376,250
SVK,2623,SR,2015-11-12,2015,68,11,15
SVK,2623,SR,2015-11-12,2016,693,161,206
SVK,2623,SR,2015-11-12,2017,643,223,199
SVK,2623,SR,2015-11-12,2018,688,187,282
SVK,2623,SR,2015-11-12,2019,872,205,468
SVK,2623,SR,2015-11-12,2020,1049,368,578
SVK,2623,SR,2015-11-12,2021,623,214,364
SVK,2623,SR,2015-11-12,2022,477,218,238
SVK,2623,SR,2015-11-12,2023,732,357,345
SVK,2796,ZAL,2019-03-28,2019,257,65,154
SVK,2796,ZAL,2019-03-28,2020,1261,323,768
SVK,2796,ZAL,2019-03-28,2021,897,208,618
SVK,2796,ZAL,2019-03-28,2022,1017,249,640
SVK,2796,ZAL,2019-03-28,2023,564,225,285
SVK,586,LsNS,2019-11-15,2019,25,8,12
SVK,586,LsNS,2019-11-15,2020,31,15,13
SVK,586,LsNS,2019-11-15,2021,405,248,72
SVK,586,LsNS,2019-11-15,2022,245,121,40
SVK,586,LsNS,2019-11-15,2023,390,186,151
SVN,1047,NSI,2012-02-13,2012,447,1,6
SVN,1047,NSI,2012-02-13,2013,569,0,3
SVN,1047,NSI,2012-02-13,2014,281,2,40
SVN,1047,NSI,2012-02-13,2015,665,16,285
SVN,1047,NSI,2012-02-13,2016,938,107,723
SVN,1047,NSI,2012-02-13,2017,960,273,633
SVN,1047,NSI,2012-02-13,2018,731,175,496
SVN,1047,NSI,2012-02-13,2019,785,216,418
SVN,1047,NSI,2012-02-13,2020,744,220,478
SVN,1047,NSI,2012-02-13,2021,616,217,390
SVN,1047,NSI,2012-02-13,2022,572,230,341
SVN,1047,NSI,2012-02-13,2023,324,81,238
SVN,1587,DeSUS,2014-06-18,2014,34,0,3
SVN,1587,DeSUS,2014-06-18,2015,4,0,1
SVN,1587,DeSUS,2014-06-18,2016,36,1,8
SVN,1587,DeSUS,2014-06-18,2017,320,29,91
SVN,1587,DeSUS,2014-06-18,2018,464,106,242
SVN,1587,DeSUS,2014-06-18,2019,421,56,224
SVN,1587,DeSUS,2014-06-18,2020,368,26,197
SVN,1587,DeSUS,2014-06-18,2021,68,3,40
SVN,1587,DeSUS,2014-06-18,2022,18,0,16
SVN,1587,DeSUS,2014-06-18,2023,2,0,1
SVN,16,SLS,2010-01-20,2011,555,0,0
SVN,16,SLS,2010-01-20,2012,261,0,0
SVN,16,SLS,2010-01-20,2013,217,0,10
SVN,16,SLS,2010-01-20,2014,113,4,13
SVN,16,SLS,2010-01-20,2015,289,1,30
SVN,16,SLS,2010-01-20,2016,422,9,114
SVN,16,SLS,2010-01-20,2017,432,12,140
SVN,16,SLS,2010-01-20,2018,439,22,219
SVN,16,SLS,2010-01-20,2019,742,100,371
SVN,16,SLS,2010-01-20,2020,431,45,124
SVN,16,SLS,2010-01-20,2021,151,6,65
SVN,16,SLS,2010-01-20,2022,428,59,303
SVN,16,SLS,2010-01-20,2023,248,12,202
SVN,179,SDS,2008-04-07,2008,3,3,0
SVN,179,SDS,2008-04-07,2009,16,3,0
SVN,179,SDS,2008-04-07,2011,487,10,1
SVN,179,SDS,2008-04-07,2012,571,0,15
SVN,179,SDS,2008-04-07,2013,1239,8,19
SVN,179,SDS,2008-04-07,2014,1391,2,152
SVN,179,SDS,2008-04-07,2015,1027,36,271
SVN,179,SDS,2008-04-07,2016,1548,40,66
SVN,179,SDS,2008-04-07,2017,1779,243,420
SVN,179,SDS,2008-04-07,2018,1633,361,618
SVN,179,SDS,2008-04-07,2019,1804,359,517
SVN,179,SDS,2008-04-07,2020,834,146,271
SVN,179,SDS,2008-04-07,2021,759,99,408
SVN,179,SDS,2008-04-07,2022,841,220,552
SVN,179,SDS,2008-04-07,2023,483,189,288
SVN,1987,LZJ-PS,2012-07-25,2012,183,0,5
SVN,1987,LZJ-PS,2012-07-25,2013,173,0,5
SVN,1987,LZJ-PS,2012-07-25,2014,211,5,64
SVN,1987,LZJ-PS,2012-07-25,2015,74,2,29
SVN,1987,LZJ-PS,2012-07-25,2016,82,5,55
SVN,1987,LZJ-PS,2012-07-25,2017,38,2,18
SVN,1987,LZJ-PS,2012-07-25,2018,6,1,5
SVN,1988,DL,2011-10-01,2011,144,1,0
SVN,1988,DL,2011-10-01,2012,349,1,6
SVN,1988,DL,2011-10-01,2013,438,1,9
SVN,1988,DL,2011-10-01,2014,313,5,28
SVN,2334,ZdLe,2014-02-16,2014,309,5,65
SVN,2334,ZdLe,2014-02-16,2015,476,8,333
SVN,2334,ZdLe,2014-02-16,2016,588,53,461
SVN,2334,ZdLe,2014-02-16,2017,589,94,445
SVN,2334,ZdLe,2014-02-16,2018,827,121,530
SVN,2334,ZdLe,2014-02-16,2019,772,179,493
SVN,2334,ZdLe,2014-02-16,2020,1110,255,698
SVN,2334,ZdLe,2014-02-16,2021,1085,238,755
SVN,2334,ZdLe,2014-02-16,2022,950,178,638
SVN,2334,ZdLe,2014-02-16,2023,721,84,504
SVN,2337,ZaAB,2011-11-04,2013,20,0,4
SVN,2337,ZaAB,2011-11-04,2014,63,1,12
SVN,2337,ZaAB,2011-11-04,2015,64,20,19
SVN,2337,ZaAB,2011-11-04,2016,105,56,17
SVN,2337,ZaAB,2011-11-04,2017,164,63,85
SVN,2337,ZaAB,2011-11-04,2018,183,52,120
SVN,2337,ZaAB,2011-11-04,2019,140,29,96
SVN,2337,ZaAB,2011-11-04,2020,107,24,72
SVN,2337,ZaAB,2011-11-04,2021,20,8,11
SVN,2337,ZaAB,2011-11-04,2022,127,14,109
SVN,2337,ZaAB,2011-11-04,2023,155,17,135
SVN,2856,GS,2021-04-29,2021,82,22,32
SVN,2856,GS,2021-04-29,2022,707,272,207
SVN,2856,GS,2021-04-29,2023,1025,257,498
SVN,706,ZL-SD,2008-03-30,2011,174,11,4
SVN,706,ZL-SD,2008-03-30,2012,295,17,13
SVN,706,ZL-SD,2008-03-30,2013,157,37,4
SVN,706,ZL-SD,2008-03-30,2014,188,18,72
SVN,706,ZL-SD,2008-03-30,2015,343,18,209
SVN,706,ZL-SD,2008-03-30,2016,460,56,349
SVN,706,ZL-SD,2008-03-30,2017,462,95,288
SVN,706,ZL-SD,2008-03-30,2018,595,180,311
SVN,706,ZL-SD,2008-03-30,2019,770,175,340
SVN,706,ZL-SD,2008-03-30,2020,1017,235,198
SVN,706,ZL-SD,2008-03-30,2021,1239,412,352
SVN,706,ZL-SD,2008-03-30,2022,971,274,412
SVN,706,ZL-SD,2008-03-30,2023,704,128,343
SVN,981,SNS,2008-11-14,2008,2,0,2
SVN,981,SNS,2008-11-14,2009,2,0,0
SVN,981,SNS,2008-11-14,2011,36,0,1
SVN,981,SNS,2008-11-14,2012,1,0,0
SVN,981,SNS,2008-11-14,2013,12,0,0
SVN,981,SNS,2008-11-14,2014,118,0,16
SVN,981,SNS,2008-11-14,2015,260,0,7
SVN,981,SNS,2008-11-14,2016,147,0,18
SVN,981,SNS,2008-11-14,2017,537,11,174
SVN,981,SNS,2008-11-14,2018,741,146,321
SVN,981,SNS,2008-11-14,2019,620,142,224
SVN,981,SNS,2008-11-14,2020,454,126,151
SVN,981,SNS,2008-11-14,2021,701,169,267
SVN,981,SNS,2008-11-14,2022,398,103,131
SVN,981,SNS,2008-11-14,2023,510,88,165
SWE,1154,MP,2008-08-16,2008,1,0,1
SWE,1154,MP,2008-08-16,2009,128,1,0
SWE,1154,MP,2008-08-16,2010,563,11,4
SWE,1154,MP,2008-08-16,2011,176,6,0
SWE,1154,MP,2008-08-16,2012,245,12,15
SWE,1154,MP,2008-08-16,2013,296,19,15
SWE,1154,MP,2008-08-16,2014,76,5,11
SWE,1154,MP,2008-08-16,2015,92,6,47
SWE,1154,MP,2008-08-16,2016,163,7,116
SWE,1154,MP,2008-08-16,2017,210,61,95
SWE,1154,MP,2008-08-16,2018,474,129,220
SWE,1154,MP,2008-08-16,2019,460,64,260
SWE,1154,MP,2008-08-16,2020,416,44,254
SWE,1154,MP,2008-08-16,2021,301,62,208
SWE,1154,MP,2008-08-16,2022,325,60,239
SWE,1154,MP,2008-08-16,2023,178,18,117
SWE,1461,C,2008-05-07,2008,3,3,0
SWE,1461,C,2008-05-07,2009,87,5,0
SWE,1461,C,2008-05-07,2010,267,10,2
SWE,1461,C,2008-05-07,2011,247,5,0
SWE,1461,C,2008-05-07,2012,341,9,5
SWE,1461,C,2008-05-07,2013,445,25,18
SWE,1461,C,2008-05-07,2014,505,56,13
SWE,1461,C,2008-05-07,2015,518,64,102
SWE,1461,C,2008-05-07,2016,397,109,79
SWE,1461,C,2008-05-07,2017,449,180,94
SWE,1461,C,2008-05-07,2018,441,204,119
SWE,1461,C,2008-05-07,2019,485,224,193
SWE,1461,C,2008-05-07,2020,498,111,316
SWE,1461,C,2008-05-07,2021,588,178,407
SWE,1461,C,2008-05-07,2022,717,243,470
SWE,1461,C,2008-05-07,2023,339,60,278
SWE,1546,SD,2014-12-02,2014,7,0,0
SWE,1546,SD,2014-12-02,2015,310,10,73
SWE,1546,SD,2014-12-02,2016,459,54,211
SWE,1546,SD,2014-12-02,2017,663,62,404
SWE,1546,SD,2014-12-02,2018,1271,200,716
SWE,1546,SD,2014-12-02,2019,1263,212,273
SWE,1546,SD,2014-12-02,2020,1594,259,580
SWE,1546,SD,2014-12-02,2021,1544,217,981
SWE,1546,SD,2014-12-02,2022,1485,366,762
SWE,1546,SD,2014-12-02,2023,785,131,424
SWE,282,KD,2009-08-17,2010,196,5,2
SWE,282,KD,2009-08-17,2011,132,3,4
SWE,282,KD,2009-08-17,2012,367,17,28
SWE,282,KD,2009-08-17,2013,100,5,4
SWE,282,KD,2009-08-17,2014,127,12,7
SWE,282,KD,2009-08-17,2015,206,13,103
SWE,282,KD,2009-08-17,2016,320,52,199
SWE,282,KD,2009-08-17,2017,474,100,169
SWE,282,KD,2009-08-17,2018,511,135,262
SWE,282,KD,2009-08-17,2019,424,94,236
SWE,282,KD,2009-08-17,2020,331,76,216
SWE,282,KD,2009-08-17,2021,406,63,341
SWE,282,KD,2009-08-17,2022,521,164,357
SWE,282,KD,2009-08-17,2023,186,36,150
SWE,657,M,2007-11-28,2009,24,0,0
SWE,657,M,2007-11-28,2010,36,1,0
SWE,657,M,2007-11-28,2011,360,9,0
SWE,657,M,2007-11-28,2012,451,6,0
SWE,657,M,2007-11-28,2013,53,0,0
SWE,657,M,2007-11-28,2014,257,21,13
SWE,657,M,2007-11-28,2015,457,42,87
SWE,657,M,2007-11-28,2016,895,211,249
SWE,657,M,2007-11-28,2017,514,232,158
SWE,657,M,2007-11-28,2018,678,139,523
SWE,657,M,2007-11-28,2019,514,129,234
SWE,657,M,2007-11-28,2020,509,53,422
SWE,657,M,2007-11-28,2021,563,63,491
SWE,657,M,2007-11-28,2022,722,72,643
SWE,657,M,2007-11-28,2023,301,60,238
SWE,882,V,2010-02-09,2010,18,0,0
SWE,882,V,2010-02-09,2011,20,1,0
SWE,882,V,2010-02-09,2012,37,0,1
SWE,882,V,2010-02-09,2013,86,3,1
SWE,882,V,2010-02-09,2014,365,41,3
SWE,882,V,2010-02-09,2015,342,15,111
SWE,882,V,2010-02-09,2016,390,47,122
SWE,882,V,2010-02-09,2017,532,136,247
SWE,882,V,2010-02-09,2018,662,144,434
SWE,882,V,2010-02-09,2019,511,103,316
SWE,882,V,2010-02-09,2020,355,91,136
SWE,882,V,2010-02-09,2021,395,149,154
SWE,882,V,2010-02-09,2022,362,155,166
SWE,882,V,2010-02-09,2023,191,62,104
SWE,892,FP,2009-02-26,2009,65,2,0
SWE,892,FP,2009-02-26,2010,536,17,0
SWE,892,FP,2009-02-26,2011,490,27,0
SWE,892,FP,2009-02-26,2012,194,3,11
SWE,892,FP,2009-02-26,2013,166,6,24
SWE,892,FP,2009-02-26,2014,524,41,28
SWE,892,FP,2009-02-26,2015,370,34,82
SWE,892,FP,2009-02-26,2016,461,58,160
SWE,892,FP,2009-02-26,2017,469,124,164
SWE,892,FP,2009-02-26,2018,590,170,254
SWE,892,FP,2009-02-26,2019,490,112,190
SWE,892,FP,2009-02-26,2020,482,86,370
SWE,892,FP,2009-02-26,2021,527,115,407
SWE,892,FP,2009-02-26,2022,514,106,403
SWE,892,FP,2009-02-26,2023,252,32,217
SWE,904,SAP,2008-01-29,2008,1,0,1
SWE,904,SAP,2008-01-29,2009,5,0,0
SWE,904,SAP,2008-01-29,2010,237,5,0
SWE,904,SAP,2008-01-29,2011,174,3,2
SWE,904,SAP,2008-01-29,2012,168,3,10
SWE,904,SAP,2008-01-29,2013,209,4,34
SWE,904,SAP,2008-01-29,2014,207,11,33
SWE,904,SAP,2008-01-29,2015,242,7,66
SWE,904,SAP,2008-01-29,2016,267,52,61
SWE,904,SAP,2008-01-29,2017,245,83,104
SWE,904,SAP,2008-01-29,2018,935,378,467
SWE,904,SAP,2008-01-29,2019,557,150,310
SWE,904,SAP,2008-01-29,2020,684,166,409
SWE,904,SAP,2008-01-29,2021,1019,297,582
SWE,904,SAP,2008-01-29,2022,1081,307,692
SWE,904,SAP,2008-01-29,2023,501,96,347
