country_name_short,party_id,party_name_short,insta_page_created,year,insta_posts_n_yearly,insta_type_img_n_yearly,insta_type_vid_n_yearly,insta_type_car_n_yearly
ITA,596,FI-PdL,2017-04-19,2020,500,440,57,3
ITA,596,FI-PdL,2017-04-19,2021,424,398,23,3
ITA,596,FI-PdL,2017-04-19,2022,453,362,73,18
ITA,596,FI-PdL,2017-04-19,2023,125,85,26,14
ITA,910,FdV,2019-04-08,2019,336,214,73,49
ITA,910,FdV,2019-04-08,2020,365,311,28,26
ITA,910,FdV,2019-04-08,2021,687,568,54,65
ITA,910,FdV,2019-04-08,2022,919,652,172,95
ITA,910,FdV,2019-04-08,2023,935,700,205,30
ITA,927,AIE,2017-05-02,2017,183,174,7,2
ITA,927,AIE,2017-05-02,2018,412,282,86,44
ITA,927,AIE,2017-05-02,2019,402,276,53,73
ITA,927,AIE,2017-05-02,2020,305,234,27,44
ITA,927,AIE,2017-05-02,2021,376,299,50,27
ITA,927,AIE,2017-05-02,2022,302,209,70,23
ITA,927,AIE,2017-05-02,2023,445,182,209,54
ITA,974,UV,2018-04-21,2018,38,27,0,11
JPN,1193,LDP,2016-06-12,2016,52,49,3,0
JPN,1193,LDP,2016-06-12,2017,126,78,46,2
JPN,1193,LDP,2016-06-12,2018,69,37,7,25
JPN,1193,LDP,2016-06-12,2019,102,48,32,22
JPN,1193,LDP,2016-06-12,2020,55,28,8,19
JPN,1193,LDP,2016-06-12,2021,76,58,11,7
JPN,1193,LDP,2016-06-12,2022,134,86,47,1
JPN,1193,LDP,2016-06-12,2023,50,39,9,2
JPN,1540,JCP,2021-07-02,2021,145,100,17,28
JPN,1540,JCP,2021-07-02,2022,72,46,13,13
JPN,1540,JCP,2021-07-02,2023,41,8,7,26
JPN,2656,PH,2018-08-02,2018,3,2,0,1
JPN,2657,CDP,2020-10-23,2020,29,7,9,13
JPN,2657,CDP,2020-10-23,2021,60,34,17,9
JPN,2657,CDP,2020-10-23,2022,49,13,21,15
JPN,2657,CDP,2020-10-23,2023,80,8,63,9
JPN,2826,JaRep,2022-06-10,2022,163,52,97,14
JPN,2826,JaRep,2022-06-10,2023,251,188,57,6
JPN,2828,ReiShin,2019-06-20,2019,378,167,75,136
JPN,2828,ReiShin,2019-06-20,2020,357,149,68,140
JPN,2828,ReiShin,2019-06-20,2021,381,205,27,149
JPN,2828,ReiShin,2019-06-20,2022,491,395,59,37
JPN,2828,ReiShin,2019-06-20,2023,767,293,1,473
JPN,4,PNP,2020-04-02,2020,12,12,0,0
JPN,4,PNP,2020-04-02,2021,83,46,28,9
JPN,4,PNP,2020-04-02,2022,39,4,16,19
JPN,4,PNP,2020-04-02,2023,67,6,56,5
JPN,837,K,2016-06-29,2016,23,20,3,0
JPN,837,K,2016-06-29,2017,119,78,5,36
JPN,837,K,2016-06-29,2018,55,28,3,24
JPN,837,K,2016-06-29,2019,174,72,36,66
JPN,837,K,2016-06-29,2020,150,54,52,44
JPN,837,K,2016-06-29,2021,140,40,52,48
JPN,837,K,2016-06-29,2022,80,15,37,28
JPN,837,K,2016-06-29,2023,136,13,108,15
JPN,940,JSP,2015-12-04,2015,2,2,0,0
JPN,940,JSP,2015-12-04,2016,20,18,2,0
JPN,940,JSP,2015-12-04,2017,67,58,3,6
JPN,940,JSP,2015-12-04,2018,11,9,1,1
JPN,940,JSP,2015-12-04,2019,29,2,27,0
JPN,940,JSP,2015-12-04,2020,7,3,4,0
JPN,940,JSP,2015-12-04,2021,154,109,28,17
JPN,940,JSP,2015-12-04,2022,182,84,75,23
JPN,940,JSP,2015-12-04,2023,62,34,12,16
LTU,1045,TS-LK,2015-07-22,2015,11,11,0,0
LTU,1045,TS-LK,2015-07-22,2016,36,36,0,0
LTU,1045,TS-LK,2015-07-22,2017,1,1,0,0
LTU,1045,TS-LK,2015-07-22,2018,35,24,2,9
LTU,1045,TS-LK,2015-07-22,2019,13,2,0,11
LTU,1045,TS-LK,2015-07-22,2020,5,0,0,5
LTU,1045,TS-LK,2015-07-22,2021,93,52,21,20
LTU,1045,TS-LK,2015-07-22,2022,124,49,35,40
LTU,1045,TS-LK,2015-07-22,2023,157,79,6,72
LTU,1277,LSDP,2018-08-20,2018,46,31,2,13
LTU,1277,LSDP,2018-08-20,2019,105,69,6,30
LTU,1277,LSDP,2018-08-20,2020,73,31,2,40
LTU,1277,LSDP,2018-08-20,2021,27,9,2,16
LTU,1277,LSDP,2018-08-20,2022,13,5,1,7
LTU,1277,LSDP,2018-08-20,2023,11,1,8,2
LTU,191,LVLS,2019-05-17,2019,16,10,3,3
LTU,191,LVLS,2019-05-17,2020,6,4,0,2
LTU,191,LVLS,2019-05-17,2021,30,24,1,5
LTU,191,LVLS,2019-05-17,2022,24,20,0,4
LTU,191,LVLS,2019-05-17,2023,30,24,3,3
LTU,21,LZP,2018-09-24,2018,25,14,5,6
LTU,21,LZP,2018-09-24,2019,58,33,12,13
LTU,21,LZP,2018-09-24,2020,28,18,2,8
LTU,21,LZP,2018-09-24,2021,36,24,1,11
LTU,21,LZP,2018-09-24,2022,40,23,2,15
LTU,21,LZP,2018-09-24,2023,124,87,9,28
LTU,2635,LCP,2023-02-22,2023,74,8,64,2
LTU,2805,LP,2019-05-29,2019,35,24,6,5
LTU,2805,LP,2019-05-29,2020,186,123,23,40
LTU,2805,LP,2019-05-29,2021,389,288,57,44
LTU,2805,LP,2019-05-29,2022,243,165,44,34
LTU,2805,LP,2019-05-29,2023,361,171,93,97
LTU,482,LRLS,2014-04-26,2014,26,23,3,0
LTU,482,LRLS,2014-04-26,2015,5,5,0,0
LTU,482,LRLS,2014-04-26,2016,68,68,0,0
LTU,482,LRLS,2014-04-26,2017,45,43,1,1
LTU,482,LRLS,2014-04-26,2018,110,92,14,4
LTU,482,LRLS,2014-04-26,2019,143,121,10,12
LTU,482,LRLS,2014-04-26,2020,256,237,4,15
LTU,482,LRLS,2014-04-26,2021,223,205,5,13
LTU,482,LRLS,2014-04-26,2022,121,105,4,12
LTU,482,LRLS,2014-04-26,2023,100,8,43,49
LTU,581,DP,2019-08-09,2019,1,1,0,0
LTU,581,DP,2019-08-09,2020,29,17,8,4
LUX,1234,CSV,2019-03-20,2019,77,55,1,21
LUX,1234,CSV,2019-03-20,2020,100,52,28,20
LUX,1234,CSV,2019-03-20,2021,99,45,28,26
LUX,1234,CSV,2019-03-20,2022,103,76,5,22
LUX,1234,CSV,2019-03-20,2023,188,96,84,8
LUX,1582,AR|ADR,2022-06-22,2022,24,12,11,1
LUX,1582,AR|ADR,2022-06-22,2023,95,68,23,4
LUX,2256,Pi,2015-08-31,2015,3,3,0,0
LUX,2256,Pi,2015-08-31,2018,128,113,15,0
LUX,2256,Pi,2015-08-31,2019,118,106,10,2
LUX,2256,Pi,2015-08-31,2020,62,45,7,10
LUX,2256,Pi,2015-08-31,2021,36,33,1,2
LUX,2256,Pi,2015-08-31,2022,72,39,15,18
LUX,2256,Pi,2015-08-31,2023,68,36,15,17
LUX,310,Greng,2018-02-19,2018,70,43,22,5
LUX,310,Greng,2018-02-19,2019,86,42,44,0
LUX,310,Greng,2018-02-19,2020,211,169,27,15
LUX,310,Greng,2018-02-19,2021,243,189,43,11
LUX,310,Greng,2018-02-19,2022,223,141,58,24
LUX,310,Greng,2018-02-19,2023,311,186,104,21
LUX,457,DL,2018-05-22,2018,35,17,18,0
LUX,457,DL,2018-05-22,2019,55,26,23,6
LUX,457,DL,2018-05-22,2020,188,105,58,25
LUX,457,DL,2018-05-22,2021,180,89,51,40
LUX,457,DL,2018-05-22,2022,192,139,24,29
LUX,457,DL,2018-05-22,2023,229,106,49,74
LUX,701,LSAP,2022-06-02,2022,47,10,32,5
LUX,701,LSAP,2022-06-02,2023,221,82,93,46
LUX,967,DP,2017-04-27,2017,1,0,1,0
LUX,967,DP,2017-04-27,2018,107,83,10,14
LUX,967,DP,2017-04-27,2019,81,58,14,9
LUX,967,DP,2017-04-27,2020,39,17,12,10
LUX,967,DP,2017-04-27,2021,107,73,23,11
LUX,967,DP,2017-04-27,2022,132,61,46,25
LUX,967,DP,2017-04-27,2023,161,57,68,36
LVA,1001,LZP,2023-04-29,2023,6,4,2,0
LVA,1666,V,2018-08-02,2018,25,19,0,6
LVA,1666,V,2018-08-02,2019,4,2,2,0
LVA,1666,V,2018-08-02,2020,179,100,47,32
LVA,1666,V,2018-08-02,2021,28,16,5,7
LVA,1666,V,2018-08-02,2022,171,67,56,48
LVA,1666,V,2018-08-02,2023,217,48,47,122
LVA,2715,KPV-LV,2018-08-24,2018,2,1,0,1
LVA,2716,P,2017-02-17,2017,3,3,0,0
LVA,2716,P,2017-02-17,2018,84,55,3,26
LVA,2716,P,2017-02-17,2019,81,47,3,31
LVA,2716,P,2017-02-17,2020,282,172,44,66
LVA,2716,P,2017-02-17,2021,174,122,19,33
LVA,2716,P,2017-02-17,2022,270,108,99,63
LVA,2716,P,2017-02-17,2023,277,114,91,72
LVA,2717,JKP,2017-05-07,2017,11,9,2,0
LVA,2717,JKP,2017-05-07,2018,46,38,2,6
LVA,2717,JKP,2017-05-07,2019,207,142,16,49
LVA,2717,JKP,2017-05-07,2020,369,309,17,43
LVA,2717,JKP,2017-05-07,2021,387,306,6,75
LVA,2717,JKP,2017-05-07,2022,159,107,37,15
LVA,2717,JKP,2017-05-07,2023,7,4,2,1
LVA,2875,S!,2023-07-08,2023,177,36,139,2
LVA,2876,LPV,2021-07-24,2021,53,36,17,0
LVA,2876,LPV,2021-07-24,2022,42,19,22,1
LVA,2876,LPV,2021-07-24,2023,428,104,319,5
LVA,2878,AP!,2018-04-24,2018,175,118,2,55
LVA,2878,AP!,2018-04-24,2019,127,70,10,47
LVA,2878,AP!,2018-04-24,2020,127,82,4,41
LVA,2878,AP!,2018-04-24,2021,126,94,10,22
LVA,2878,AP!,2018-04-24,2022,368,225,49,94
LVA,466,ZZS,2020-09-01,2020,1,1,0,0
LVA,466,ZZS,2020-09-01,2022,496,492,3,1
LVA,466,ZZS,2020-09-01,2023,495,330,157,8
LVA,521,NA/TB/LNNK,2016-03-31,2016,13,13,0,0
LVA,521,NA/TB/LNNK,2016-03-31,2017,23,20,2,1
LVA,521,NA/TB/LNNK,2016-03-31,2018,84,58,24,2
LVA,521,NA/TB/LNNK,2016-03-31,2019,127,77,30,20
LVA,521,NA/TB/LNNK,2016-03-31,2020,116,70,18,28
LVA,521,NA/TB/LNNK,2016-03-31,2021,81,61,1,19
LVA,521,NA/TB/LNNK,2016-03-31,2022,45,21,2,22
LVA,521,NA/TB/LNNK,2016-03-31,2023,28,7,6,15
MLT,1003,PL,2018-03-19,2018,112,104,0,8
MLT,1003,PL,2018-03-19,2019,115,71,13,31
MLT,1003,PL,2018-03-19,2020,84,63,2,19
MLT,1003,PL,2018-03-19,2021,179,108,53,18
MLT,1003,PL,2018-03-19,2022,273,136,64,73
MLT,1003,PL,2018-03-19,2023,176,78,56,42
MLT,984,PN,2021-07-26,2021,94,78,4,12
MLT,984,PN,2021-07-26,2022,470,133,270,67
MLT,984,PN,2021-07-26,2023,239,121,87,31
NLD,1206,CU,2012-08-30,2012,1,1,0,0
NLD,1206,CU,2012-08-30,2014,3,3,0,0
NLD,1206,CU,2012-08-30,2015,6,6,0,0
NLD,1206,CU,2012-08-30,2016,46,45,1,0
NLD,1206,CU,2012-08-30,2017,55,41,1,13
NLD,1206,CU,2012-08-30,2018,47,37,3,7
NLD,1206,CU,2012-08-30,2019,79,40,19,20
NLD,1206,CU,2012-08-30,2020,70,35,28,7
NLD,1206,CU,2012-08-30,2021,146,71,51,24
NLD,1206,CU,2012-08-30,2022,154,80,45,29
NLD,1206,CU,2012-08-30,2023,267,111,103,53
NLD,1251,SGP,2016-04-05,2016,5,5,0,0
NLD,1251,SGP,2016-04-05,2017,7,7,0,0
NLD,1251,SGP,2016-04-05,2018,7,5,2,0
NLD,1251,SGP,2016-04-05,2019,76,28,41,7
NLD,1251,SGP,2016-04-05,2020,127,47,59,21
NLD,1251,SGP,2016-04-05,2021,217,51,137,29
NLD,1251,SGP,2016-04-05,2022,220,67,105,48
NLD,1251,SGP,2016-04-05,2023,308,126,82,100
NLD,1409,VVD,2014-03-03,2014,24,9,15,0
NLD,1409,VVD,2014-03-03,2015,184,174,10,0
NLD,1409,VVD,2014-03-03,2016,243,204,39,0
NLD,1409,VVD,2014-03-03,2017,110,87,18,5
NLD,1409,VVD,2014-03-03,2018,83,46,21,16
NLD,1409,VVD,2014-03-03,2019,102,58,33,11
NLD,1409,VVD,2014-03-03,2020,105,91,14,0
NLD,1409,VVD,2014-03-03,2021,124,51,54,19
NLD,1409,VVD,2014-03-03,2022,152,58,83,11
NLD,1409,VVD,2014-03-03,2023,306,70,183,53
NLD,1501,PVV,2016-11-16,2016,3,3,0,0
NLD,1501,PVV,2016-11-16,2017,160,158,1,1
NLD,1501,PVV,2016-11-16,2018,307,252,55,0
NLD,1501,PVV,2016-11-16,2019,271,185,86,0
NLD,1501,PVV,2016-11-16,2020,274,184,89,1
NLD,1501,PVV,2016-11-16,2021,276,184,92,0
NLD,1501,PVV,2016-11-16,2022,151,101,50,0
NLD,1501,PVV,2016-11-16,2023,193,135,58,0
NLD,235,CDA,2014-04-16,2014,87,87,0,0
NLD,235,CDA,2014-04-16,2015,107,107,0,0
NLD,235,CDA,2014-04-16,2016,153,151,2,0
NLD,235,CDA,2014-04-16,2017,159,143,14,2
NLD,235,CDA,2014-04-16,2018,154,91,55,8
NLD,235,CDA,2014-04-16,2019,123,77,44,2
NLD,235,CDA,2014-04-16,2020,147,93,42,12
NLD,235,CDA,2014-04-16,2021,166,96,55,15
NLD,235,CDA,2014-04-16,2022,205,101,61,43
NLD,235,CDA,2014-04-16,2023,398,147,198,53
NLD,2641,DENK,2016-01-20,2016,33,27,6,0
NLD,2641,DENK,2016-01-20,2017,77,61,16,0
NLD,2641,DENK,2016-01-20,2018,183,63,116,4
NLD,2641,DENK,2016-01-20,2019,249,89,138,22
NLD,2641,DENK,2016-01-20,2020,262,88,167,7
NLD,2641,DENK,2016-01-20,2021,483,88,389,6
NLD,2641,DENK,2016-01-20,2022,377,102,261,14
NLD,2641,DENK,2016-01-20,2023,247,32,209,6
NLD,2642,FvD,2016-11-11,2016,6,6,0,0
NLD,2642,FvD,2016-11-11,2017,90,38,50,2
NLD,2642,FvD,2016-11-11,2018,60,14,41,5
NLD,2642,FvD,2016-11-11,2019,102,30,70,2
NLD,2642,FvD,2016-11-11,2020,146,81,65,0
NLD,2642,FvD,2016-11-11,2021,523,255,254,14
NLD,2642,FvD,2016-11-11,2022,630,343,245,42
NLD,2642,FvD,2016-11-11,2023,910,342,519,49
NLD,2735,VN,2018-08-29,2018,21,19,2,0
NLD,2735,VN,2018-08-29,2019,91,47,20,24
NLD,2735,VN,2018-08-29,2020,147,77,50,20
NLD,2735,VN,2018-08-29,2021,389,205,131,53
NLD,2735,VN,2018-08-29,2022,189,52,65,72
NLD,2735,VN,2018-08-29,2023,267,41,154,72
NLD,2823,JA21,2020-12-19,2020,2,2,0,0
NLD,2823,JA21,2020-12-19,2021,422,185,194,43
NLD,2823,JA21,2020-12-19,2022,326,241,52,33
NLD,2823,JA21,2020-12-19,2023,748,395,294,59
NLD,2824,BBB,2020-12-04,2020,3,2,1,0
NLD,2824,BBB,2020-12-04,2021,273,104,127,42
NLD,2824,BBB,2020-12-04,2022,353,174,144,35
NLD,2824,BBB,2020-12-04,2023,433,221,174,38
NLD,345,D66,2017-03-15,2017,4,3,1,0
NLD,345,D66,2017-03-15,2018,4,4,0,0
NLD,345,D66,2017-03-15,2019,120,105,6,9
NLD,345,D66,2017-03-15,2020,227,88,35,104
NLD,345,D66,2017-03-15,2021,637,267,122,248
NLD,345,D66,2017-03-15,2022,294,76,76,142
NLD,345,D66,2017-03-15,2023,253,63,115,75
NLD,357,SP,2018-05-15,2018,28,4,17,7
NLD,357,SP,2018-05-15,2019,181,49,102,30
NLD,357,SP,2018-05-15,2020,122,52,43,27
NLD,357,SP,2018-05-15,2021,151,40,83,28
NLD,357,SP,2018-05-15,2022,116,30,57,29
NLD,357,SP,2018-05-15,2023,407,137,163,107
NLD,742,PvdA,2013-12-13,2013,1,1,0,0
NLD,742,PvdA,2013-12-13,2014,3,2,1,0
NLD,742,PvdA,2013-12-13,2015,5,3,2,0
NLD,742,PvdA,2013-12-13,2016,12,8,4,0
NLD,742,PvdA,2013-12-13,2017,9,2,6,1
NLD,742,PvdA,2013-12-13,2018,161,80,61,20
NLD,742,PvdA,2013-12-13,2019,148,57,80,11
NLD,742,PvdA,2013-12-13,2020,64,25,29,10
NLD,742,PvdA,2013-12-13,2021,239,45,158,36
NLD,742,PvdA,2013-12-13,2022,146,17,96,33
NLD,742,PvdA,2013-12-13,2023,93,16,63,14
NLD,756,GL,2018-02-02,2018,44,28,15,1
NLD,756,GL,2018-02-02,2019,107,43,37,27
NLD,756,GL,2018-02-02,2020,138,48,29,61
NLD,756,GL,2018-02-02,2021,245,77,44,124
NLD,756,GL,2018-02-02,2022,192,71,47,74
NLD,756,GL,2018-02-02,2023,280,112,78,90
NLD,990,PvdD,2016-02-05,2016,132,101,31,0
NLD,990,PvdD,2016-02-05,2017,294,200,86,8
NLD,990,PvdD,2016-02-05,2018,132,60,51,21
NLD,990,PvdD,2016-02-05,2019,183,87,79,17
NLD,990,PvdD,2016-02-05,2020,197,54,100,43
NLD,990,PvdD,2016-02-05,2021,382,114,163,105
NLD,990,PvdD,2016-02-05,2022,314,57,210,47
NLD,990,PvdD,2016-02-05,2023,371,65,247,59
NOR,104,DNA,2012-06-29,2012,72,72,0,0
NOR,104,DNA,2012-06-29,2013,425,416,9,0
NOR,104,DNA,2012-06-29,2014,173,172,1,0
NOR,104,DNA,2012-06-29,2015,328,315,13,0
NOR,104,DNA,2012-06-29,2016,156,142,14,0
NOR,104,DNA,2012-06-29,2017,131,101,27,3
NOR,104,DNA,2012-06-29,2018,66,35,20,11
NOR,104,DNA,2012-06-29,2019,84,33,31,20
NOR,104,DNA,2012-06-29,2020,123,58,41,24
NOR,104,DNA,2012-06-29,2021,148,43,48,57
NOR,104,DNA,2012-06-29,2022,213,77,93,43
NOR,104,DNA,2012-06-29,2023,238,62,120,56
NOR,1435,H,2012-10-29,2012,2,2,0,0
NOR,1435,H,2012-10-29,2013,397,388,9,0
NOR,1435,H,2012-10-29,2014,594,570,24,0
NOR,1435,H,2012-10-29,2015,411,398,13,0
NOR,1435,H,2012-10-29,2016,286,265,21,0
NOR,1435,H,2012-10-29,2017,135,89,45,1
NOR,1435,H,2012-10-29,2018,100,57,24,19
NOR,1435,H,2012-10-29,2019,59,43,8,8
NOR,1435,H,2012-10-29,2020,98,83,12,3
NOR,1435,H,2012-10-29,2021,131,102,25,4
NOR,1435,H,2012-10-29,2022,56,37,12,7
NOR,1435,H,2012-10-29,2023,42,31,7,4
NOR,1538,KrF,2017-01-20,2017,65,47,10,8
NOR,1538,KrF,2017-01-20,2018,31,22,8,1
NOR,1538,KrF,2017-01-20,2019,68,39,27,2
NOR,1538,KrF,2017-01-20,2020,29,18,8,3
NOR,1538,KrF,2017-01-20,2021,39,15,18,6
NOR,1538,KrF,2017-01-20,2022,102,71,19,12
NOR,1538,KrF,2017-01-20,2023,143,108,32,3
NOR,1638,RV,2015-04-07,2015,47,44,3,0
NOR,1638,RV,2015-04-07,2016,101,98,3,0
NOR,1638,RV,2015-04-07,2017,102,92,7,3
NOR,1638,RV,2015-04-07,2018,61,54,5,2
NOR,1638,RV,2015-04-07,2019,168,121,32,15
NOR,1638,RV,2015-04-07,2020,333,251,67,15
NOR,1638,RV,2015-04-07,2021,614,352,255,7
NOR,1638,RV,2015-04-07,2022,589,259,288,42
NOR,1638,RV,2015-04-07,2023,580,270,273,37
NOR,2254,MDG,2018-02-15,2018,89,73,8,8
NOR,2254,MDG,2018-02-15,2019,119,79,23,17
NOR,2254,MDG,2018-02-15,2020,85,62,9,14
NOR,2254,MDG,2018-02-15,2021,159,61,39,59
NOR,2254,MDG,2018-02-15,2022,118,30,17,71
NOR,2254,MDG,2018-02-15,2023,198,50,97,51
NOR,351,Fr,2012-06-14,2012,59,59,0,0
NOR,351,Fr,2012-06-14,2013,118,118,0,0
NOR,351,Fr,2012-06-14,2014,3,3,0,0
NOR,351,Fr,2012-06-14,2016,105,105,0,0
NOR,351,Fr,2012-06-14,2017,236,192,31,13
NOR,351,Fr,2012-06-14,2018,260,233,14,13
NOR,351,Fr,2012-06-14,2019,59,35,19,5
NOR,351,Fr,2012-06-14,2020,8,4,1,3
NOR,351,Fr,2012-06-14,2021,62,46,12,4
NOR,351,Fr,2012-06-14,2022,40,37,1,2
NOR,351,Fr,2012-06-14,2023,562,462,69,31
NOR,647,V,2013-03-08,2013,252,252,0,0
NOR,647,V,2013-03-08,2014,68,68,0,0
NOR,647,V,2013-03-08,2015,82,78,4,0
NOR,647,V,2013-03-08,2016,47,38,9,0
NOR,647,V,2013-03-08,2017,227,138,76,13
NOR,647,V,2013-03-08,2018,74,41,24,9
NOR,647,V,2013-03-08,2019,30,19,10,1
NOR,647,V,2013-03-08,2020,63,30,7,26
NOR,647,V,2013-03-08,2021,91,3,0,88
NOR,647,V,2013-03-08,2022,98,11,8,79
NOR,647,V,2013-03-08,2023,200,12,54,134
NOR,702,Sp,2014-06-06,2014,18,18,0,0
NOR,702,Sp,2014-06-06,2015,30,30,0,0
NOR,702,Sp,2014-06-06,2016,20,20,0,0
NOR,702,Sp,2014-06-06,2017,74,68,5,1
NOR,702,Sp,2014-06-06,2018,36,31,4,1
NOR,702,Sp,2014-06-06,2019,28,22,2,4
NOR,702,Sp,2014-06-06,2020,19,15,2,2
NOR,702,Sp,2014-06-06,2021,55,27,22,6
NOR,702,Sp,2014-06-06,2022,35,33,1,1
NOR,702,Sp,2014-06-06,2023,106,46,27,33
NOR,81,SV,2012-08-15,2012,9,9,0,0
NOR,81,SV,2012-08-15,2013,320,314,6,0
NOR,81,SV,2012-08-15,2014,85,84,1,0
NOR,81,SV,2012-08-15,2015,251,243,8,0
NOR,81,SV,2012-08-15,2016,140,136,4,0
NOR,81,SV,2012-08-15,2017,342,282,43,17
NOR,81,SV,2012-08-15,2018,202,173,19,10
NOR,81,SV,2012-08-15,2019,307,220,46,41
NOR,81,SV,2012-08-15,2020,288,208,45,35
NOR,81,SV,2012-08-15,2021,400,223,128,49
NOR,81,SV,2012-08-15,2022,337,153,132,52
NOR,81,SV,2012-08-15,2023,444,177,186,81
NZL,114,MP,2018-05-10,2018,24,22,0,2
NZL,114,MP,2018-05-10,2019,2,2,0,0
NZL,114,MP,2018-05-10,2020,106,63,18,25
NZL,114,MP,2018-05-10,2021,114,53,15,46
NZL,114,MP,2018-05-10,2022,176,78,42,56
NZL,114,MP,2018-05-10,2023,512,169,262,81
NZL,1171,Greens,2013-05-31,2013,41,41,0,0
NZL,1171,Greens,2013-05-31,2014,188,178,10,0
NZL,1171,Greens,2013-05-31,2015,48,42,6,0
NZL,1171,Greens,2013-05-31,2016,78,60,18,0
NZL,1171,Greens,2013-05-31,2017,287,247,13,27
NZL,1171,Greens,2013-05-31,2018,102,57,24,21
NZL,1171,Greens,2013-05-31,2019,308,170,94,44
NZL,1171,Greens,2013-05-31,2020,539,367,96,76
NZL,1171,Greens,2013-05-31,2021,417,277,53,87
NZL,1171,Greens,2013-05-31,2022,369,211,86,72
NZL,1171,Greens,2013-05-31,2023,569,219,227,123
NZL,354,PP,2023-09-02,2023,15,15,0,0
NZL,617,ACT,2019-06-09,2019,46,43,2,1
NZL,617,ACT,2019-06-09,2020,169,147,14,8
NZL,617,ACT,2019-06-09,2021,63,51,9,3
NZL,617,ACT,2019-06-09,2022,197,119,40,38
NZL,617,ACT,2019-06-09,2023,765,573,118,74
NZL,878,LP,2014-07-01,2014,37,37,0,0
NZL,878,LP,2014-07-01,2016,16,16,0,0
NZL,878,LP,2014-07-01,2017,65,62,2,1
NZL,878,LP,2014-07-01,2018,185,132,18,35
NZL,878,LP,2014-07-01,2019,179,140,15,24
NZL,878,LP,2014-07-01,2020,680,555,63,62
NZL,878,LP,2014-07-01,2021,451,389,33,29
NZL,878,LP,2014-07-01,2022,651,497,84,70
NZL,878,LP,2014-07-01,2023,742,527,116,99
NZL,891,NZFP,2017-02-07,2017,41,19,0,22
NZL,891,NZFP,2017-02-07,2018,57,46,0,11
NZL,891,NZFP,2017-02-07,2019,39,32,0,7
NZL,891,NZFP,2017-02-07,2020,190,168,22,0
NZL,891,NZFP,2017-02-07,2023,179,77,85,17
NZL,997,NP,2017-03-23,2017,156,151,2,3
NZL,997,NP,2017-03-23,2018,123,92,27,4
NZL,997,NP,2017-03-23,2019,48,40,5,3
NZL,997,NP,2017-03-23,2020,356,293,29,34
NZL,997,NP,2017-03-23,2021,166,103,49,14
NZL,997,NP,2017-03-23,2022,510,388,110,12
NZL,997,NP,2017-03-23,2023,999,513,381,105
POL,2398,RN,2019-06-26,2019,34,16,1,17
POL,2398,RN,2019-06-26,2020,211,127,17,67
POL,2398,RN,2019-06-26,2021,426,263,48,115
POL,2398,RN,2019-06-26,2022,358,228,46,84
POL,2398,RN,2019-06-26,2023,218,68,105,45
POL,2600,K,2016-03-07,2016,176,174,2,0
POL,2600,K,2016-03-07,2017,58,55,0,3
POL,2600,K,2016-03-07,2018,65,60,1,4
POL,2600,K,2016-03-07,2019,51,51,0,0
POL,2600,K,2016-03-07,2020,19,19,0,0
POL,2600,K,2016-03-07,2021,14,14,0,0
POL,2601,N,2018-04-10,2018,34,26,0,8
POL,2601,N,2018-04-10,2019,14,13,0,1
POL,2601,N,2018-04-10,2020,112,93,4,15
POL,2601,N,2018-04-10,2021,193,166,4,23
POL,2601,N,2018-04-10,2022,414,346,19,49
POL,2601,N,2018-04-10,2023,672,591,33,48
POL,2790,LR,2015-03-27,2015,177,177,0,0
POL,2790,LR,2015-03-27,2016,134,132,2,0
POL,2790,LR,2015-03-27,2017,171,124,1,46
POL,2790,LR,2015-03-27,2018,105,67,0,38
POL,2790,LR,2015-03-27,2019,440,314,48,78
POL,2790,LR,2015-03-27,2020,589,303,249,37
POL,2790,LR,2015-03-27,2021,430,198,200,32
POL,2790,LR,2015-03-27,2022,325,143,142,40
POL,2790,LR,2015-03-27,2023,559,166,304,89
POL,512,PO,2014-03-14,2014,225,225,0,0
POL,512,PO,2014-03-14,2015,102,98,4,0
POL,512,PO,2014-03-14,2016,125,106,19,0
POL,512,PO,2014-03-14,2017,81,54,6,21
POL,512,PO,2014-03-14,2018,89,23,21,45
POL,512,PO,2014-03-14,2019,183,62,23,98
POL,512,PO,2014-03-14,2020,83,33,6,44
POL,512,PO,2014-03-14,2021,57,29,3,25
POL,512,PO,2014-03-14,2022,75,18,35,22
POL,512,PO,2014-03-14,2023,1092,551,496,45
POL,528,PiS,2015-07-11,2015,105,87,18,0
POL,528,PiS,2015-07-11,2016,382,367,15,0
POL,528,PiS,2015-07-11,2017,205,170,4,31
POL,528,PiS,2015-07-11,2018,98,64,2,32
POL,528,PiS,2015-07-11,2019,172,79,3,90
POL,528,PiS,2015-07-11,2020,158,90,0,68
POL,528,PiS,2015-07-11,2021,501,191,3,307
POL,528,PiS,2015-07-11,2022,254,61,11,182
POL,528,PiS,2015-07-11,2023,589,95,305,189
POL,629,SLD,2019-07-19,2019,114,85,8,21
POL,629,SLD,2019-07-19,2020,167,131,9,27
POL,629,SLD,2019-07-19,2021,152,106,5,41
POL,629,SLD,2019-07-19,2022,220,133,53,34
POL,629,SLD,2019-07-19,2023,760,389,290,81
POL,664,PSL,2017-08-25,2017,29,27,0,2
POL,664,PSL,2017-08-25,2018,113,92,3,18
POL,664,PSL,2017-08-25,2019,85,53,13,19
POL,664,PSL,2017-08-25,2020,43,37,1,5
