country_name_short,party_id,party_name_short,insta_page_created,year,insta_posts_n_yearly,insta_type_img_n_yearly,insta_type_vid_n_yearly,insta_type_car_n_yearly
DNK,2567,A,2014-06-13,2020,119,93,15,11
DNK,2567,A,2014-06-13,2021,276,212,38,26
DNK,2567,A,2014-06-13,2022,303,252,26,25
DNK,2567,A,2014-06-13,2023,291,136,59,96
DNK,2568,TRUE,2019-01-24,2019,52,38,10,4
DNK,2568,TRUE,2019-01-24,2020,94,70,17,7
DNK,2568,TRUE,2019-01-24,2021,72,29,15,28
DNK,2568,TRUE,2019-01-24,2022,118,38,51,29
DNK,2568,TRUE,2019-01-24,2023,70,21,36,13
DNK,2781,NB,2020-02-26,2020,34,32,1,1
DNK,2781,NB,2020-02-26,2021,18,18,0,0
DNK,2781,NB,2020-02-26,2022,9,7,2,0
DNK,2781,NB,2020-02-26,2023,87,52,30,5
DNK,2887,M,2021-08-16,2021,7,5,0,2
DNK,2887,M,2021-08-16,2022,81,43,15,23
DNK,2887,M,2021-08-16,2023,142,50,58,34
DNK,2888,AE,2022-06-29,2022,17,3,9,5
DNK,2888,AE,2022-06-29,2023,90,27,35,28
DNK,306,En-O,2013-09-24,2013,17,16,1,0
DNK,306,En-O,2013-09-24,2014,24,24,0,0
DNK,306,En-O,2013-09-24,2015,182,182,0,0
DNK,306,En-O,2013-09-24,2016,68,68,0,0
DNK,306,En-O,2013-09-24,2017,124,105,18,1
DNK,306,En-O,2013-09-24,2018,83,69,11,3
DNK,306,En-O,2013-09-24,2019,244,178,50,16
DNK,306,En-O,2013-09-24,2020,274,225,20,29
DNK,306,En-O,2013-09-24,2021,424,387,23,14
DNK,306,En-O,2013-09-24,2022,371,301,33,37
DNK,306,En-O,2013-09-24,2023,234,126,69,39
DNK,376,NLA,2014-10-23,2014,68,63,5,0
DNK,376,NLA,2014-10-23,2015,361,330,31,0
DNK,376,NLA,2014-10-23,2016,212,200,12,0
DNK,376,NLA,2014-10-23,2017,126,101,10,15
DNK,376,NLA,2014-10-23,2018,27,22,0,5
DNK,376,NLA,2014-10-23,2019,57,32,7,18
DNK,376,NLA,2014-10-23,2020,29,25,3,1
DNK,376,NLA,2014-10-23,2021,66,53,10,3
DNK,376,NLA,2014-10-23,2022,90,52,29,9
DNK,376,NLA,2014-10-23,2023,314,186,103,25
DNK,590,KF,2014-06-10,2014,183,183,0,0
DNK,590,KF,2014-06-10,2015,221,199,22,0
DNK,590,KF,2014-06-10,2016,288,259,29,0
DNK,590,KF,2014-06-10,2017,231,183,21,27
DNK,590,KF,2014-06-10,2018,137,123,5,9
DNK,590,KF,2014-06-10,2019,147,145,1,1
DNK,590,KF,2014-06-10,2020,43,39,4,0
DNK,590,KF,2014-06-10,2021,65,50,10,5
DNK,590,KF,2014-06-10,2022,71,33,26,12
DNK,590,KF,2014-06-10,2023,95,47,38,10
DNK,74,Si,2021-03-07,2021,34,32,0,2
DNK,74,Si,2021-03-07,2022,20,20,0,0
DNK,74,Si,2021-03-07,2023,1,1,0,0
ESP,118,PCE|IU,2014-04-02,2014,25,25,0,0
ESP,118,PCE|IU,2014-04-02,2016,158,136,22,0
ESP,118,PCE|IU,2014-04-02,2017,146,125,11,10
ESP,118,PCE|IU,2014-04-02,2018,209,111,72,26
ESP,118,PCE|IU,2014-04-02,2019,221,110,84,27
ESP,118,PCE|IU,2014-04-02,2020,199,104,62,33
ESP,118,PCE|IU,2014-04-02,2021,181,94,50,37
ESP,118,PCE|IU,2014-04-02,2022,218,91,83,44
ESP,118,PCE|IU,2014-04-02,2023,292,99,158,35
ESP,1361,PNV,2012-06-21,2012,92,92,0,0
ESP,1361,PNV,2012-06-21,2013,38,38,0,0
ESP,1361,PNV,2012-06-21,2014,58,58,0,0
ESP,1361,PNV,2012-06-21,2015,165,165,0,0
ESP,1361,PNV,2012-06-21,2016,145,143,2,0
ESP,1361,PNV,2012-06-21,2017,134,113,9,12
ESP,1361,PNV,2012-06-21,2018,80,46,9,25
ESP,1361,PNV,2012-06-21,2019,404,76,260,68
ESP,1361,PNV,2012-06-21,2020,1478,595,709,174
ESP,1361,PNV,2012-06-21,2021,703,204,390,109
ESP,1361,PNV,2012-06-21,2022,479,86,277,116
ESP,1361,PNV,2012-06-21,2023,1074,438,516,120
ESP,234,CC,2017-09-24,2017,2,2,0,0
ESP,234,CC,2017-09-24,2018,29,16,11,2
ESP,234,CC,2017-09-24,2019,209,80,99,30
ESP,234,CC,2017-09-24,2020,215,67,140,8
ESP,234,CC,2017-09-24,2021,372,67,287,18
ESP,234,CC,2017-09-24,2022,431,55,347,29
ESP,234,CC,2017-09-24,2023,252,34,141,77
ESP,2375,Cs,2012-01-27,2012,55,55,0,0
ESP,2375,Cs,2012-01-27,2013,18,18,0,0
ESP,2375,Cs,2012-01-27,2014,2,2,0,0
ESP,2375,Cs,2012-01-27,2015,185,182,3,0
ESP,2375,Cs,2012-01-27,2016,204,198,6,0
ESP,2375,Cs,2012-01-27,2017,164,121,15,28
ESP,2375,Cs,2012-01-27,2018,244,48,92,104
ESP,2375,Cs,2012-01-27,2019,362,69,122,171
ESP,2375,Cs,2012-01-27,2020,289,64,71,154
ESP,2375,Cs,2012-01-27,2021,366,33,64,269
ESP,2375,Cs,2012-01-27,2022,277,15,56,206
ESP,2375,Cs,2012-01-27,2023,212,9,92,111
ESP,2376,P,2015-03-09,2015,212,210,2,0
ESP,2376,P,2015-03-09,2016,193,182,11,0
ESP,2376,P,2015-03-09,2017,169,145,7,17
ESP,2376,P,2015-03-09,2018,335,238,40,57
ESP,2376,P,2015-03-09,2019,308,42,195,71
ESP,2376,P,2015-03-09,2020,351,123,174,54
ESP,2376,P,2015-03-09,2021,502,197,263,42
ESP,2376,P,2015-03-09,2022,339,121,156,62
ESP,2376,P,2015-03-09,2023,232,43,133,56
ESP,2380,Vox,2016-04-03,2016,221,194,27,0
ESP,2380,Vox,2016-04-03,2017,274,171,65,38
ESP,2380,Vox,2016-04-03,2018,406,121,156,129
ESP,2380,Vox,2016-04-03,2019,504,94,271,139
ESP,2380,Vox,2016-04-03,2020,487,76,328,83
ESP,2380,Vox,2016-04-03,2021,435,93,278,64
ESP,2380,Vox,2016-04-03,2022,513,159,304,50
ESP,2380,Vox,2016-04-03,2023,773,168,516,89
ESP,2603,EHB,2016-06-10,2016,145,117,28,0
ESP,2603,EHB,2016-06-10,2017,34,30,4,0
ESP,2603,EHB,2016-06-10,2018,65,42,18,5
ESP,2603,EHB,2016-06-10,2019,536,108,285,143
ESP,2603,EHB,2016-06-10,2020,444,35,273,136
ESP,2603,EHB,2016-06-10,2021,406,42,210,154
ESP,2603,EHB,2016-06-10,2022,306,21,142,143
ESP,2603,EHB,2016-06-10,2023,343,27,177,139
ESP,2605,CDC|JxCat,2017-11-22,2017,82,25,4,53
ESP,2605,CDC|JxCat,2017-11-22,2018,371,55,16,300
ESP,2605,CDC|JxCat,2017-11-22,2019,284,8,9,267
ESP,2605,CDC|JxCat,2017-11-22,2020,92,9,8,75
ESP,2605,CDC|JxCat,2017-11-22,2021,150,11,37,102
ESP,2605,CDC|JxCat,2017-11-22,2022,287,21,113,153
ESP,2605,CDC|JxCat,2017-11-22,2023,356,24,152,180
ESP,2606,ECP,2017-01-13,2017,195,166,25,4
ESP,2606,ECP,2017-01-13,2018,205,110,44,51
ESP,2606,ECP,2017-01-13,2019,243,69,69,105
ESP,2606,ECP,2017-01-13,2020,348,138,124,86
ESP,2606,ECP,2017-01-13,2021,576,236,197,143
ESP,2606,ECP,2017-01-13,2022,616,156,269,191
ESP,2606,ECP,2017-01-13,2023,726,166,347,213
ESP,2607,C|AV,2013-03-09,2013,27,27,0,0
ESP,2607,C|AV,2013-03-09,2014,49,49,0,0
ESP,2607,C|AV,2013-03-09,2015,48,45,3,0
ESP,2607,C|AV,2013-03-09,2016,229,217,12,0
ESP,2607,C|AV,2013-03-09,2017,235,184,45,6
ESP,2607,C|AV,2013-03-09,2018,271,156,54,61
ESP,2607,C|AV,2013-03-09,2019,543,257,156,130
ESP,2607,C|AV,2013-03-09,2020,369,155,135,79
ESP,2607,C|AV,2013-03-09,2021,242,70,81,91
ESP,2607,C|AV,2013-03-09,2022,268,35,131,102
ESP,2607,C|AV,2013-03-09,2023,463,55,254,154
ESP,2792,CUP,2013-06-10,2013,2,2,0,0
ESP,2792,CUP,2013-06-10,2016,2,2,0,0
ESP,2792,CUP,2013-06-10,2017,251,220,9,22
ESP,2792,CUP,2013-06-10,2018,307,211,67,29
ESP,2792,CUP,2013-06-10,2019,207,89,62,56
ESP,2792,CUP,2013-06-10,2020,204,41,100,63
ESP,2792,CUP,2013-06-10,2021,168,35,61,72
ESP,2792,CUP,2013-06-10,2022,116,26,51,39
ESP,2792,CUP,2013-06-10,2023,199,36,87,76
ESP,2804,Equo,2015-06-30,2015,31,31,0,0
ESP,2804,Equo,2015-06-30,2016,37,36,1,0
ESP,2804,Equo,2015-06-30,2017,34,32,2,0
ESP,2804,Equo,2015-06-30,2018,60,37,5,18
ESP,2804,Equo,2015-06-30,2019,106,76,18,12
ESP,2804,Equo,2015-06-30,2020,184,127,44,13
ESP,2804,Equo,2015-06-30,2021,131,66,42,23
ESP,2804,Equo,2015-06-30,2022,109,50,35,24
ESP,2804,Equo,2015-06-30,2023,118,34,63,21
ESP,385,Bai,2016-02-11,2016,99,98,1,0
ESP,385,Bai,2016-02-11,2017,84,83,1,0
ESP,385,Bai,2016-02-11,2018,106,97,8,1
ESP,385,Bai,2016-02-11,2019,309,206,98,5
ESP,385,Bai,2016-02-11,2020,464,81,368,15
ESP,385,Bai,2016-02-11,2021,648,104,480,64
ESP,385,Bai,2016-02-11,2022,420,82,245,93
ESP,385,Bai,2016-02-11,2023,671,90,462,119
ESP,520,BNG,2016-08-16,2016,127,116,11,0
ESP,520,BNG,2016-08-16,2017,84,78,4,2
ESP,520,BNG,2016-08-16,2018,131,115,4,12
ESP,520,BNG,2016-08-16,2019,243,140,87,16
ESP,520,BNG,2016-08-16,2020,693,352,317,24
ESP,520,BNG,2016-08-16,2021,462,278,144,40
ESP,520,BNG,2016-08-16,2022,508,283,177,48
ESP,520,BNG,2016-08-16,2023,880,466,313,101
ESP,551,UPyD,2016-06-07,2016,79,78,1,0
ESP,551,UPyD,2016-06-07,2017,146,122,7,17
ESP,551,UPyD,2016-06-07,2018,135,82,18,35
ESP,551,UPyD,2016-06-07,2019,58,36,11,11
ESP,551,UPyD,2016-06-07,2020,137,85,45,7
ESP,645,AP-P,2014-02-25,2014,6,6,0,0
ESP,645,AP-P,2014-02-25,2015,102,101,1,0
ESP,645,AP-P,2014-02-25,2016,172,170,2,0
ESP,645,AP-P,2014-02-25,2017,285,228,45,12
ESP,645,AP-P,2014-02-25,2018,382,273,72,37
ESP,645,AP-P,2014-02-25,2019,644,545,40,59
ESP,645,AP-P,2014-02-25,2020,470,312,140,18
ESP,645,AP-P,2014-02-25,2021,607,347,219,41
ESP,645,AP-P,2014-02-25,2022,499,162,269,68
ESP,645,AP-P,2014-02-25,2023,516,60,335,121
ESP,757,ERC,2014-03-11,2014,172,171,1,0
ESP,757,ERC,2014-03-11,2015,466,460,6,0
ESP,757,ERC,2014-03-11,2016,168,154,14,0
ESP,757,ERC,2014-03-11,2017,158,96,37,25
ESP,757,ERC,2014-03-11,2018,169,95,30,44
ESP,757,ERC,2014-03-11,2019,258,94,58,106
ESP,757,ERC,2014-03-11,2020,205,87,25,93
ESP,757,ERC,2014-03-11,2021,206,29,28,149
ESP,757,ERC,2014-03-11,2022,128,13,36,79
ESP,757,ERC,2014-03-11,2023,229,6,154,69
ESP,845,EA,2022-05-22,2022,49,32,5,12
ESP,845,EA,2022-05-22,2023,195,51,38,106
ESP,902,PSOE,2014-04-26,2014,13,13,0,0
ESP,902,PSOE,2014-04-26,2015,125,118,7,0
ESP,902,PSOE,2014-04-26,2016,126,118,8,0
ESP,902,PSOE,2014-04-26,2017,456,354,48,54
ESP,902,PSOE,2014-04-26,2018,179,51,53,75
ESP,902,PSOE,2014-04-26,2019,596,102,232,262
ESP,902,PSOE,2014-04-26,2020,601,57,267,277
ESP,902,PSOE,2014-04-26,2021,559,136,209,214
ESP,902,PSOE,2014-04-26,2022,196,9,86,101
ESP,902,PSOE,2014-04-26,2023,260,16,159,85
EST,113,ERe,2013-08-03,2013,16,16,0,0
EST,113,ERe,2013-08-03,2014,2,2,0,0
EST,113,ERe,2013-08-03,2015,34,32,2,0
EST,113,ERe,2013-08-03,2016,71,66,5,0
EST,113,ERe,2013-08-03,2017,88,69,13,6
EST,113,ERe,2013-08-03,2018,10,9,0,1
EST,113,ERe,2013-08-03,2019,153,89,16,48
EST,113,ERe,2013-08-03,2020,143,90,10,43
EST,113,ERe,2013-08-03,2021,101,58,5,38
EST,113,ERe,2013-08-03,2022,78,26,20,32
EST,113,ERe,2013-08-03,2023,67,22,22,23
EST,1137,EK,2020-06-26,2020,141,83,16,42
EST,1137,EK,2020-06-26,2021,310,164,81,65
EST,1137,EK,2020-06-26,2022,184,72,39,73
EST,1137,EK,2020-06-26,2023,163,49,69,45
EST,1448,SDE|M,2018-02-16,2018,194,145,4,45
EST,1448,SDE|M,2018-02-16,2019,74,46,6,22
EST,1448,SDE|M,2018-02-16,2020,38,25,1,12
EST,1448,SDE|M,2018-02-16,2021,168,135,19,14
EST,1448,SDE|M,2018-02-16,2022,198,142,16,40
EST,1448,SDE|M,2018-02-16,2023,187,135,38,14
EST,1597,IRL,2016-10-22,2016,8,6,2,0
EST,1597,IRL,2016-10-22,2017,41,36,4,1
EST,1597,IRL,2016-10-22,2018,67,57,8,2
EST,1597,IRL,2016-10-22,2019,76,63,8,5
EST,1597,IRL,2016-10-22,2020,20,16,2,2
EST,1597,IRL,2016-10-22,2021,4,4,0,0
EST,1597,IRL,2016-10-22,2022,19,15,1,3
EST,1597,IRL,2016-10-22,2023,4,3,0,1
EST,219,EER,2017-04-22,2017,19,18,0,1
EST,219,EER,2017-04-22,2018,21,16,3,2
EST,219,EER,2017-04-22,2019,38,23,5,10
EST,219,EER,2017-04-22,2020,28,21,1,6
EST,219,EER,2017-04-22,2021,127,102,5,20
EST,219,EER,2017-04-22,2022,75,51,9,15
EST,219,EER,2017-04-22,2023,101,86,7,8
EST,2720,E200,2018-08-10,2018,43,34,0,9
EST,2720,E200,2018-08-10,2019,2,1,0,1
EST,2720,E200,2018-08-10,2020,15,6,9,0
EST,2720,E200,2018-08-10,2021,110,69,24,17
EST,2720,E200,2018-08-10,2022,166,75,72,19
EST,2720,E200,2018-08-10,2023,62,20,29,13
FIN,1062,VIHR,2013-12-03,2013,4,4,0,0
FIN,1062,VIHR,2013-12-03,2014,104,103,1,0
FIN,1062,VIHR,2013-12-03,2015,98,98,0,0
FIN,1062,VIHR,2013-12-03,2016,63,60,3,0
FIN,1062,VIHR,2013-12-03,2017,202,160,35,7
FIN,1062,VIHR,2013-12-03,2018,237,181,33,23
FIN,1062,VIHR,2013-12-03,2019,238,185,27,26
FIN,1062,VIHR,2013-12-03,2020,249,188,33,28
FIN,1062,VIHR,2013-12-03,2021,329,183,83,63
FIN,1062,VIHR,2013-12-03,2022,356,179,107,70
FIN,1062,VIHR,2013-12-03,2023,300,129,109,62
FIN,1118,KOK,2014-05-09,2014,34,34,0,0
FIN,1118,KOK,2014-05-09,2015,63,63,0,0
FIN,1118,KOK,2014-05-09,2016,235,213,22,0
FIN,1118,KOK,2014-05-09,2017,336,279,46,11
FIN,1118,KOK,2014-05-09,2018,241,201,28,12
FIN,1118,KOK,2014-05-09,2019,161,105,29,27
FIN,1118,KOK,2014-05-09,2020,200,163,25,12
FIN,1118,KOK,2014-05-09,2021,187,116,60,11
FIN,1118,KOK,2014-05-09,2022,217,108,64,45
FIN,1118,KOK,2014-05-09,2023,236,113,47,76
FIN,1292,DL|VAS,2014-05-07,2014,143,142,1,0
FIN,1292,DL|VAS,2014-05-07,2015,235,235,0,0
FIN,1292,DL|VAS,2014-05-07,2016,293,290,3,0
FIN,1292,DL|VAS,2014-05-07,2017,176,170,4,2
FIN,1292,DL|VAS,2014-05-07,2018,218,184,13,21
FIN,1292,DL|VAS,2014-05-07,2019,161,126,12,23
FIN,1292,DL|VAS,2014-05-07,2020,72,68,2,2
FIN,1292,DL|VAS,2014-05-07,2021,159,108,16,35
FIN,1292,DL|VAS,2014-05-07,2022,267,218,3,46
FIN,1292,DL|VAS,2014-05-07,2023,405,314,55,36
FIN,1463,KD,2015-01-26,2015,65,63,2,0
FIN,1463,KD,2015-01-26,2016,87,87,0,0
FIN,1463,KD,2015-01-26,2017,103,103,0,0
FIN,1463,KD,2015-01-26,2018,83,74,0,9
FIN,1463,KD,2015-01-26,2019,68,52,4,12
FIN,1463,KD,2015-01-26,2020,30,19,9,2
FIN,1463,KD,2015-01-26,2021,37,21,13,3
FIN,1463,KD,2015-01-26,2022,64,41,11,12
FIN,1463,KD,2015-01-26,2023,120,86,12,22
FIN,200,SP|P,2018-03-08,2018,123,114,9,0
FIN,200,SP|P,2018-03-08,2019,71,56,3,12
FIN,200,SP|P,2018-03-08,2020,54,44,3,7
FIN,200,SP|P,2018-03-08,2021,66,60,6,0
FIN,200,SP|P,2018-03-08,2022,122,84,34,4
FIN,200,SP|P,2018-03-08,2023,144,99,36,9
FIN,2801,LN,2018-07-11,2018,30,15,5,10
FIN,2801,LN,2018-07-11,2019,56,42,12,2
FIN,2801,LN,2018-07-11,2020,175,112,60,3
FIN,2801,LN,2018-07-11,2021,365,252,104,9
FIN,2801,LN,2018-07-11,2022,264,151,97,16
FIN,2801,LN,2018-07-11,2023,63,42,11,10
FIN,395,SSDP,2015-01-12,2015,52,43,9,0
FIN,395,SSDP,2015-01-12,2016,113,108,5,0
FIN,395,SSDP,2015-01-12,2017,346,304,37,5
FIN,395,SSDP,2015-01-12,2018,401,316,56,29
FIN,395,SSDP,2015-01-12,2019,524,412,58,54
FIN,395,SSDP,2015-01-12,2020,358,276,49,33
FIN,395,SSDP,2015-01-12,2021,441,323,79,39
FIN,395,SSDP,2015-01-12,2022,353,254,45,54
FIN,395,SSDP,2015-01-12,2023,425,299,70,56
FIN,585,RKP-SFP,2013-11-06,2013,7,7,0,0
FIN,585,RKP-SFP,2013-11-06,2014,21,21,0,0
FIN,585,RKP-SFP,2013-11-06,2015,22,22,0,0
FIN,585,RKP-SFP,2013-11-06,2016,284,282,2,0
FIN,585,RKP-SFP,2013-11-06,2017,228,220,5,3
FIN,585,RKP-SFP,2013-11-06,2018,128,109,9,10
FIN,585,RKP-SFP,2013-11-06,2019,232,141,26,65
FIN,585,RKP-SFP,2013-11-06,2020,245,178,23,44
FIN,585,RKP-SFP,2013-11-06,2021,465,285,67,113
FIN,585,RKP-SFP,2013-11-06,2022,331,227,39,65
FIN,585,RKP-SFP,2013-11-06,2023,334,172,65,97
FIN,94,KESK,2015-12-08,2015,16,15,1,0
FIN,94,KESK,2015-12-08,2016,181,175,6,0
FIN,94,KESK,2015-12-08,2017,254,222,22,10
FIN,94,KESK,2015-12-08,2018,241,182,14,45
FIN,94,KESK,2015-12-08,2019,189,144,12,33
FIN,94,KESK,2015-12-08,2020,87,60,19,8
FIN,94,KESK,2015-12-08,2021,91,70,19,2
FIN,94,KESK,2015-12-08,2022,166,107,12,47
FIN,94,KESK,2015-12-08,2023,149,81,45,23
FRA,1058,NC,2020-10-04,2020,68,25,43,0
FRA,1058,NC,2020-10-04,2021,156,41,113,2
FRA,1058,NC,2020-10-04,2022,139,49,78,12
FRA,1058,NC,2020-10-04,2023,154,47,101,6
FRA,1492,PRG,2020-10-29,2020,9,6,2,1
FRA,1492,PRG,2020-10-29,2021,24,12,5,7
FRA,1492,PRG,2020-10-29,2022,13,5,2,6
FRA,1492,PRG,2020-10-29,2023,11,2,5,4
FRA,1539,PS,2012-03-01,2012,27,27,0,0
FRA,1539,PS,2012-03-01,2014,164,78,86,0
FRA,1539,PS,2012-03-01,2015,27,26,1,0
FRA,1539,PS,2012-03-01,2016,83,83,0,0
FRA,1539,PS,2012-03-01,2017,72,62,8,2
FRA,1539,PS,2012-03-01,2018,7,0,0,7
FRA,1539,PS,2012-03-01,2019,182,94,66,22
FRA,1539,PS,2012-03-01,2020,207,95,47,65
FRA,1539,PS,2012-03-01,2021,91,26,30,35
FRA,1539,PS,2012-03-01,2022,51,22,13,16
FRA,1539,PS,2012-03-01,2023,193,63,69,61
FRA,2078,AC,2018-10-31,2018,39,33,6,0
FRA,2078,AC,2018-10-31,2019,33,22,5,6
FRA,2078,AC,2018-10-31,2020,19,19,0,0
FRA,2273,UDI,2019-08-28,2019,7,2,2,3
FRA,2273,UDI,2019-08-28,2020,22,2,19,1
FRA,2273,UDI,2019-08-28,2021,76,31,45,0
FRA,2273,UDI,2019-08-28,2022,26,21,5,0
FRA,2273,UDI,2019-08-28,2023,112,56,56,0
FRA,2399,DLR|DLF,2015-05-12,2015,24,24,0,0
FRA,2399,DLR|DLF,2015-05-12,2016,75,75,0,0
FRA,2399,DLR|DLF,2015-05-12,2017,95,66,5,24
FRA,2399,DLR|DLF,2015-05-12,2018,53,31,1,21
FRA,2399,DLR|DLF,2015-05-12,2019,77,32,4,41
FRA,2399,DLR|DLF,2015-05-12,2020,224,159,40,25
FRA,2399,DLR|DLF,2015-05-12,2021,589,416,84,89
FRA,2399,DLR|DLF,2015-05-12,2022,378,245,69,64
FRA,2399,DLR|DLF,2015-05-12,2023,479,245,202,32
FRA,2643,REM|R,2016-04-06,2016,104,97,7,0
FRA,2643,REM|R,2016-04-06,2017,178,105,65,8
FRA,2643,REM|R,2016-04-06,2018,89,30,49,10
FRA,2643,REM|R,2016-04-06,2019,435,90,276,69
FRA,2643,REM|R,2016-04-06,2020,258,128,61,69
FRA,2643,REM|R,2016-04-06,2021,224,98,98,28
FRA,2643,REM|R,2016-04-06,2022,313,126,159,28
FRA,2643,REM|R,2016-04-06,2023,280,135,110,35
FRA,2644,FI,2019-05-17,2019,63,63,0,0
FRA,2644,FI,2019-05-17,2020,35,9,18,8
FRA,2644,FI,2019-05-17,2021,78,9,39,30
FRA,2644,FI,2019-05-17,2022,222,136,35,51
FRA,2644,FI,2019-05-17,2023,743,279,271,193
FRA,270,FN,2019-01-13,2019,207,69,59,79
FRA,270,FN,2019-01-13,2020,81,50,21,10
FRA,270,FN,2019-01-13,2021,102,60,28,14
FRA,270,FN,2019-01-13,2022,267,109,92,66
FRA,270,FN,2019-01-13,2023,762,600,122,40
FRA,2860,R!,2021-12-09,2021,22,18,3,1
FRA,2860,R!,2021-12-09,2022,316,223,41,52
FRA,2860,R!,2021-12-09,2023,480,225,86,169
FRA,401,PR,2020-01-27,2020,9,8,0,1
FRA,401,PR,2020-01-27,2021,14,11,3,0
FRA,401,PR,2020-01-27,2022,8,5,3,0
FRA,401,PR,2020-01-27,2023,29,9,20,0
FRA,509,UDF|MD,2012-02-26,2012,450,450,0,0
FRA,509,UDF|MD,2012-02-26,2013,9,9,0,0
FRA,509,UDF|MD,2012-02-26,2014,5,5,0,0
FRA,509,UDF|MD,2012-02-26,2015,32,32,0,0
FRA,509,UDF|MD,2012-02-26,2016,5,5,0,0
FRA,509,UDF|MD,2012-02-26,2017,64,63,0,1
FRA,509,UDF|MD,2012-02-26,2018,34,28,0,6
FRA,509,UDF|MD,2012-02-26,2019,59,49,1,9
FRA,509,UDF|MD,2012-02-26,2020,63,52,7,4
FRA,509,UDF|MD,2012-02-26,2021,69,34,18,17
FRA,509,UDF|MD,2012-02-26,2022,74,20,28,26
FRA,509,UDF|MD,2012-02-26,2023,85,30,29,26
FRA,658,UMP|LR,2015-05-29,2015,153,145,8,0
FRA,658,UMP|LR,2015-05-29,2016,63,63,0,0
FRA,658,UMP|LR,2015-05-29,2017,98,49,14,35
FRA,658,UMP|LR,2015-05-29,2018,9,1,1,7
FRA,658,UMP|LR,2015-05-29,2019,140,19,44,77
FRA,658,UMP|LR,2015-05-29,2020,608,267,270,71
FRA,658,UMP|LR,2015-05-29,2021,1380,796,386,198
FRA,658,UMP|LR,2015-05-29,2022,1709,1209,369,131
FRA,658,UMP|LR,2015-05-29,2023,144,70,49,25
FRA,686,PCF,2014-01-24,2014,4,4,0,0
FRA,686,PCF,2014-01-24,2017,51,36,3,12
FRA,686,PCF,2014-01-24,2018,33,22,3,8
FRA,686,PCF,2014-01-24,2019,59,42,6,11
FRA,686,PCF,2014-01-24,2020,104,59,30,15
FRA,686,PCF,2014-01-24,2021,88,38,29,21
FRA,686,PCF,2014-01-24,2022,88,33,22,33
FRA,686,PCF,2014-01-24,2023,60,40,6,14
FRA,873,V,2020-04-27,2020,47,25,1,21
FRA,873,V,2020-04-27,2021,222,88,35,99
FRA,873,V,2020-04-27,2022,245,113,15,117
FRA,873,V,2020-04-27,2023,232,106,26,100
GBR,1023,SDLP,2016-03-04,2016,32,32,0,0
GBR,1023,SDLP,2016-03-04,2017,13,13,0,0
GBR,1023,SDLP,2016-03-04,2019,35,20,15,0
GBR,1023,SDLP,2016-03-04,2020,81,47,33,1
GBR,1023,SDLP,2016-03-04,2021,164,84,69,11
GBR,1023,SDLP,2016-03-04,2022,232,85,133,14
GBR,1023,SDLP,2016-03-04,2023,198,108,84,6
GBR,1210,UUP,2017-10-12,2017,58,58,0,0
GBR,1210,UUP,2017-10-12,2021,118,69,40,9
GBR,1210,UUP,2017-10-12,2022,54,35,16,3
GBR,1210,UUP,2017-10-12,2023,43,23,18,2
GBR,1272,UKIP,2018-08-02,2018,14,9,0,5
GBR,1272,UKIP,2018-08-02,2019,42,38,1,3
GBR,1272,UKIP,2018-08-02,2020,61,59,2,0
GBR,1272,UKIP,2018-08-02,2021,226,171,46,9
GBR,1272,UKIP,2018-08-02,2022,175,150,21,4
GBR,1272,UKIP,2018-08-02,2023,159,143,13,3
GBR,1284,SNP,2018-10-09,2018,11,4,3,4
GBR,1284,SNP,2018-10-09,2019,97,29,36,32
GBR,1284,SNP,2018-10-09,2020,47,33,6,8
GBR,1284,SNP,2018-10-09,2021,422,233,184,5
GBR,1284,SNP,2018-10-09,2022,340,158,172,10
GBR,1284,SNP,2018-10-09,2023,416,250,151,15
GBR,1556,Lab,2012-11-13,2012,3,3,0,0
GBR,1556,Lab,2012-11-13,2013,81,79,2,0
GBR,1556,Lab,2012-11-13,2014,137,122,15,0
GBR,1556,Lab,2012-11-13,2015,81,76,5,0
GBR,1556,Lab,2012-11-13,2017,200,135,34,31
GBR,1556,Lab,2012-11-13,2018,236,147,23,66
GBR,1556,Lab,2012-11-13,2019,370,193,124,53
GBR,1556,Lab,2012-11-13,2020,519,285,190,44
GBR,1556,Lab,2012-11-13,2021,550,332,187,31
GBR,1556,Lab,2012-11-13,2022,422,294,102,26
GBR,1556,Lab,2012-11-13,2023,636,345,267,24
GBR,2729,BP,2019-04-06,2019,239,118,65,56
GBR,2729,BP,2019-04-06,2020,124,96,3,25
GBR,2729,BP,2019-04-06,2021,236,131,48,57
GBR,2729,BP,2019-04-06,2022,203,73,120,10
GBR,2729,BP,2019-04-06,2023,475,173,293,9
GBR,2731,APoNI,2020-04-09,2020,48,21,26,1
GBR,2731,APoNI,2020-04-09,2021,206,90,71,45
GBR,2731,APoNI,2020-04-09,2022,229,99,125,5
GBR,2731,APoNI,2020-04-09,2023,162,73,82,7
GBR,311,Plaid,2015-03-31,2015,22,22,0,0
GBR,311,Plaid,2015-03-31,2017,34,33,1,0
GBR,311,Plaid,2015-03-31,2018,94,82,1,11
GBR,311,Plaid,2015-03-31,2019,139,114,4,21
GBR,311,Plaid,2015-03-31,2020,94,58,26,10
GBR,311,Plaid,2015-03-31,2021,237,81,39,117
GBR,311,Plaid,2015-03-31,2022,276,98,77,101
GBR,311,Plaid,2015-03-31,2023,365,90,136,139
