country_name_short,party_id,party_name_short,yt_page_created,year,yt_videos_n_yearly
CZE,1173,KSCM,2014-01-18,2022,13
CZE,1173,KSCM,2014-01-18,2023,37
CZE,1245,KDU-CSL,2007-09-17,2007,8
CZE,1245,KDU-CSL,2007-09-17,2008,17
CZE,1245,KDU-CSL,2007-09-17,2009,94
CZE,1245,KDU-CSL,2007-09-17,2010,23
CZE,1245,KDU-CSL,2007-09-17,2011,19
CZE,1245,KDU-CSL,2007-09-17,2012,42
CZE,1245,KDU-CSL,2007-09-17,2013,51
CZE,1245,KDU-CSL,2007-09-17,2014,12
CZE,1245,KDU-CSL,2007-09-17,2015,74
CZE,1245,KDU-CSL,2007-09-17,2016,31
CZE,1245,KDU-CSL,2007-09-17,2017,47
CZE,1245,KDU-CSL,2007-09-17,2018,19
CZE,1245,KDU-CSL,2007-09-17,2019,13
CZE,1245,KDU-CSL,2007-09-17,2020,38
CZE,1245,KDU-CSL,2007-09-17,2021,1
CZE,1245,KDU-CSL,2007-09-17,2022,20
CZE,1245,KDU-CSL,2007-09-17,2023,20
CZE,196,SZ,2009-08-28,2013,25
CZE,196,SZ,2009-08-28,2014,26
CZE,196,SZ,2009-08-28,2015,7
CZE,196,SZ,2009-08-28,2016,6
CZE,196,SZ,2009-08-28,2017,48
CZE,196,SZ,2009-08-28,2018,10
CZE,196,SZ,2009-08-28,2019,4
CZE,196,SZ,2009-08-28,2020,19
CZE,196,SZ,2009-08-28,2021,19
CZE,196,SZ,2009-08-28,2022,7
CZE,196,SZ,2009-08-28,2023,4
CZE,2,TOP09,2009-06-06,2009,108
CZE,2,TOP09,2009-06-06,2010,280
CZE,2,TOP09,2009-06-06,2011,227
CZE,2,TOP09,2009-06-06,2012,155
CZE,2,TOP09,2009-06-06,2013,203
CZE,2,TOP09,2009-06-06,2014,216
CZE,2,TOP09,2009-06-06,2015,202
CZE,2,TOP09,2009-06-06,2016,345
CZE,2,TOP09,2009-06-06,2017,251
CZE,2,TOP09,2009-06-06,2018,240
CZE,2,TOP09,2009-06-06,2019,114
CZE,2,TOP09,2009-06-06,2020,153
CZE,2,TOP09,2009-06-06,2021,101
CZE,2,TOP09,2009-06-06,2022,7
CZE,2,TOP09,2009-06-06,2023,68
CZE,2024,STAN,2009-05-14,2009,2
CZE,2024,STAN,2009-05-14,2012,2
CZE,2024,STAN,2009-05-14,2013,33
CZE,2024,STAN,2009-05-14,2014,37
CZE,2024,STAN,2009-05-14,2015,45
CZE,2024,STAN,2009-05-14,2016,45
CZE,2024,STAN,2009-05-14,2017,97
CZE,2024,STAN,2009-05-14,2018,57
CZE,2024,STAN,2009-05-14,2019,50
CZE,2024,STAN,2009-05-14,2020,86
CZE,2024,STAN,2009-05-14,2021,89
CZE,2024,STAN,2009-05-14,2022,51
CZE,2024,STAN,2009-05-14,2023,44
CZE,2261,Pi,2009-06-20,2009,6
CZE,2261,Pi,2009-06-20,2010,12
CZE,2261,Pi,2009-06-20,2011,8
CZE,2261,Pi,2009-06-20,2012,52
CZE,2261,Pi,2009-06-20,2013,39
CZE,2261,Pi,2009-06-20,2014,24
CZE,2261,Pi,2009-06-20,2015,10
CZE,2261,Pi,2009-06-20,2016,16
CZE,2261,Pi,2009-06-20,2017,54
CZE,2261,Pi,2009-06-20,2018,102
CZE,2261,Pi,2009-06-20,2019,49
CZE,2261,Pi,2009-06-20,2020,68
CZE,2261,Pi,2009-06-20,2021,107
CZE,2261,Pi,2009-06-20,2022,50
CZE,2261,Pi,2009-06-20,2023,67
CZE,2263,ANO,2017-03-13,2017,9
CZE,2654,SPD,2020-07-24,2020,250
CZE,2654,SPD,2020-07-24,2021,480
CZE,2654,SPD,2020-07-24,2022,447
CZE,2654,SPD,2020-07-24,2023,644
CZE,789,CSSD,2009-06-12,2009,2
CZE,789,CSSD,2009-06-12,2010,1058
CZE,789,CSSD,2009-06-12,2011,342
CZE,789,CSSD,2009-06-12,2012,1115
CZE,789,CSSD,2009-06-12,2013,685
CZE,789,CSSD,2009-06-12,2014,551
CZE,789,CSSD,2009-06-12,2015,432
CZE,789,CSSD,2009-06-12,2016,300
CZE,789,CSSD,2009-06-12,2017,111
CZE,789,CSSD,2009-06-12,2018,57
CZE,789,CSSD,2009-06-12,2019,67
CZE,789,CSSD,2009-06-12,2020,51
CZE,789,CSSD,2009-06-12,2021,89
CZE,789,CSSD,2009-06-12,2022,50
CZE,789,CSSD,2009-06-12,2023,44
CZE,829,ODS,2009-03-10,2009,191
CZE,829,ODS,2009-03-10,2010,220
CZE,829,ODS,2009-03-10,2011,86
CZE,829,ODS,2009-03-10,2012,262
CZE,829,ODS,2009-03-10,2013,196
CZE,829,ODS,2009-03-10,2014,125
CZE,829,ODS,2009-03-10,2015,41
CZE,829,ODS,2009-03-10,2016,126
CZE,829,ODS,2009-03-10,2017,96
CZE,829,ODS,2009-03-10,2018,108
CZE,829,ODS,2009-03-10,2019,147
CZE,829,ODS,2009-03-10,2020,176
CZE,829,ODS,2009-03-10,2021,357
CZE,829,ODS,2009-03-10,2022,132
CZE,829,ODS,2009-03-10,2023,74
DEU,1180,CSU,2008-02-11,2008,14
DEU,1180,CSU,2008-02-11,2009,50
DEU,1180,CSU,2008-02-11,2010,28
DEU,1180,CSU,2008-02-11,2011,30
DEU,1180,CSU,2008-02-11,2012,95
DEU,1180,CSU,2008-02-11,2013,74
DEU,1180,CSU,2008-02-11,2014,46
DEU,1180,CSU,2008-02-11,2015,117
DEU,1180,CSU,2008-02-11,2016,77
DEU,1180,CSU,2008-02-11,2017,114
DEU,1180,CSU,2008-02-11,2018,57
DEU,1180,CSU,2008-02-11,2019,65
DEU,1180,CSU,2008-02-11,2020,55
DEU,1180,CSU,2008-02-11,2021,93
DEU,1180,CSU,2008-02-11,2022,42
DEU,1180,CSU,2008-02-11,2023,52
DEU,2253,AfD,2016-10-30,2017,102
DEU,2253,AfD,2016-10-30,2018,153
DEU,2253,AfD,2016-10-30,2019,207
DEU,2253,AfD,2016-10-30,2020,126
DEU,2253,AfD,2016-10-30,2021,467
DEU,2253,AfD,2016-10-30,2022,469
DEU,2253,AfD,2016-10-30,2023,423
DEU,2850,SSW,2016-09-05,2016,24
DEU,2850,SSW,2016-09-05,2017,7
DEU,2850,SSW,2016-09-05,2018,2
DEU,2850,SSW,2016-09-05,2020,1
DEU,2850,SSW,2016-09-05,2021,10
DEU,2850,SSW,2016-09-05,2022,5
DEU,2850,SSW,2016-09-05,2023,4
DEU,543,FDP,2006-02-16,2007,55
DEU,543,FDP,2006-02-16,2008,119
DEU,543,FDP,2006-02-16,2009,183
DEU,543,FDP,2006-02-16,2010,246
DEU,543,FDP,2006-02-16,2011,268
DEU,543,FDP,2006-02-16,2012,180
DEU,543,FDP,2006-02-16,2013,171
DEU,543,FDP,2006-02-16,2014,41
DEU,543,FDP,2006-02-16,2015,77
DEU,543,FDP,2006-02-16,2016,26
DEU,543,FDP,2006-02-16,2017,44
DEU,543,FDP,2006-02-16,2018,54
DEU,543,FDP,2006-02-16,2019,98
DEU,543,FDP,2006-02-16,2020,166
DEU,543,FDP,2006-02-16,2021,178
DEU,543,FDP,2006-02-16,2022,89
DEU,543,FDP,2006-02-16,2023,108
DEU,558,SPD,2007-10-17,2008,49
DEU,558,SPD,2007-10-17,2009,128
DEU,558,SPD,2007-10-17,2010,158
DEU,558,SPD,2007-10-17,2011,130
DEU,558,SPD,2007-10-17,2012,82
DEU,558,SPD,2007-10-17,2013,251
DEU,558,SPD,2007-10-17,2014,97
DEU,558,SPD,2007-10-17,2015,56
DEU,558,SPD,2007-10-17,2016,75
DEU,558,SPD,2007-10-17,2017,143
DEU,558,SPD,2007-10-17,2018,86
DEU,558,SPD,2007-10-17,2019,83
DEU,558,SPD,2007-10-17,2020,72
DEU,558,SPD,2007-10-17,2021,207
DEU,558,SPD,2007-10-17,2022,91
DEU,558,SPD,2007-10-17,2023,215
DEU,772,B90/Gru,2006-05-25,2008,176
DEU,772,B90/Gru,2006-05-25,2009,386
DEU,772,B90/Gru,2006-05-25,2010,67
DEU,772,B90/Gru,2006-05-25,2011,95
DEU,772,B90/Gru,2006-05-25,2012,67
DEU,772,B90/Gru,2006-05-25,2013,113
DEU,772,B90/Gru,2006-05-25,2014,54
DEU,772,B90/Gru,2006-05-25,2015,38
DEU,772,B90/Gru,2006-05-25,2016,52
DEU,772,B90/Gru,2006-05-25,2017,134
DEU,772,B90/Gru,2006-05-25,2018,188
DEU,772,B90/Gru,2006-05-25,2019,32
DEU,772,B90/Gru,2006-05-25,2020,97
DEU,772,B90/Gru,2006-05-25,2021,60
DEU,772,B90/Gru,2006-05-25,2022,72
DEU,772,B90/Gru,2006-05-25,2023,93
DEU,791,PDS|Li,2006-09-20,2008,1
DEU,791,PDS|Li,2006-09-20,2009,109
DEU,791,PDS|Li,2006-09-20,2010,106
DEU,791,PDS|Li,2006-09-20,2011,137
DEU,791,PDS|Li,2006-09-20,2012,115
DEU,791,PDS|Li,2006-09-20,2013,103
DEU,791,PDS|Li,2006-09-20,2014,114
DEU,791,PDS|Li,2006-09-20,2015,101
DEU,791,PDS|Li,2006-09-20,2016,115
DEU,791,PDS|Li,2006-09-20,2017,137
DEU,791,PDS|Li,2006-09-20,2018,133
DEU,791,PDS|Li,2006-09-20,2019,148
DEU,791,PDS|Li,2006-09-20,2020,138
DEU,791,PDS|Li,2006-09-20,2021,189
DEU,791,PDS|Li,2006-09-20,2022,101
DEU,791,PDS|Li,2006-09-20,2023,134
DEU,808,CDU,2008-08-05,2008,47
DEU,808,CDU,2008-08-05,2009,183
DEU,808,CDU,2008-08-05,2010,83
DEU,808,CDU,2008-08-05,2011,128
DEU,808,CDU,2008-08-05,2012,110
DEU,808,CDU,2008-08-05,2013,223
DEU,808,CDU,2008-08-05,2014,203
DEU,808,CDU,2008-08-05,2015,163
DEU,808,CDU,2008-08-05,2016,142
DEU,808,CDU,2008-08-05,2017,164
DEU,808,CDU,2008-08-05,2018,206
DEU,808,CDU,2008-08-05,2019,159
DEU,808,CDU,2008-08-05,2020,89
DEU,808,CDU,2008-08-05,2021,253
DEU,808,CDU,2008-08-05,2022,155
DEU,808,CDU,2008-08-05,2023,136
DNK,1418,DF,2016-12-20,2020,7
DNK,1418,DF,2016-12-20,2021,19
DNK,1418,DF,2016-12-20,2022,36
DNK,1418,DF,2016-12-20,2023,28
DNK,1605,V,2007-10-02,2010,51
DNK,1605,V,2007-10-02,2011,88
DNK,1605,V,2007-10-02,2012,10
DNK,1605,V,2007-10-02,2013,16
DNK,1605,V,2007-10-02,2014,19
DNK,1605,V,2007-10-02,2015,27
DNK,1605,V,2007-10-02,2016,5
DNK,1605,V,2007-10-02,2017,8
DNK,1605,V,2007-10-02,2018,15
DNK,1605,V,2007-10-02,2019,80
DNK,1605,V,2007-10-02,2020,53
DNK,1605,V,2007-10-02,2021,22
DNK,1605,V,2007-10-02,2022,55
DNK,1605,V,2007-10-02,2023,15
DNK,1629,Sd,2007-06-11,2008,1
DNK,1629,Sd,2007-06-11,2011,13
DNK,1629,Sd,2007-06-11,2012,1
DNK,1629,Sd,2007-06-11,2013,211
DNK,1629,Sd,2007-06-11,2014,156
DNK,1629,Sd,2007-06-11,2015,202
DNK,1629,Sd,2007-06-11,2016,188
DNK,1629,Sd,2007-06-11,2017,156
DNK,1629,Sd,2007-06-11,2018,117
DNK,1629,Sd,2007-06-11,2019,53
DNK,1629,Sd,2007-06-11,2020,7
DNK,1629,Sd,2007-06-11,2021,17
DNK,1629,Sd,2007-06-11,2022,3
DNK,1644,SF,2007-07-13,2014,5
DNK,1644,SF,2007-07-13,2015,1
DNK,1644,SF,2007-07-13,2016,1
DNK,1644,SF,2007-07-13,2017,21
DNK,1644,SF,2007-07-13,2018,9
DNK,1644,SF,2007-07-13,2019,15
DNK,1644,SF,2007-07-13,2020,3
DNK,1644,SF,2007-07-13,2021,23
DNK,1644,SF,2007-07-13,2022,25
DNK,1644,SF,2007-07-13,2023,3
DNK,1891,IA,2014-11-03,2014,5
DNK,1891,IA,2014-11-03,2015,6
DNK,1891,IA,2014-11-03,2016,4
DNK,1891,IA,2014-11-03,2017,10
DNK,1891,IA,2014-11-03,2018,4
DNK,1891,IA,2014-11-03,2019,5
DNK,1891,IA,2014-11-03,2020,1
DNK,1891,IA,2014-11-03,2021,2
DNK,1891,IA,2014-11-03,2023,1
DNK,1892,Sbf,2017-11-20,2017,11
DNK,1892,Sbf,2017-11-20,2018,10
DNK,1892,Sbf,2017-11-20,2019,10
DNK,1892,Sbf,2017-11-20,2022,1
DNK,1894,Jf,2013-12-12,2013,2
DNK,1894,Jf,2013-12-12,2014,5
DNK,1894,Jf,2013-12-12,2015,4
DNK,1894,Jf,2013-12-12,2016,7
DNK,1894,Jf,2013-12-12,2017,6
DNK,1894,Jf,2013-12-12,2018,2
DNK,1894,Jf,2013-12-12,2019,6
DNK,1894,Jf,2013-12-12,2020,7
DNK,1894,Jf,2013-12-12,2021,9
DNK,1894,Jf,2013-12-12,2022,12
DNK,1894,Jf,2013-12-12,2023,8
DNK,211,RV,2006-12-03,2006,2
DNK,211,RV,2006-12-03,2007,8
DNK,211,RV,2006-12-03,2008,6
DNK,211,RV,2006-12-03,2009,9
DNK,211,RV,2006-12-03,2010,5
DNK,211,RV,2006-12-03,2011,12
DNK,211,RV,2006-12-03,2012,3
DNK,211,RV,2006-12-03,2013,2
DNK,211,RV,2006-12-03,2014,1
DNK,211,RV,2006-12-03,2015,20
DNK,211,RV,2006-12-03,2016,8
DNK,211,RV,2006-12-03,2017,33
DNK,211,RV,2006-12-03,2018,50
DNK,211,RV,2006-12-03,2019,166
DNK,211,RV,2006-12-03,2020,116
DNK,211,RV,2006-12-03,2021,115
DNK,211,RV,2006-12-03,2022,39
DNK,211,RV,2006-12-03,2023,95
DNK,2567,A,2014-07-15,2014,38
DNK,2567,A,2014-07-15,2015,158
DNK,2567,A,2014-07-15,2016,4
DNK,2567,A,2014-07-15,2017,8
DNK,2567,A,2014-07-15,2018,6
DNK,2567,A,2014-07-15,2019,34
DNK,2567,A,2014-07-15,2020,21
DNK,2567,A,2014-07-15,2021,19
DNK,2567,A,2014-07-15,2022,59
DNK,2567,A,2014-07-15,2023,5
DNK,2568,TRUE,2022-03-06,2022,2
DNK,2781,NB,2018-10-21,2018,11
DNK,2781,NB,2018-10-21,2019,30
DNK,2781,NB,2018-10-21,2020,58
DNK,2781,NB,2018-10-21,2021,36
DNK,2781,NB,2018-10-21,2022,17
DNK,2781,NB,2018-10-21,2023,35
DNK,2887,M,2021-08-16,2022,80
DNK,2887,M,2021-08-16,2023,14
DNK,2888,AE,2022-07-28,2022,17
DNK,2888,AE,2022-07-28,2023,35
DNK,306,En-O,2018-03-08,2018,30
DNK,306,En-O,2018-03-08,2019,40
DNK,306,En-O,2018-03-08,2020,7
DNK,306,En-O,2018-03-08,2021,2
DNK,306,En-O,2018-03-08,2022,6
DNK,306,En-O,2018-03-08,2023,15
DNK,376,NLA,2008-10-07,2019,8
DNK,376,NLA,2008-10-07,2020,28
DNK,376,NLA,2008-10-07,2021,35
DNK,376,NLA,2008-10-07,2022,73
DNK,376,NLA,2008-10-07,2023,230
DNK,590,KF,2007-06-01,2014,1
DNK,590,KF,2007-06-01,2016,10
DNK,590,KF,2007-06-01,2017,46
DNK,590,KF,2007-06-01,2018,17
DNK,590,KF,2007-06-01,2019,9
DNK,590,KF,2007-06-01,2023,1
ESP,118,PCE|IU,2006-06-26,2007,2
ESP,118,PCE|IU,2006-06-26,2008,21
ESP,118,PCE|IU,2006-06-26,2009,37
ESP,118,PCE|IU,2006-06-26,2010,39
ESP,118,PCE|IU,2006-06-26,2011,65
ESP,118,PCE|IU,2006-06-26,2012,263
ESP,118,PCE|IU,2006-06-26,2013,385
ESP,118,PCE|IU,2006-06-26,2014,417
ESP,118,PCE|IU,2006-06-26,2015,488
ESP,118,PCE|IU,2006-06-26,2016,325
ESP,118,PCE|IU,2006-06-26,2017,454
ESP,118,PCE|IU,2006-06-26,2018,464
ESP,118,PCE|IU,2006-06-26,2019,291
ESP,118,PCE|IU,2006-06-26,2020,251
ESP,118,PCE|IU,2006-06-26,2021,257
ESP,118,PCE|IU,2006-06-26,2022,266
ESP,118,PCE|IU,2006-06-26,2023,128
ESP,1361,PNV,2007-05-17,2007,54
ESP,1361,PNV,2007-05-17,2008,66
ESP,1361,PNV,2007-05-17,2009,58
ESP,1361,PNV,2007-05-17,2010,153
ESP,1361,PNV,2007-05-17,2011,335
ESP,1361,PNV,2007-05-17,2012,206
ESP,1361,PNV,2007-05-17,2013,135
ESP,1361,PNV,2007-05-17,2014,360
ESP,1361,PNV,2007-05-17,2015,676
ESP,1361,PNV,2007-05-17,2016,712
ESP,1361,PNV,2007-05-17,2017,326
ESP,1361,PNV,2007-05-17,2018,415
ESP,1361,PNV,2007-05-17,2019,1680
ESP,1361,PNV,2007-05-17,2020,1522
ESP,1361,PNV,2007-05-17,2021,975
ESP,1361,PNV,2007-05-17,2022,1042
ESP,1361,PNV,2007-05-17,2023,1666
ESP,234,CC,2007-04-11,2008,295
ESP,234,CC,2007-04-11,2009,30
ESP,234,CC,2007-04-11,2010,304
ESP,234,CC,2007-04-11,2011,258
ESP,234,CC,2007-04-11,2012,36
ESP,234,CC,2007-04-11,2013,8
ESP,234,CC,2007-04-11,2014,10
ESP,234,CC,2007-04-11,2015,39
ESP,234,CC,2007-04-11,2016,136
ESP,234,CC,2007-04-11,2017,85
ESP,234,CC,2007-04-11,2018,63
ESP,234,CC,2007-04-11,2019,43
ESP,234,CC,2007-04-11,2021,85
ESP,234,CC,2007-04-11,2022,38
ESP,234,CC,2007-04-11,2023,63
ESP,2375,Cs,2006-12-23,2007,23
ESP,2375,Cs,2006-12-23,2008,220
ESP,2375,Cs,2006-12-23,2009,375
ESP,2375,Cs,2006-12-23,2010,896
ESP,2375,Cs,2006-12-23,2011,824
ESP,2375,Cs,2006-12-23,2012,906
ESP,2375,Cs,2006-12-23,2013,1175
ESP,2375,Cs,2006-12-23,2014,831
ESP,2375,Cs,2006-12-23,2015,1073
ESP,2375,Cs,2006-12-23,2016,1019
ESP,2375,Cs,2006-12-23,2017,990
ESP,2375,Cs,2006-12-23,2018,1064
ESP,2375,Cs,2006-12-23,2019,689
ESP,2375,Cs,2006-12-23,2020,709
ESP,2375,Cs,2006-12-23,2021,476
ESP,2375,Cs,2006-12-23,2022,264
ESP,2375,Cs,2006-12-23,2023,104
ESP,2376,P,2014-01-07,2014,137
ESP,2376,P,2014-01-07,2015,326
ESP,2376,P,2014-01-07,2016,244
ESP,2376,P,2014-01-07,2017,366
ESP,2376,P,2014-01-07,2018,280
ESP,2376,P,2014-01-07,2019,190
ESP,2376,P,2014-01-07,2020,196
ESP,2376,P,2014-01-07,2021,223
ESP,2376,P,2014-01-07,2022,190
ESP,2376,P,2014-01-07,2023,242
ESP,2380,Vox,2014-01-15,2014,38
ESP,2380,Vox,2014-01-15,2015,150
ESP,2380,Vox,2014-01-15,2016,204
ESP,2380,Vox,2014-01-15,2017,334
ESP,2380,Vox,2014-01-15,2018,476
ESP,2380,Vox,2014-01-15,2019,431
ESP,2380,Vox,2014-01-15,2020,385
ESP,2380,Vox,2014-01-15,2021,442
ESP,2380,Vox,2014-01-15,2022,438
ESP,2380,Vox,2014-01-15,2023,601
ESP,2603,EHB,2012-06-07,2012,380
ESP,2603,EHB,2012-06-07,2013,305
ESP,2603,EHB,2012-06-07,2014,505
ESP,2603,EHB,2012-06-07,2015,396
ESP,2603,EHB,2012-06-07,2016,266
ESP,2603,EHB,2012-06-07,2017,128
ESP,2603,EHB,2012-06-07,2018,158
ESP,2603,EHB,2012-06-07,2019,391
ESP,2603,EHB,2012-06-07,2020,343
ESP,2603,EHB,2012-06-07,2021,271
ESP,2603,EHB,2012-06-07,2022,425
ESP,2603,EHB,2012-06-07,2023,1055
ESP,2604,EM|GCE,2015-11-25,2015,25
ESP,2604,EM|GCE,2015-11-25,2016,392
ESP,2604,EM|GCE,2015-11-25,2017,460
ESP,2604,EM|GCE,2015-11-25,2018,468
ESP,2604,EM|GCE,2015-11-25,2019,268
ESP,2604,EM|GCE,2015-11-25,2020,10
ESP,2605,CDC|JxCat,2017-11-29,2018,366
ESP,2605,CDC|JxCat,2017-11-29,2019,583
ESP,2605,CDC|JxCat,2017-11-29,2020,246
ESP,2605,CDC|JxCat,2017-11-29,2021,201
ESP,2605,CDC|JxCat,2017-11-29,2022,142
ESP,2605,CDC|JxCat,2017-11-29,2023,165
ESP,2606,ECP,2015-11-12,2015,150
ESP,2606,ECP,2015-11-12,2016,190
ESP,2606,ECP,2015-11-12,2017,112
ESP,2606,ECP,2015-11-12,2018,158
ESP,2606,ECP,2015-11-12,2019,70
ESP,2606,ECP,2015-11-12,2020,42
ESP,2606,ECP,2015-11-12,2021,66
ESP,2606,ECP,2015-11-12,2022,16
ESP,2606,ECP,2015-11-12,2023,36
ESP,2607,C|AV,2010-02-26,2010,6
ESP,2607,C|AV,2010-02-26,2011,105
ESP,2607,C|AV,2010-02-26,2012,209
ESP,2607,C|AV,2010-02-26,2013,251
ESP,2607,C|AV,2010-02-26,2014,270
ESP,2607,C|AV,2010-02-26,2015,338
ESP,2607,C|AV,2010-02-26,2016,471
ESP,2607,C|AV,2010-02-26,2017,328
ESP,2607,C|AV,2010-02-26,2018,268
ESP,2607,C|AV,2010-02-26,2019,101
ESP,2607,C|AV,2010-02-26,2020,130
ESP,2607,C|AV,2010-02-26,2021,57
ESP,2607,C|AV,2010-02-26,2022,59
ESP,2607,C|AV,2010-02-26,2023,108
ESP,2723,NA+,2019-03-20,2019,114
ESP,2723,NA+,2019-03-20,2020,199
ESP,2792,CUP,2010-11-30,2011,4
ESP,2792,CUP,2010-11-30,2012,31
ESP,2792,CUP,2010-11-30,2013,9
ESP,2792,CUP,2010-11-30,2014,18
ESP,2792,CUP,2010-11-30,2015,57
ESP,2792,CUP,2010-11-30,2016,68
ESP,2792,CUP,2010-11-30,2017,85
ESP,2792,CUP,2010-11-30,2018,120
ESP,2792,CUP,2010-11-30,2019,109
ESP,2792,CUP,2010-11-30,2020,145
ESP,2792,CUP,2010-11-30,2021,139
ESP,2792,CUP,2010-11-30,2022,64
ESP,2792,CUP,2010-11-30,2023,65
ESP,2804,Equo,2010-10-14,2010,1
ESP,2804,Equo,2010-10-14,2011,50
ESP,2804,Equo,2010-10-14,2012,26
ESP,2804,Equo,2010-10-14,2013,50
ESP,2804,Equo,2010-10-14,2014,38
ESP,2804,Equo,2010-10-14,2015,46
ESP,2804,Equo,2010-10-14,2016,64
ESP,2804,Equo,2010-10-14,2017,164
ESP,2804,Equo,2010-10-14,2018,133
ESP,2804,Equo,2010-10-14,2019,22
ESP,2804,Equo,2010-10-14,2020,8
ESP,2804,Equo,2010-10-14,2021,8
ESP,2804,Equo,2010-10-14,2022,7
ESP,2804,Equo,2010-10-14,2023,5
ESP,385,Bai,2011-09-30,2011,5
ESP,385,Bai,2011-09-30,2012,43
ESP,385,Bai,2011-09-30,2013,55
ESP,385,Bai,2011-09-30,2014,48
ESP,385,Bai,2011-09-30,2015,102
ESP,385,Bai,2011-09-30,2016,317
ESP,385,Bai,2011-09-30,2017,325
ESP,385,Bai,2011-09-30,2018,93
ESP,385,Bai,2011-09-30,2019,36
ESP,385,Bai,2011-09-30,2020,327
ESP,385,Bai,2011-09-30,2021,385
ESP,385,Bai,2011-09-30,2022,321
ESP,385,Bai,2011-09-30,2023,270
ESP,520,BNG,2007-05-08,2007,81
ESP,520,BNG,2007-05-08,2008,85
ESP,520,BNG,2007-05-08,2009,68
ESP,520,BNG,2007-05-08,2010,90
ESP,520,BNG,2007-05-08,2011,370
ESP,520,BNG,2007-05-08,2012,328
ESP,520,BNG,2007-05-08,2013,99
ESP,520,BNG,2007-05-08,2014,90
ESP,520,BNG,2007-05-08,2015,73
ESP,520,BNG,2007-05-08,2016,130
ESP,520,BNG,2007-05-08,2017,150
ESP,520,BNG,2007-05-08,2018,105
ESP,520,BNG,2007-05-08,2019,207
ESP,520,BNG,2007-05-08,2020,277
ESP,520,BNG,2007-05-08,2021,213
ESP,520,BNG,2007-05-08,2022,198
ESP,520,BNG,2007-05-08,2023,224
ESP,551,UPyD,2007-09-29,2007,32
ESP,551,UPyD,2007-09-29,2008,197
ESP,551,UPyD,2007-09-29,2009,316
ESP,551,UPyD,2007-09-29,2010,488
ESP,551,UPyD,2007-09-29,2011,378
ESP,551,UPyD,2007-09-29,2012,895
ESP,551,UPyD,2007-09-29,2013,793
ESP,551,UPyD,2007-09-29,2014,948
ESP,551,UPyD,2007-09-29,2015,476
ESP,551,UPyD,2007-09-29,2016,81
ESP,551,UPyD,2007-09-29,2017,40
ESP,551,UPyD,2007-09-29,2018,11
ESP,551,UPyD,2007-09-29,2019,17
ESP,551,UPyD,2007-09-29,2020,35
ESP,645,AP-P,2006-09-03,2007,207
ESP,645,AP-P,2006-09-03,2008,121
ESP,645,AP-P,2006-09-03,2009,390
ESP,645,AP-P,2006-09-03,2010,480
ESP,645,AP-P,2006-09-03,2011,547
ESP,645,AP-P,2006-09-03,2012,207
ESP,645,AP-P,2006-09-03,2013,215
ESP,645,AP-P,2006-09-03,2014,338
ESP,645,AP-P,2006-09-03,2015,646
ESP,645,AP-P,2006-09-03,2016,429
ESP,645,AP-P,2006-09-03,2017,422
ESP,645,AP-P,2006-09-03,2018,366
ESP,645,AP-P,2006-09-03,2019,651
ESP,645,AP-P,2006-09-03,2020,714
ESP,645,AP-P,2006-09-03,2021,593
ESP,645,AP-P,2006-09-03,2022,419
ESP,645,AP-P,2006-09-03,2023,477
ESP,757,ERC,2007-09-21,2007,16
ESP,757,ERC,2007-09-21,2008,226
ESP,757,ERC,2007-09-21,2009,138
ESP,757,ERC,2007-09-21,2010,140
ESP,757,ERC,2007-09-21,2011,32
ESP,757,ERC,2007-09-21,2012,191
ESP,757,ERC,2007-09-21,2013,209
ESP,757,ERC,2007-09-21,2014,170
ESP,757,ERC,2007-09-21,2015,201
ESP,757,ERC,2007-09-21,2016,163
ESP,757,ERC,2007-09-21,2017,131
ESP,757,ERC,2007-09-21,2018,65
ESP,757,ERC,2007-09-21,2019,49
ESP,757,ERC,2007-09-21,2020,34
ESP,757,ERC,2007-09-21,2021,41
ESP,757,ERC,2007-09-21,2022,12
ESP,757,ERC,2007-09-21,2023,57
ESP,845,EA,2008-02-14,2008,74
ESP,845,EA,2008-02-14,2009,61
ESP,845,EA,2008-02-14,2010,2
ESP,845,EA,2008-02-14,2013,13
ESP,845,EA,2008-02-14,2014,47
ESP,845,EA,2008-02-14,2015,12
ESP,845,EA,2008-02-14,2016,17
ESP,845,EA,2008-02-14,2017,20
ESP,845,EA,2008-02-14,2018,45
ESP,845,EA,2008-02-14,2019,10
ESP,845,EA,2008-02-14,2020,9
ESP,845,EA,2008-02-14,2021,14
ESP,845,EA,2008-02-14,2022,11
ESP,845,EA,2008-02-14,2023,14
ESP,902,PSOE,2006-06-15,2007,123
ESP,902,PSOE,2006-06-15,2008,199
ESP,902,PSOE,2006-06-15,2009,212
ESP,902,PSOE,2006-06-15,2010,219
ESP,902,PSOE,2006-06-15,2011,233
ESP,902,PSOE,2006-06-15,2012,232
ESP,902,PSOE,2006-06-15,2013,474
ESP,902,PSOE,2006-06-15,2014,478
ESP,902,PSOE,2006-06-15,2015,711
ESP,902,PSOE,2006-06-15,2016,511
ESP,902,PSOE,2006-06-15,2017,286
ESP,902,PSOE,2006-06-15,2018,307
ESP,902,PSOE,2006-06-15,2019,373
ESP,902,PSOE,2006-06-15,2020,433
ESP,902,PSOE,2006-06-15,2021,403
ESP,902,PSOE,2006-06-15,2022,396
ESP,902,PSOE,2006-06-15,2023,320
