country_name_short,party_id,party_name,party_name_english,party_name_short,party_created_date,party_end_date,website,fb_handle,fb_scraping,fb_status,fb_account_type,fb_page_created,fb_date_min,fb_date_max,fb_posts_n,fb_collection_update,insta_handle,insta_scraping,insta_status,insta_account_type,insta_page_created,insta_date_min,insta_date_max,insta_posts_n,insta_type_img_n,insta_type_vid_n,insta_type_car_n,insta_collection_update,tw_handle,tw_scraping,tw_status,tw_account_type,tw_page_created,tw_date_min,tw_date_max,tw_posts_n,tw_collection_update,yt_scraping,yt_channel_id,yt_channel_url,yt_status,yt_account_type,yt_page_created,yt_date_min,yt_date_max,yt_videos_n,yt_collection_update
AUT,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,SPO,1989-01-01,NA,https://www.spoe.at/,Sozialdemokratie,TRUE,Collection completed,party,2009-02-03,2009-03-19,2023-12-29,10958,2023-12-31,spoe_at,TRUE,Collection completed,party,2017-06-22,2017-06-22,2017-06-22,3513,2401,889,223,2023-12-31,SPOE_at,TRUE,Collection completed,party,2010-10-19,2010-10-19,2023-12-29,12112,2023-12-31,TRUE,UCnU7HkmInyGqMCZcmM8Qz5g,@spoe_at,Collection completed,party,2012-03-14,2014-01-11,2023-11-29,834,2023-12-31
AUT,1013,Österreichische Volkspartei,Austrian People's Party,OVP,1945-04-17,NA,https://www.dievolkspartei.at/,Volkspartei,TRUE,Collection completed,party,2008-05-29,2009-08-10,2023-12-31,5421,2023-12-31,volkspartei,TRUE,Collection completed,party,2017-01-19,2017-01-19,2017-01-19,2883,1609,749,525,2023-12-31,volkspartei,TRUE,Collection completed,party,2013-07-26,2013-07-26,2023-12-31,8051,2023-12-31,TRUE,UC8KMBYwF5JHg_a14KyR41MQ,@oevpvideos,Collection completed,party,2007-07-27,2018-03-12,2023-12-31,149,2023-12-31
AUT,1429,Die Grünen – Die Grüne Alternative,The Greens -- The Green Alternative,Gruene,1986-01-01,NA,https://gruene.at/,diegruenen,TRUE,Collection completed,party,2008-07-27,2008-08-11,2023-12-31,8661,2023-12-31,diegruenen,TRUE,Collection completed,party,2015-01-07,2015-01-07,2015-01-07,3683,2320,730,633,2023-12-31,diegruenen,TRUE,Collection completed,party,2011-06-14,2011-06-14,2023-12-21,11912,2023-12-31,TRUE,UC5fz65IdlRTPMUoBLCJBZWA,@greenweba,Collection completed,party,2008-03-03,2008-06-16,2023-12-29,814,2023-12-31
AUT,1536,Bündnis Zukunft Österreich,Alliance for the Future of Austria,BZO,2005-03-17,NA,https://www.bzoe-kaernten.at/,bzoe,FALSE,Collection not completed,party,NA,NA,NA,NA,2023-12-31,NA,FALSE,No account identified,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-31,BKarnten,FALSE,Collection not completed,party,NA,NA,NA,NA,NA,TRUE,UCB_iCgWBYSbqmstlKXParew,@teambzoe,Collection completed,party,2012-11-10,2012-11-13,2015-03-17,465,2023-12-31
AUT,2150,Team Stronach,Team Stronach,TS,2012-12-25,2017-12-31,https://www.teamstronach.at/,NA,FALSE,No account identified,NA,NA,NA,NA,NA,2023-12-31,team_stronach,TRUE,Collection completed,party,2013-07-23,2013-07-23,2013-07-23,16,16,0,0,2023-12-31,TeamStronach,TRUE,Collection completed,party,2012-09-29,2012-09-29,2012-10-01,17,2023-12-31,TRUE,UCsnDpZi48YYxFcjnq6mSGcA,@teamstronachparlamentsklub,Collection completed,party,2012-09-25,2012-09-27,2017-07-13,195,2023-12-31
AUT,2255,NEOS – Das Neue Österreich,NEOS -- The New Austria,NEOS,2012-10-27,NA,https://www.neos.eu/,NeosDasNeueOesterreich,TRUE,Collection completed,party,2012-09-09,2012-10-27,2023-12-31,7375,2023-12-31,neos_eu,TRUE,Collection completed,party,2012-10-26,2012-10-26,2012-10-26,2731,1564,968,199,2023-12-31,neos_eu,TRUE,Collection completed,party,2012-10-22,2012-10-22,2023-12-29,48160,2023-12-31,TRUE,UC4l4oQXeefAGeWPrzRPHSEw,@neosneuesoesterreich,Collection completed,party,2012-10-22,2012-10-22,2023-12-29,1961,2023-12-31
AUT,2651,JETZT – Liste Pilz,JETZT -- Pilz List,PILZ,2017-06-26,NA,https://partei.jetzt/page/99/,NA,FALSE,No account identified,NA,NA,NA,NA,NA,2023-12-31,jetzt_liste_pilz,TRUE,Collection completed,party,2019-09-09,2019-09-09,2019-09-09,33,26,7,0,2023-12-31,pilzjetzt,FALSE,Other,party,NA,NA,NA,NA,NA,TRUE,UCaxQO6MV6iX0lE3w2e40Etw,@listepilz2017,Collection completed,party,2017-08-23,2017-08-23,2019-09-25,258,2023-12-31
BEL,161,Écologistes Confédérés pour l'organisation de luttes originales,Confederated ecologists for the organisation of original struggles,Ecolo,1980-01-01,NA,https://ecolo.be/,ecolo,TRUE,Collection completed,party,2008-12-03,2011-02-23,2023-12-31,5079,2023-12-31,ecolobe,TRUE,Collection completed,party,2015-12-10,2015-12-10,2015-12-10,1797,1218,336,243,2023-12-31,Ecolo,TRUE,Collection completed,party,2009-03-13,2009-03-13,2023-12-21,7354,2023-12-31,TRUE,UCymlAQzmFJw-sJ2n96RTl-w,@ecolopartibelgique,Collection completed,party,2017-04-26,2017-04-26,2023-11-09,240,2023-12-31
BEL,171,Front National,National Front,FN,1985-01-01,2012-01-01,NA,NA,FALSE,No account identified,NA,NA,NA,NA,NA,2023-12-31,NA,FALSE,No account identified,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-31,NA,FALSE,No account identified,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,No account identified,NA,NA,NA,NA,NA,2023-12-31
BEL,221,"Lijst Dedecker | Libertair, Direct, Democratisch","List Dedecker | Libertarian, Direct, Democratic",LD|LDD,2007-01-19,NA,NA,NA,FALSE,No account identified,NA,NA,NA,NA,NA,2023-12-31,NA,FALSE,No account identified,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-31,NA,FALSE,No account identified,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,No account identified,NA,NA,NA,NA,NA,2023-12-31
BEL,256,Partij van de Arbeid – Parti du Travail de Belgique,Workers' Party of Belgium,PA-PTB,1979-01-01,NA,https://www.ptb.be/,ptbbelgique,TRUE,Collection completed,party,2009-03-04,2009-09-08,2023-12-31,9342,2023-12-31,ptbbelgique,TRUE,Collection completed,party,2017-06-21,2017-06-21,2017-06-21,1874,885,456,533,2023-12-31,ptbbelgique,TRUE,Collection completed,party,2009-11-03,2009-11-03,2023-12-20,7877,2023-12-31,TRUE,UCLHDcf-LX6tNQCXhgdecCXQ,@ptbbelgique,Collection completed,party,2009-10-19,2009-12-16,2023-12-26,1261,2023-12-31
BEL,438,Parti populaire,People's Party,Pp,2009-11-26,2019-06-18,website non available,partipopulaireofficiel,TRUE,Collection completed,party,2012-12-02,2013-03-24,2022-01-25,7669,2023-12-31,NA,FALSE,No account identified,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-31,PPofficiel,TRUE,Collection completed,party,2017-02-08,2017-02-08,2019-04-26,309,2023-12-31,TRUE,UCYuOWHDH_UL1YPkZnnwz6iQ,@tvpartipopulaire,Collection completed,party,2013-09-16,2014-04-29,2019-05-31,115,2023-12-31
BEL,501,Nieuw-Vlaamse Alliantie,New Flemish Alliance,N-VA,2001-10-13,NA,https://francais.n-va.be/,nieuwvlaamsealliantie,TRUE,Collection completed,party,2010-02-15,2011-01-05,2023-12-31,4676,2023-12-31,de_nva,TRUE,Collection completed,party,2014-02-12,2014-02-12,2014-02-12,1706,1129,525,52,2023-12-31,de_NVA,TRUE,Collection completed,party,2009-03-16,2009-03-16,2023-12-28,62942,2023-12-31,TRUE,UC4UmvnWkpsDc4yjg0j2ykrA,@nvabevlaanderen,Collection completed,party,2009-02-25,2009-02-25,2023-12-26,943,2023-12-31
