country_name_short,party_id,party_name,party_name_english,party_name_short,party_created_date,party_end_date,website,fb_handle,fb_scraping,fb_status,fb_account_type,fb_page_created,fb_date_min,fb_date_max,fb_posts_n,fb_collection_update,insta_handle,insta_scraping,insta_status,insta_account_type,insta_page_created,insta_date_min,insta_date_max,insta_posts_n,insta_type_img_n,insta_type_vid_n,insta_type_car_n,insta_collection_update,tw_handle,tw_scraping,tw_status,tw_account_type,tw_page_created,tw_date_min,tw_date_max,tw_posts_n,tw_collection_update,yt_scraping,yt_channel_id,yt_channel_url,yt_status,yt_account_type,yt_page_created,yt_date_min,yt_date_max,yt_videos_n,yt_collection_update
DNK,2887,Moderaterne,Moderates,M,2022-05-05,NA,https://moderaterne.dk/,moderaterne,TRUE,Collection completed,party,2021-04-03,2021-09-06,2023-12-28,348,2023-12-31,moderaterne,TRUE,Collection completed,party,2021-08-16,2021-08-16,2021-08-16,230,98,73,59,2023-12-31,moderaterne_dk,TRUE,Collection completed,party,2022-01-15,2022-01-15,2023-12-28,387,2023-12-31,TRUE,UC3UP4zjmiNX-bWOcWQOW91g,@moderaterne6360,Collection completed,party,2021-08-16,2022-04-12,2023-11-23,94,2023-12-31
DNK,2888,Danmarksdemokraterne,Denmark Demokrats,AE,2022-06-23,NA,https://danmarksdemokraterne.dk/forside/,PartietDD,TRUE,Collection completed,party,2022-06-22,2022-06-23,2023-12-31,243,2023-12-31,partietdanmarksdemokraterne,TRUE,Collection completed,party,2022-06-29,2022-06-29,2022-06-29,107,30,44,33,2023-12-31,partietDD,TRUE,Collection completed,party,2022-11-14,2022-11-14,2023-12-15,46,2023-12-31,TRUE,UCbuxuN4GgmCQBO-Vm1TvhSQ,@partietdd,Collection completed,party,2022-07-28,2022-07-29,2023-12-22,52,2023-12-31
ESP,118,Partido Communista | Izquierda Unida,Communist Party | United Left,PCE|IU,1986-04-29,NA,https://izquierdaunida.org/,izquierda.unida,TRUE,Collection completed,party,2009-04-27,2009-05-01,2023-12-31,8780,2023-12-31,izquierda_unida,TRUE,Collection completed,party,2014-04-02,2014-04-02,2014-04-02,1649,895,542,212,2023-12-31,IzquierdaUnida,TRUE,Collection partial,party,2008-05-18,2008-05-18,2022-12-19,56701,2022-12-19,TRUE,UCAj9B0DIVAoS5p-PeaWPKqw,@izquierdaunida,Collection completed,party,2006-06-26,2007-12-04,2023-12-21,4153,2023-12-31
ESP,234,Coalición Canaria,Canary Coalition,CC,1993-02-01,NA,https://coalicioncanaria.org/,coalicion.canaria,TRUE,Collection completed,party,2014-06-24,2014-06-24,2023-12-31,8755,2023-12-31,coalicionc,TRUE,Collection completed,party,2017-09-24,2017-09-24,2017-09-24,1510,321,1025,164,2023-12-31,coalicion,TRUE,Collection completed,party,2009-11-12,2009-11-12,2023-12-31,18317,2023-12-31,TRUE,UCxwJkU4G-17XQZ97rcB6u5g,@coalicioncanaria,Collection completed,party,2007-04-11,2008-01-21,2023-12-14,1493,2023-12-31
ESP,385,Bai,Yes,Bai,2011-09-29,NA,https://geroabai.eus/es,geroa.bai,FALSE,Collection not completed,party,NA,NA,NA,NA,2023-12-31,geroa_bai,TRUE,Collection completed,party,2016-02-11,2016-02-11,2016-02-11,2801,841,1663,297,2023-12-31,geroabai,TRUE,Collection partial,party,2011-10-13,2011-10-13,2023-05-13,19067,2023-05-13,TRUE,UCBHOIOWiei3Y6FByM19KnvQ,@geroabai,Collection completed,party,2011-09-30,2011-11-03,2023-12-21,2327,2023-12-31
ESP,520,Bloque Nacionalista Galego,Galician Nationalist Bloc,BNG,1982-09-26,NA,https://www.bng.gal/,obloque,TRUE,Collection completed,party,2010-09-17,2011-01-11,2023-12-31,18563,2023-12-31,o_bloque,TRUE,Collection completed,party,2016-08-16,2016-08-16,2016-08-16,3128,1828,1057,243,2023-12-31,obloque,TRUE,Collection completed,party,2010-06-14,2010-06-14,2023-12-31,39474,2023-12-31,TRUE,UClwhV8zFxorQ6jFnYWIG1dg,@telebng,Collection completed,party,2007-05-08,2007-05-09,2023-12-31,2788,2023-12-31
ESP,551,Unión Progreso y Democracia,"Union, Progress and Democracy",UPyD,2007-09-29,2020-12-06,https://web.archive.org/web/20071011194729/http://www.upyd.es/,Union.Progreso.y.Democracia,FALSE,Collection not completed,party,NA,NA,NA,NA,2023-12-31,upyd_es,TRUE,Collection completed,party,2016-06-07,2016-06-07,2016-06-07,555,403,82,70,2023-12-31,UPYD,TRUE,Collection completed,party,2010-06-10,2010-06-10,2020-12-06,40824,2023-12-31,TRUE,UCxvyhTVufyLUvUdBrAKxkWA,@upydmedia,Collection completed,party,2007-09-29,2007-10-26,2020-07-17,4707,2023-12-31
ESP,645,Alianza-Partido Popular,People's Alliance-Party,AP-P,1989-01-20,NA,https://www.pp.es/,pp,TRUE,Collection completed,party,2009-03-06,2009-03-09,2023-12-31,21906,2023-12-31,partidopopular,TRUE,Collection completed,party,2014-02-25,2014-02-25,2014-02-25,3683,2204,1123,356,2023-12-31,ppopular,TRUE,Collection completed,party,2009-02-11,2009-02-11,2023-12-31,68439,2023-12-31,TRUE,UCPECDsPyGRW5b5E4ibCGhww,@partidopopular,Collection completed,party,2006-09-03,2007-05-08,2023-12-28,7222,2023-12-31
ESP,757,Esquerra Republicana de Catalunya,Republican Left of Catalonia,ERC,1931-03-18,NA,https://www.esquerra.cat/ca,Esquerra.ERC,TRUE,Collection completed,party,2009-10-09,2009-10-09,2023-12-31,12697,2023-12-31,esquerrarepublicana,TRUE,Collection completed,party,2014-03-11,2014-03-11,2014-03-11,2159,1205,389,565,2023-12-31,Esquerra_ERC,TRUE,Collection completed,party,2009-10-21,2009-10-21,2023-12-31,61752,2023-12-31,TRUE,UCUGFRov7dosDlOfaOSU1UYQ,@esquerratv,Collection completed,party,2007-09-21,2007-11-19,2023-11-27,1875,2023-12-31
ESP,845,Eusko Alkartasuna,Basque Solidarity,EA,1986-09-17,NA,https://www.euskoalkartasuna.eus/es/,EAlkartasuna,TRUE,Collection completed,party,2010-05-07,2017-09-02,2023-12-31,1987,2023-12-31,euskoalkartasuna,TRUE,Collection completed,party,2022-05-22,2022-05-22,2022-05-22,244,83,43,118,2023-12-31,ealkartasuna,TRUE,Collection completed,party,2010-09-02,2010-09-02,2023-12-31,7283,2023-12-31,TRUE,UC2qkQDqJA-m4-BRYtZApJPw,@euskoalkartasuna,Collection completed,party,2008-02-14,2008-02-16,2023-11-17,349,2023-12-31
ESP,894,Convergència i Unió,Convergence and Union,CiU,1978-09-19,2001-12-01,NA,ciu.cat,FALSE,Collection not completed,party,NA,NA,NA,NA,2023-12-31,NA,FALSE,No account identified,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-31,NA,FALSE,No account identified,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,No account identified,NA,NA,NA,NA,NA,2023-12-31
ESP,902,Partido Socialista Obrero Español,Spanish Socialist Workers Party,PSOE,1879-05-02,NA,https://www.psoe.es/,psoe,TRUE,Collection completed,party,2009-04-24,2009-04-24,2023-12-31,17781,2023-12-31,psoe,TRUE,Collection completed,party,2014-04-26,2014-04-26,2014-04-26,3111,974,1069,1068,2023-12-31,PSOE,TRUE,Collection completed,party,2010-10-03,2010-10-03,2023-12-31,90578,2023-12-31,TRUE,UCB75fTm3weGTmtnitiZcdBw,@psoe,Collection completed,party,2006-06-15,2007-05-11,2023-12-18,5910,2023-12-31
ESP,1361,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,Basque Nationalist Party,PNV,1895-01-01,NA,https://www.eaj-pnv.eus/,eajpnv,TRUE,Collection completed,party,2008-07-23,2011-01-10,2023-12-31,21469,2023-12-31,eajpnv,TRUE,Collection completed,party,2012-06-21,2012-06-21,2012-06-21,4850,2054,2172,624,2023-12-31,eajpnv,TRUE,Collection completed,party,2009-10-20,2009-10-20,2023-12-31,27497,2023-12-31,TRUE,UCMv59ay_eYWNTNPLpFJSBYw,@eaj-pnv,Collection completed,party,2007-05-17,2007-05-17,2023-12-31,10381,2023-12-31
ESP,2375,Ciudadanos – Partido de la Ciudadanía,Citizens -- Party of the Citizenry,Cs,2006-07-09,NA,https://www.ciudadanos-cs.org/,Cs.Ciudadanos,TRUE,Collection completed,party,2009-03-31,2009-03-31,2023-12-23,11319,2023-12-31,ciudadanos,TRUE,Collection completed,party,2012-01-27,2012-01-27,2012-01-27,2378,814,521,1043,2023-12-31,CiudadanosCs,TRUE,Collection partial,party,2009-01-15,2009-01-15,2022-12-19,101454,2022-12-19,TRUE,UCpQHMcz59Xailbshv0HGuuw,@ciudadanos,Collection completed,party,2006-12-23,2007-11-06,2023-12-16,11638,2023-12-31
ESP,2376,Podemos,We Can,P,2014-01-17,NA,https://podemos.info/,ahorapodemos,TRUE,Collection completed,party,2014-01-07,2014-01-17,2023-12-31,19524,2023-12-31,ahorapodemos,TRUE,Collection completed,party,2015-03-09,2015-03-09,2015-03-09,2641,1301,981,359,2023-12-31,PODEMOS,TRUE,Collection partial,party,2014-01-17,2014-01-17,2022-12-19,74998,2022-12-19,TRUE,UCtK7s89RJ9X9Nv9EQCMu9Lg,@ahora_podemos,Collection completed,party,2014-01-07,2014-01-17,2023-12-28,2394,2023-12-31
ESP,2380,Vox,Voice,Vox,2013-12-12,NA,https://www.voxespana.es/,VOXEspana,TRUE,Collection completed,party,2014-01-15,2014-01-16,2023-12-31,14119,2023-12-31,vox_es,TRUE,Collection completed,party,2016-04-03,2016-04-03,2016-04-03,3613,1076,1945,592,2023-12-31,vox_es,TRUE,Collection completed,party,2014-01-15,2014-01-15,2023-12-31,24295,2023-12-31,TRUE,UCRvpumrJs0qY1xLzeU0Ss1Q,voxespanatv,Collection completed,party,2014-01-15,2014-01-16,2023-12-23,3499,2023-12-31
ESP,2603,Euskal Herria Bildu,Basque Country Unite,EHB,2011-04-03,NA,https://ehbildu.eus/,ehbildu,TRUE,Collection completed,party,2012-06-02,2012-06-10,2023-12-31,15293,2023-12-31,eh_bildu,TRUE,Collection completed,party,2016-06-10,2016-06-10,2016-06-10,2279,422,1137,720,2023-12-31,ehbildu,FALSE,Collection not completed,party,NA,NA,NA,NA,NA,TRUE,UCbL7d4Gubav2tnardHApS7Q,@euskalherriabildu,Collection completed,party,2012-06-07,2012-06-10,2023-12-31,4623,2023-12-31
ESP,2604,En Marea | Grupo Común da Esquerda,En Masse | Common Group of the Left,EM|GCE,2015-11-01,2020-09-26,NA,NA,FALSE,No account identified,NA,NA,NA,NA,NA,2023-12-31,NA,FALSE,No account identified,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-31,en_marea,FALSE,Collection not completed,party,NA,NA,NA,NA,NA,TRUE,UCeHD4CF-0B-2JOslfVfd01w,@enmareagalega,Collection completed,party,2015-11-25,2015-11-25,2020-02-19,1623,2023-12-31
ESP,2605,Convergència Democràtica | Junts per Catalunya,Democratic Convergence | Together for Catalonia,CDC|JxCat,2015-07-01,NA,https://www.junts.cat/,JxCatalunya,TRUE,Collection completed,party,2017-11-12,2017-11-22,2023-12-31,11217,2023-12-31,juntspercat,TRUE,Collection completed,party,2017-11-22,2017-11-22,2017-11-22,1622,153,339,1130,2023-12-31,juntsxcat,FALSE,Collection not completed,party,NA,NA,NA,NA,NA,TRUE,UCG6dZxszooC9hpNRr1-LlJw,@juntspercatalunya,Collection completed,party,2017-11-29,2018-05-29,2023-12-20,1703,2023-12-31
ESP,2606,En Comú Podem,In Common We Can,ECP,2015-10-01,2024-03-01,https://encomupodem.cat/,EnComuPodem,TRUE,Collection completed,coalition,2015-10-28,2015-11-13,2023-12-29,6543,2023-12-31,encomupodem,TRUE,Collection completed,coalition,2017-01-13,2017-01-13,2017-01-13,2909,1041,1075,793,2023-12-31,EnComu_Podem,FALSE,Collection not completed,coalition,NA,NA,NA,NA,NA,TRUE,UC1yV9Ncvj7vzPdbakB4htpA,@somcomunstv,Collection completed,party,2015-11-12,2015-11-13,2023-10-11,840,2023-12-31
ESP,2607,Compromís | A la valenciana,Compromise | A la valenciana,C|AV,2010-01-25,NA,https://compromis.net/,coaliciocompromis,TRUE,Collection completed,party,2011-02-18,2011-02-21,2023-12-31,9706,2023-12-31,compromis,TRUE,Collection completed,party,2013-03-09,2013-03-09,2013-03-09,2744,1250,871,623,2023-12-31,compromis,TRUE,Collection not completed,party,2020-07-15,2020-07-15,2023-12-31,8570,2023-12-31,TRUE,UC3azT9kI06T_V-VpkybzuaQ,@coaliciocompromis,Collection completed,party,2010-02-26,2010-02-26,2023-12-28,2701,2023-12-31
ESP,2723,Navarra Suma,Sum Navarre,NA+,2019-03-11,2022-08-15,https://www.navarrasuma.es/,NavarraSuma,TRUE,Collection completed,party,2019-03-11,2019-03-20,2023-02-24,2828,2023-12-31,NA,FALSE,No account identified,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-31,Navarra_Suma,FALSE,Other,party,NA,NA,NA,NA,NA,TRUE,UCE4FTeB_3LR4XTYRjiXCGMw,@navarrasuma8012,Collection completed,party,2019-03-20,2019-03-22,2020-09-07,313,2023-12-31
ESP,2792,Candidatura d'Unitat Popular,Popular Unity Candidacy,CUP,1986-12-14,NA,https://cup.cat/,unitatpopular,TRUE,Collection completed,party,2011-09-26,2011-09-26,2023-12-30,5826,2023-12-31,cupnacional,TRUE,Collection completed,party,2013-06-10,2013-06-10,2013-06-10,1456,662,437,357,2023-12-31,cupnacional,FALSE,Collection not completed,party,NA,NA,NA,NA,NA,TRUE,UCv7aM5uSjTjiRvna6sRchcQ,@cupnacional,Collection completed,party,2010-11-30,2011-01-12,2023-12-28,914,2023-12-31
ESP,2804,Equo,Equo,Equo,2011-06-04,NA,https://verdesequo.es/,VERDESEQUO,TRUE,Collection completed,party,2010-09-05,2011-01-02,2023-12-31,6681,2023-12-31,verdesequo,TRUE,Collection completed,party,2015-06-30,2015-06-30,2015-06-30,810,489,210,111,2023-12-31,Equo,TRUE,Collection partial,party,2010-10-04,2010-10-04,2022-12-19,35103,2022-12-19,TRUE,UCFf-8Ula2DBbTQx7WHV7_pA,@verdesequo,Collection completed,party,2010-10-14,2010-10-15,2023-12-22,622,2023-12-31
EST,113,Eesti Reformierakond,Estonian Reform Party,ERe,1994-11-13,NA,https://reform.ee/,reformierakond,TRUE,Collection completed,party,2009-05-20,2009-05-20,2023-12-29,6137,2023-12-31,reformierakond,TRUE,Collection completed,party,2013-08-03,2013-08-03,2013-08-03,763,479,93,191,2023-12-31,reformikad,TRUE,Collection completed,party,2009-08-26,2009-08-26,2023-03-11,1316,2023-12-31,TRUE,UCJy-pwwPQabBWJQ2E84i2OQ,@reformierakond,Collection completed,party,2008-03-25,2008-08-18,2023-12-23,365,2023-12-31
EST,219,Erakond Eestimaa Rohelised,Estonian Greens,EER,2006-11-25,NA,https://rohelised.ee/,rohelised,TRUE,Collection completed,party,2010-04-02,2011-01-01,2023-12-30,4951,2023-12-31,eestimaa_rohelised,TRUE,Collection completed,party,2017-04-22,2017-04-22,2017-04-22,409,317,30,62,2023-12-31,estoniangreens,TRUE,Collection completed,party,2014-09-12,2014-09-12,2023-12-22,953,2023-12-31,TRUE,UCHOH7IV26xNtAS9wLl5JFMg,@eestimaarohelised1106,Collection completed,party,2017-03-20,2017-08-30,2023-02-28,14,2023-12-31
EST,417,Eestimaa Rahvalliit / Eesti Konservatiivne Rahvaerakond,People's Union of Estonia / Conservative People's Party,ERa/EKR,2012-03-24,NA,https://www.ekre.ee/,rahvuspartei,TRUE,Collection completed,party,2013-12-02,2013-12-02,2023-12-31,5058,2023-12-31,NA,FALSE,No account identified,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-31,EKRahvaerakond,TRUE,Collection completed,party,2022-11-23,2022-11-23,2023-12-16,144,2023-12-31,TRUE,UCQw1XTO0xeTEXA-nSLxsosg,@rahvaerakond,Collection completed,party,2013-01-27,2013-06-01,2013-06-02,3,2023-12-31
EST,1137,Eesti Keskerakond,Estonian Centre Party,EK,1991-10-12,NA,https://www.keskerakond.ee/et/,keskerakonna,TRUE,Collection completed,party,2011-01-04,2011-01-17,2023-12-31,6357,2023-12-31,eestikeskerakond,TRUE,Collection completed,party,2020-06-26,2020-06-26,2020-06-26,798,368,205,225,2023-12-31,keskerakondlane,TRUE,Collection completed,party,2010-10-10,2010-10-10,2016-11-02,5066,2023-12-31,TRUE,UCJUN7Dl6SPavXHVsWsw2cJg,@eestikeskerakond,Collection completed,party,2008-10-09,2008-10-10,2023-12-23,397,2023-12-31
EST,1448,Sotsiaaldemokraatlik Erakond | Mõõdukad,Social Democratic Party | Moderates,SDE|M,1990-09-08,NA,https://www.sotsid.ee/,sotsdem,TRUE,Collection completed,party,2010-05-20,2011-01-11,2023-12-30,6389,2023-12-31,sotsdem,TRUE,Collection completed,party,2018-02-16,2018-02-16,2018-02-16,859,628,84,147,2023-12-31,sotsdem,TRUE,Collection completed,party,2009-05-06,2009-05-06,2022-08-17,6698,2023-12-31,TRUE,UCeY1ZyqSpcq1lva8lT1YKEw,@sotsdem,Collection completed,party,2007-02-14,2007-02-14,2023-12-01,569,2023-12-31
EST,1597,Erakond Isamaa ja Res Publica Liit,Pro Patria and Res Publica Union,IRL,2006-09-04,NA,https://isamaa.ee/,isamaaerakond,TRUE,Collection completed,party,2010-02-02,2011-01-30,2023-12-31,5751,2023-12-31,isamaa_erakond,TRUE,Collection completed,party,2016-10-22,2016-10-22,2016-10-22,239,200,25,14,2023-12-31,Erakond,TRUE,Collection completed,party,2009-04-17,2009-04-17,2022-04-04,4360,2023-12-31,TRUE,UCPYK5AH1dxLqGK3IjCd5tfg,@irltv,Collection completed,party,2009-01-28,2009-01-28,2023-11-23,456,2023-12-31
EST,2409,Eesti Vabaerakond,Free Party,EV,2014-09-20,2020-08-20,not available,NA,FALSE,No account identified,NA,NA,NA,NA,NA,2023-12-31,NA,FALSE,No account identified,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-31,NA,FALSE,No account identified,NA,NA,NA,NA,NA,NA,TRUE,UCnRav4ytlCX-9qx99x2jh7w,@eestivabaerakond4654,Collection completed,party,2014-10-31,2014-11-03,2019-02-11,141,2023-12-31
EST,2720,Erakond Eesti 200,Estonia 200,E200,2018-11-03,NA,https://eesti200.ee/,Eesti200erakond,TRUE,Collection completed,party,2018-05-02,2018-05-02,2023-12-31,1803,2023-12-31,eesti200erakond,TRUE,Collection completed,party,2018-08-10,2018-08-10,2018-08-10,398,205,134,59,2023-12-31,ErakondEesti200,TRUE,Collection completed,party,2019-08-28,2019-08-28,2023-12-23,779,2023-12-31,TRUE,UCTqx5c-OvMCDrZ72antfs7g,@eesti2004,Collection completed,party,2018-08-27,2018-09-25,2023-12-15,237,2023-12-31
FIN,66,Åländsk Samling,Aland Coalition,AS,1948-01-01,NA,NA,NA,FALSE,No account identified,NA,NA,NA,NA,NA,2023-12-31,NA,FALSE,No account identified,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-31,NA,FALSE,No account identified,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,No account identified,NA,NA,NA,NA,NA,2023-12-31
FIN,94,Keskusta,Centre Party,KESK,1906-01-01,NA,https://keskusta.fi/en/,SuomenKeskusta,TRUE,Collection completed,party,2009-03-01,2009-03-01,2023-12-24,5884,2023-12-31,suomenkeskusta,TRUE,Collection completed,party,2015-12-08,2015-12-08,2015-12-08,1374,1056,150,168,2023-12-31,keskusta,TRUE,Collection completed,party,2009-02-19,2009-02-19,2023-12-22,7564,2023-12-31,TRUE,UC1FAcfI6VE5eu44rigAO2gw,@keskusta1,Collection completed,party,2008-02-07,2008-02-07,2023-12-19,225,2023-12-31
FIN,200,Suomen Puolue | Perussuomalaiset,Finnish Party | True Finns,SP|P,1995-01-01,NA,https://www.perussuomalaiset.fi/,perussuomalaiset,TRUE,Collection completed,party,2009-11-27,2009-11-28,2023-12-29,8852,2023-12-31,perussuomalaiset.rp,TRUE,Collection completed,party,2018-03-08,2018-03-08,2018-03-08,580,457,91,32,2023-12-31,persut,TRUE,Collection completed,party,2011-10-19,2011-10-19,2023-12-24,10100,2023-12-31,TRUE,UCang68EpdbEOJn5njA8nb5A,@psverkkomedia,Collection completed,party,2012-06-07,2012-06-08,2023-12-16,707,2023-12-31
FIN,395,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,SSDP,1899-01-01,NA,https://www.sdp.fi/,sosialidemokraatit,TRUE,Collection completed,party,2010-04-27,2011-01-04,2023-12-31,7323,2023-12-31,sosialidemokraatit,TRUE,Collection completed,party,2015-01-12,2015-01-12,2015-01-12,3013,2335,408,270,2023-12-31,Demarit,TRUE,Collection completed,party,2009-03-09,2009-03-09,2023-12-31,9108,2023-12-31,TRUE,UChlIRzyeqQZwjphWAALlgVQ,@demaritv,Collection completed,party,2008-05-08,2010-05-29,2023-12-21,263,2023-12-31
FIN,585,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,RKP-SFP,1906-01-01,NA,https://sfp.fi/,sfprkp,TRUE,Collection completed,party,2009-12-04,2009-12-07,2023-12-31,4994,2023-12-31,sfprkp,TRUE,Collection completed,party,2013-11-06,2013-11-06,2013-11-06,2297,1664,236,397,2023-12-31,sfprkp,TRUE,Collection completed,party,2010-09-17,2010-09-17,2023-12-15,4789,2023-12-31,TRUE,UCVejDXKMUrhFsnXWqdpMw3g,@sfprkp,Collection completed,party,2010-09-13,2010-10-15,2023-03-29,288,2023-12-31
FIN,1062,Vihreä Liitto – Gröna Förbundet,Green League,VIHR,1987-02-28,NA,https://www.vihreat.fi/,vihreat,TRUE,Collection completed,party,2008-01-09,2009-04-28,2023-12-31,8103,2023-12-31,vihreat,TRUE,Collection completed,party,2013-12-03,2013-12-03,2013-12-03,2180,1470,431,279,2023-12-31,vihreat,TRUE,Collection completed,party,2009-02-28,2009-02-28,2023-12-11,10236,2023-12-31,TRUE,UCYR_5afQSjGyhLKWOqwFeTQ,@vihreat,Collection completed,party,2007-01-26,2007-01-26,2023-11-26,354,2023-12-31
FIN,1118,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,KOK,1918-12-09,NA,https://www.kokoomus.fi,kokoomus,TRUE,Collection completed,party,2009-12-11,2009-12-11,2023-12-31,4795,2023-12-31,kokoomus,TRUE,Collection completed,party,2014-05-09,2014-05-09,2014-05-09,1910,1395,321,194,2023-12-31,kokoomus,TRUE,Collection completed,party,2009-05-28,2009-05-28,2023-12-21,8373,2023-12-31,TRUE,UCi_6XAcOoAmk9hiXNRLoM4g,@kokoomusofficial,Collection completed,party,2012-09-01,2015-12-17,2023-10-31,264,2023-12-31
FIN,1292,Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet,Democratic Union | Left Alliance,DL|VAS,1990-01-01,NA,https://vasemmisto.fi/,vasemmisto,TRUE,Collection completed,party,2009-03-25,2009-03-25,2023-12-31,7375,2023-12-31,vasemmisto,TRUE,Collection completed,party,2014-05-07,2014-05-07,2014-05-07,2129,1855,109,165,2023-12-31,vasemmisto,TRUE,Collection completed,party,2009-03-20,2009-03-20,2023-12-21,6944,2023-12-31,TRUE,UCjYGYB2mWYXTsy-RF-oT87w,@vasemmistoliitto,Collection completed,party,2009-11-19,2013-08-27,2023-12-14,443,2023-12-31
FIN,1463,Kristillisdemokraatit – Kristdemokraterna,Christian Democrats,KD,1958-05-06,NA,https://www.kd.fi/,kristillisdemokraatit,TRUE,Collection completed,party,2009-10-05,2009-10-05,2023-12-31,10897,2023-12-31,kristillisdemokraatit,TRUE,Collection completed,party,2015-01-26,2015-01-26,2015-01-26,657,546,51,60,2023-12-31,KDpuolue,TRUE,Collection completed,party,2009-08-12,2009-08-12,2023-12-29,10679,2023-12-31,TRUE,UCsw4Lk18hF3i3s2liogTqaw,@kristillisdemokraatit,Collection completed,party,2015-08-19,2015-08-28,2023-12-18,165,2023-12-31
FIN,2801,Liike Nyt,Movement Now,LN,2018-04-18,NA,https://www.liikenyt.fi/,liikenyt,TRUE,Collection completed,party,2018-03-28,2018-04-20,2023-12-31,2307,2023-12-31,liikenyt,TRUE,Collection completed,party,2018-07-11,2018-07-11,2018-07-11,953,614,289,50,2023-12-31,LiikeNyt,TRUE,Collection completed,party,2019-03-27,2019-03-27,2023-11-06,721,2023-12-31,TRUE,UCgaBMiZO4aUdqdhYQgyUQFQ,@liikenyt8851,Collection completed,party,2018-04-20,2018-04-21,2021-11-03,31,2023-12-31
FRA,270,Rassemblement National,National Rally,FN,1972-10-05,NA,https://rassemblementnational.fr/,RassemblementNational,TRUE,Collection completed,party,2008-08-04,2009-08-25,2023-12-31,19428,2023-12-31,rassemblementnational_fr,TRUE,Collection completed,party,2019-01-13,2019-01-13,2019-01-13,1419,888,322,209,2023-12-31,RNational_off,TRUE,Collection completed,party,2009-09-28,2009-09-28,2023-12-31,34924,2023-12-31,TRUE,UCeWMp4Frgyv275gSnWNYoZQ,@rassemblementnationalofficiel,Collection completed,party,2011-05-06,2011-05-20,2023-12-21,1109,2023-12-31
FRA,401,Parti radical-socialiste,Radical Socialist Party,PR,1901-06-21,NA,https://parti-radical.fr/,PartiRadical,FALSE,Collection not completed,party,NA,NA,NA,NA,2023-12-31,mouvementradical,TRUE,Collection completed,party,2020-01-27,2020-01-27,2020-01-27,60,33,26,1,2023-12-31,PartiRadical,TRUE,Collection completed,party,2017-12-20,2017-12-20,2023-12-30,1786,2023-12-31,TRUE,UC2wRhAuTNpVxDBgcY2Kdjuw,@lesradicaux,Collection completed,party,2017-12-12,2017-12-20,2023-12-30,201,2023-12-31
FRA,509,Union pour la démocratie française | Mouvement démocrate,Union for French Democracy | Democratic Movement,UDF|MD,2007-12-01,NA,https://www.mouvementdemocrate.fr/,mouvementdemocrate,TRUE,Collection completed,party,2008-03-27,2009-03-26,2023-12-31,5670,2023-12-31,mouvementdemocrate,TRUE,Collection completed,party,2012-02-26,2012-02-26,2012-02-26,949,777,83,89,2023-12-31,modem,TRUE,Collection completed,party,2009-02-18,2009-02-18,2023-12-27,20521,2023-12-31,TRUE,UCfHWZNJQ7wZpG_cL9ukYX1Q,@mouvement.democrate,Collection completed,party,2015-01-27,2015-01-28,2023-12-22,968,2023-12-31
FRA,658,Union pour un mouvement populaire | Les Républicains,Union for a Popular Movement | The Republicans,UMP|LR,2002-04-23,NA,https://republicains.fr/,les.Republicains.FR,TRUE,Collection completed,party,2010-05-04,2010-05-04,2023-12-24,12051,2023-12-31,lesrepublicains,TRUE,Collection completed,party,2015-05-29,2015-05-29,2015-05-29,4304,2619,1141,544,2023-12-31,lesrepublicains,TRUE,Collection completed,party,2010-10-06,2010-10-06,2023-12-24,23562,2023-12-31,TRUE,UC3Ma4tRFxx85oZI_XKVTPwg,lesrepublicains,Collection completed,party,2015-05-25,2015-05-30,2023-12-06,2623,2023-12-31
FRA,686,Parti communiste française,French Communist Party,PCF,1920-12-30,NA,https://www.pcf.fr/,Particommuniste,TRUE,Collection completed,party,2012-03-09,2012-03-09,2023-12-31,6321,2023-12-31,pcfparticommunistefrancais,TRUE,Collection completed,party,2014-01-24,2014-01-24,2014-01-24,487,274,99,114,2023-12-31,pcf,TRUE,Collection completed,party,2009-12-11,2009-12-11,2023-12-31,17323,2023-12-31,TRUE,UCSwPcnzaMTuDcTgjRiJvZnw,@cnpcf,Collection completed,party,2011-04-05,2011-10-04,2023-12-21,1663,2023-12-31
