country_name_short,party_id,party_name_short,yt_page_created,week,yt_videos_n_weekly
AUS,2259,PUP,2013-05-15,2018-03-25,5
AUS,2259,PUP,2013-05-15,2018-04-08,2
AUS,2259,PUP,2013-05-15,2018-06-17,3
AUS,2259,PUP,2013-05-15,2018-07-01,5
AUS,2259,PUP,2013-05-15,2018-07-15,1
AUS,2259,PUP,2013-05-15,2018-07-22,4
AUS,2259,PUP,2013-05-15,2018-07-29,1
AUS,2259,PUP,2013-05-15,2018-08-05,7
AUS,2259,PUP,2013-05-15,2018-08-19,4
AUS,2259,PUP,2013-05-15,2018-08-26,6
AUS,2259,PUP,2013-05-15,2018-09-02,4
AUS,2259,PUP,2013-05-15,2018-09-09,1
AUS,2259,PUP,2013-05-15,2018-09-16,1
AUS,2259,PUP,2013-05-15,2018-09-23,11
AUS,2259,PUP,2013-05-15,2018-09-30,1
AUS,2259,PUP,2013-05-15,2018-10-14,3
AUS,2259,PUP,2013-05-15,2018-10-21,10
AUS,2259,PUP,2013-05-15,2018-10-28,1
AUS,2259,PUP,2013-05-15,2018-11-04,2
AUS,2259,PUP,2013-05-15,2018-11-25,2
AUS,2259,PUP,2013-05-15,2018-12-09,1
AUS,2259,PUP,2013-05-15,2018-12-30,1
AUS,2259,PUP,2013-05-15,2019-01-06,3
AUS,2259,PUP,2013-05-15,2019-01-13,1
AUS,2259,PUP,2013-05-15,2019-01-20,1
AUS,2259,PUP,2013-05-15,2019-01-27,3
AUS,2259,PUP,2013-05-15,2019-02-03,2
AUS,2259,PUP,2013-05-15,2019-02-10,1
AUS,2259,PUP,2013-05-15,2019-02-17,3
AUS,2259,PUP,2013-05-15,2019-02-24,15
AUS,2259,PUP,2013-05-15,2019-03-03,5
AUS,2259,PUP,2013-05-15,2019-03-10,2
AUS,2259,PUP,2013-05-15,2019-03-17,1
AUS,2259,PUP,2013-05-15,2019-03-31,4
AUS,2259,PUP,2013-05-15,2019-04-07,3
AUS,2259,PUP,2013-05-15,2019-04-14,27
AUS,2259,PUP,2013-05-15,2019-04-21,4
AUS,2259,PUP,2013-05-15,2019-04-28,5
AUS,2259,PUP,2013-05-15,2019-05-05,10
AUS,2259,PUP,2013-05-15,2019-05-12,2
AUS,2259,PUP,2013-05-15,2020-06-28,3
AUS,2259,PUP,2013-05-15,2020-08-02,1
AUS,2259,PUP,2013-05-15,2020-10-04,3
AUS,2259,PUP,2013-05-15,2020-10-11,18
AUS,2259,PUP,2013-05-15,2020-10-18,2
AUS,2259,PUP,2013-05-15,2020-10-25,2
AUS,2259,PUP,2013-05-15,2021-06-27,1
AUS,2259,PUP,2013-05-15,2021-08-29,2
AUS,2259,PUP,2013-05-15,2021-09-12,1
AUS,2259,PUP,2013-05-15,2021-09-19,5
AUS,2259,PUP,2013-05-15,2021-09-26,1
AUS,2259,PUP,2013-05-15,2021-10-03,3
AUS,2259,PUP,2013-05-15,2021-10-10,2
AUS,2259,PUP,2013-05-15,2021-10-17,3
AUS,2259,PUP,2013-05-15,2021-10-24,2
AUS,2259,PUP,2013-05-15,2021-10-31,5
AUS,2259,PUP,2013-05-15,2021-12-05,1
AUS,2259,PUP,2013-05-15,2022-01-30,4
AUS,2259,PUP,2013-05-15,2022-02-06,1
AUS,2259,PUP,2013-05-15,2022-02-13,2
AUS,2259,PUP,2013-05-15,2022-03-06,2
AUS,2259,PUP,2013-05-15,2022-03-13,2
AUS,2259,PUP,2013-05-15,2022-03-20,2
AUS,2259,PUP,2013-05-15,2022-03-27,1
AUS,2259,PUP,2013-05-15,2022-04-03,6
AUS,2259,PUP,2013-05-15,2022-04-10,6
AUS,2259,PUP,2013-05-15,2022-04-17,2
AUS,2259,PUP,2013-05-15,2022-04-24,4
AUS,2259,PUP,2013-05-15,2022-05-01,3
AUS,2259,PUP,2013-05-15,2022-05-08,15
AUS,2259,PUP,2013-05-15,2022-05-15,12
AUS,2259,PUP,2013-05-15,2022-06-12,1
AUS,2259,PUP,2013-05-15,2022-07-31,1
AUS,2259,PUP,2013-05-15,2022-09-25,1
