country_name_short,party_id,party_name_short,insta_page_created,month,insta_posts_n_monthly,insta_type_img_n_monthly,insta_type_vid_n_monthly,insta_type_car_n_monthly
CZE,1173,KSCM,2018-01-12,2023-05-01,19,16,3,0
CZE,1173,KSCM,2018-01-12,2023-06-01,19,17,2,0
CZE,1173,KSCM,2018-01-12,2023-07-01,23,21,0,2
CZE,1173,KSCM,2018-01-12,2023-08-01,30,28,1,1
CZE,1173,KSCM,2018-01-12,2023-09-01,49,43,5,1
CZE,1173,KSCM,2018-01-12,2023-10-01,30,28,2,0
CZE,1173,KSCM,2018-01-12,2023-11-01,21,20,1,0
CZE,1173,KSCM,2018-01-12,2023-12-01,2,2,0,0
CZE,1245,KDU-CSL,2016-02-19,2016-02-01,2,2,0,0
CZE,1245,KDU-CSL,2016-02-19,2016-03-01,1,1,0,0
CZE,1245,KDU-CSL,2016-02-19,2017-03-01,6,4,2,0
CZE,1245,KDU-CSL,2016-02-19,2017-04-01,17,14,1,2
CZE,1245,KDU-CSL,2016-02-19,2017-05-01,22,20,1,1
CZE,1245,KDU-CSL,2016-02-19,2017-06-01,16,14,1,1
CZE,1245,KDU-CSL,2016-02-19,2017-07-01,13,13,0,0
CZE,1245,KDU-CSL,2016-02-19,2017-08-01,13,12,0,1
CZE,1245,KDU-CSL,2016-02-19,2017-09-01,12,11,1,0
CZE,1245,KDU-CSL,2016-02-19,2017-10-01,18,17,1,0
CZE,1245,KDU-CSL,2016-02-19,2017-11-01,1,1,0,0
CZE,1245,KDU-CSL,2016-02-19,2017-12-01,1,1,0,0
CZE,1245,KDU-CSL,2016-02-19,2018-01-01,7,6,0,1
CZE,1245,KDU-CSL,2016-02-19,2018-02-01,2,2,0,0
CZE,1245,KDU-CSL,2016-02-19,2018-03-01,3,3,0,0
CZE,1245,KDU-CSL,2016-02-19,2018-04-01,6,6,0,0
CZE,1245,KDU-CSL,2016-02-19,2018-05-01,7,5,1,1
CZE,1245,KDU-CSL,2016-02-19,2018-06-01,1,1,0,0
CZE,1245,KDU-CSL,2016-02-19,2018-07-01,2,2,0,0
CZE,1245,KDU-CSL,2016-02-19,2018-08-01,2,2,0,0
CZE,1245,KDU-CSL,2016-02-19,2018-09-01,4,1,0,3
CZE,1245,KDU-CSL,2016-02-19,2018-10-01,17,15,0,2
CZE,1245,KDU-CSL,2016-02-19,2018-11-01,12,11,0,1
CZE,1245,KDU-CSL,2016-02-19,2018-12-01,8,6,0,2
CZE,1245,KDU-CSL,2016-02-19,2019-01-01,15,12,0,3
CZE,1245,KDU-CSL,2016-02-19,2019-02-01,22,19,0,3
CZE,1245,KDU-CSL,2016-02-19,2019-03-01,35,29,0,6
CZE,1245,KDU-CSL,2016-02-19,2019-04-01,12,9,0,3
CZE,1245,KDU-CSL,2016-02-19,2019-05-01,19,16,0,3
CZE,1245,KDU-CSL,2016-02-19,2019-06-01,14,10,0,4
CZE,1245,KDU-CSL,2016-02-19,2019-07-01,14,10,0,4
CZE,1245,KDU-CSL,2016-02-19,2019-08-01,13,8,0,5
CZE,1245,KDU-CSL,2016-02-19,2019-09-01,14,11,0,3
CZE,1245,KDU-CSL,2016-02-19,2019-10-01,18,17,0,1
CZE,1245,KDU-CSL,2016-02-19,2019-11-01,21,18,3,0
CZE,1245,KDU-CSL,2016-02-19,2019-12-01,22,20,1,1
CZE,1245,KDU-CSL,2016-02-19,2020-01-01,15,10,2,3
CZE,1245,KDU-CSL,2016-02-19,2020-02-01,16,11,1,4
CZE,1245,KDU-CSL,2016-02-19,2020-03-01,36,18,18,0
CZE,1245,KDU-CSL,2016-02-19,2020-04-01,32,11,21,0
CZE,1245,KDU-CSL,2016-02-19,2020-05-01,11,4,7,0
CZE,1245,KDU-CSL,2016-02-19,2020-06-01,16,2,14,0
CZE,1245,KDU-CSL,2016-02-19,2020-07-01,7,2,4,1
CZE,1245,KDU-CSL,2016-02-19,2020-08-01,10,4,6,0
CZE,1245,KDU-CSL,2016-02-19,2020-09-01,16,2,11,3
CZE,1245,KDU-CSL,2016-02-19,2020-10-01,2,1,0,1
CZE,1245,KDU-CSL,2016-02-19,2020-11-01,4,2,2,0
CZE,1245,KDU-CSL,2016-02-19,2020-12-01,9,9,0,0
CZE,1245,KDU-CSL,2016-02-19,2021-01-01,15,14,1,0
CZE,1245,KDU-CSL,2016-02-19,2021-04-01,12,12,0,0
CZE,1245,KDU-CSL,2016-02-19,2021-06-01,9,9,0,0
CZE,1245,KDU-CSL,2016-02-19,2021-07-01,6,6,0,0
CZE,1245,KDU-CSL,2016-02-19,2021-08-01,3,1,0,2
CZE,1245,KDU-CSL,2016-02-19,2021-09-01,9,9,0,0
CZE,1245,KDU-CSL,2016-02-19,2021-10-01,3,3,0,0
CZE,1245,KDU-CSL,2016-02-19,2021-12-01,6,4,0,2
CZE,1245,KDU-CSL,2016-02-19,2022-01-01,1,0,0,1
CZE,1245,KDU-CSL,2016-02-19,2022-03-01,2,1,0,1
CZE,1245,KDU-CSL,2016-02-19,2022-04-01,4,0,0,4
CZE,1245,KDU-CSL,2016-02-19,2022-05-01,4,0,0,4
CZE,1245,KDU-CSL,2016-02-19,2022-06-01,1,0,0,1
CZE,1245,KDU-CSL,2016-02-19,2022-07-01,1,0,0,1
CZE,1245,KDU-CSL,2016-02-19,2022-08-01,2,0,0,2
CZE,1245,KDU-CSL,2016-02-19,2022-09-01,3,0,0,3
CZE,1245,KDU-CSL,2016-02-19,2022-11-01,3,2,0,1
CZE,1245,KDU-CSL,2016-02-19,2022-12-01,23,23,0,0
CZE,1245,KDU-CSL,2016-02-19,2023-01-01,1,0,0,1
CZE,1245,KDU-CSL,2016-02-19,2023-03-01,6,2,0,4
CZE,1245,KDU-CSL,2016-02-19,2023-04-01,4,1,2,1
CZE,1245,KDU-CSL,2016-02-19,2023-05-01,6,1,1,4
CZE,1245,KDU-CSL,2016-02-19,2023-06-01,7,3,0,4
CZE,1245,KDU-CSL,2016-02-19,2023-07-01,12,2,5,5
CZE,1245,KDU-CSL,2016-02-19,2023-08-01,14,3,8,3
CZE,1245,KDU-CSL,2016-02-19,2023-09-01,23,6,9,8
CZE,1245,KDU-CSL,2016-02-19,2023-10-01,28,16,6,6
CZE,1245,KDU-CSL,2016-02-19,2023-11-01,28,13,11,4
CZE,1245,KDU-CSL,2016-02-19,2023-12-01,34,18,11,5
CZE,196,SZ,2016-08-02,2016-08-01,18,18,0,0
CZE,196,SZ,2016-08-02,2016-09-01,2,2,0,0
CZE,196,SZ,2016-08-02,2016-10-01,4,4,0,0
CZE,196,SZ,2016-08-02,2016-11-01,3,3,0,0
CZE,196,SZ,2016-08-02,2017-01-01,1,1,0,0
CZE,196,SZ,2016-08-02,2017-03-01,15,14,1,0
CZE,196,SZ,2016-08-02,2017-04-01,6,5,0,1
CZE,196,SZ,2016-08-02,2017-05-01,17,17,0,0
CZE,196,SZ,2016-08-02,2017-06-01,22,21,1,0
CZE,196,SZ,2016-08-02,2017-07-01,9,8,1,0
CZE,196,SZ,2016-08-02,2017-08-01,11,11,0,0
CZE,196,SZ,2016-08-02,2017-09-01,23,18,3,2
CZE,196,SZ,2016-08-02,2017-10-01,46,40,3,3
CZE,196,SZ,2016-08-02,2017-11-01,9,9,0,0
CZE,196,SZ,2016-08-02,2017-12-01,11,11,0,0
CZE,196,SZ,2016-08-02,2018-01-01,9,7,2,0
CZE,196,SZ,2016-08-02,2018-02-01,6,6,0,0
CZE,196,SZ,2016-08-02,2018-03-01,3,2,0,1
CZE,196,SZ,2016-08-02,2018-04-01,1,1,0,0
CZE,196,SZ,2016-08-02,2018-05-01,6,6,0,0
CZE,196,SZ,2016-08-02,2018-06-01,1,1,0,0
CZE,196,SZ,2016-08-02,2018-07-01,2,1,1,0
CZE,196,SZ,2016-08-02,2018-08-01,1,1,0,0
CZE,196,SZ,2016-08-02,2018-09-01,1,0,1,0
CZE,196,SZ,2016-08-02,2018-10-01,4,4,0,0
CZE,196,SZ,2016-08-02,2018-11-01,2,2,0,0
CZE,196,SZ,2016-08-02,2018-12-01,5,4,0,1
CZE,196,SZ,2016-08-02,2019-01-01,4,4,0,0
CZE,196,SZ,2016-08-02,2019-02-01,1,1,0,0
CZE,196,SZ,2016-08-02,2019-03-01,4,4,0,0
CZE,196,SZ,2016-08-02,2019-05-01,4,4,0,0
CZE,196,SZ,2016-08-02,2019-08-01,3,3,0,0
CZE,196,SZ,2016-08-02,2019-11-01,2,2,0,0
CZE,196,SZ,2016-08-02,2019-12-01,3,3,0,0
CZE,196,SZ,2016-08-02,2020-01-01,6,5,1,0
CZE,196,SZ,2016-08-02,2020-02-01,5,4,0,1
CZE,196,SZ,2016-08-02,2020-03-01,9,8,0,1
CZE,196,SZ,2016-08-02,2020-04-01,10,7,1,2
CZE,196,SZ,2016-08-02,2020-05-01,15,14,0,1
CZE,196,SZ,2016-08-02,2020-06-01,15,12,0,3
CZE,196,SZ,2016-08-02,2020-07-01,7,5,1,1
CZE,196,SZ,2016-08-02,2020-08-01,11,10,0,1
CZE,196,SZ,2016-08-02,2020-09-01,8,5,2,1
CZE,196,SZ,2016-08-02,2020-10-01,14,14,0,0
CZE,196,SZ,2016-08-02,2020-11-01,5,5,0,0
CZE,196,SZ,2016-08-02,2020-12-01,12,9,2,1
CZE,196,SZ,2016-08-02,2021-01-01,12,8,1,3
CZE,196,SZ,2016-08-02,2021-02-01,11,11,0,0
CZE,196,SZ,2016-08-02,2021-03-01,14,12,0,2
CZE,196,SZ,2016-08-02,2021-04-01,17,17,0,0
CZE,196,SZ,2016-08-02,2021-05-01,16,16,0,0
CZE,196,SZ,2016-08-02,2021-06-01,19,14,1,4
CZE,196,SZ,2016-08-02,2021-07-01,21,20,1,0
CZE,196,SZ,2016-08-02,2021-08-01,32,26,3,3
CZE,196,SZ,2016-08-02,2021-09-01,35,22,1,12
CZE,196,SZ,2016-08-02,2021-10-01,18,13,1,4
CZE,196,SZ,2016-08-02,2021-11-01,32,28,1,3
CZE,196,SZ,2016-08-02,2021-12-01,24,22,1,1
CZE,196,SZ,2016-08-02,2022-01-01,25,24,1,0
CZE,196,SZ,2016-08-02,2022-02-01,39,33,1,5
CZE,196,SZ,2016-08-02,2022-03-01,18,17,0,1
CZE,196,SZ,2016-08-02,2022-04-01,26,21,2,3
CZE,196,SZ,2016-08-02,2022-05-01,23,19,3,1
CZE,196,SZ,2016-08-02,2022-06-01,24,24,0,0
CZE,196,SZ,2016-08-02,2022-07-01,14,13,0,1
CZE,196,SZ,2016-08-02,2022-08-01,12,11,0,1
CZE,196,SZ,2016-08-02,2022-09-01,4,3,1,0
CZE,196,SZ,2016-08-02,2022-10-01,12,11,0,1
CZE,196,SZ,2016-08-02,2022-11-01,23,20,2,1
CZE,196,SZ,2016-08-02,2022-12-01,17,15,0,2
CZE,196,SZ,2016-08-02,2023-01-01,18,18,0,0
CZE,196,SZ,2016-08-02,2023-02-01,37,34,0,3
CZE,196,SZ,2016-08-02,2023-03-01,29,27,0,2
CZE,196,SZ,2016-08-02,2023-04-01,14,13,0,1
CZE,196,SZ,2016-08-02,2023-05-01,13,10,2,1
CZE,196,SZ,2016-08-02,2023-06-01,30,20,5,5
CZE,196,SZ,2016-08-02,2023-07-01,11,11,0,0
CZE,196,SZ,2016-08-02,2023-08-01,6,3,3,0
CZE,196,SZ,2016-08-02,2023-09-01,9,7,2,0
CZE,196,SZ,2016-08-02,2023-10-01,22,22,0,0
CZE,196,SZ,2016-08-02,2023-11-01,19,15,2,2
CZE,196,SZ,2016-08-02,2023-12-01,16,12,1,3
CZE,2,TOP09,2017-01-30,2017-01-01,15,15,0,0
CZE,2,TOP09,2017-01-30,2017-02-01,4,3,0,1
CZE,2,TOP09,2017-01-30,2017-03-01,21,21,0,0
CZE,2,TOP09,2017-01-30,2017-04-01,13,13,0,0
CZE,2,TOP09,2017-01-30,2017-05-01,28,24,4,0
CZE,2,TOP09,2017-01-30,2017-06-01,34,18,1,15
CZE,2,TOP09,2017-01-30,2017-07-01,2,2,0,0
CZE,2,TOP09,2017-01-30,2017-08-01,9,3,0,6
CZE,2,TOP09,2017-01-30,2017-09-01,3,1,0,2
CZE,2,TOP09,2017-01-30,2017-10-01,12,7,0,5
CZE,2,TOP09,2017-01-30,2017-11-01,3,1,0,2
CZE,2,TOP09,2017-01-30,2017-12-01,3,2,0,1
CZE,2,TOP09,2017-01-30,2018-01-01,3,1,0,2
CZE,2,TOP09,2017-01-30,2018-02-01,4,1,0,3
CZE,2,TOP09,2017-01-30,2018-03-01,13,10,0,3
CZE,2,TOP09,2017-01-30,2018-04-01,6,5,0,1
CZE,2,TOP09,2017-01-30,2018-05-01,7,5,0,2
CZE,2,TOP09,2017-01-30,2018-06-01,4,3,0,1
CZE,2,TOP09,2017-01-30,2018-07-01,3,2,0,1
CZE,2,TOP09,2017-01-30,2018-08-01,1,0,0,1
CZE,2,TOP09,2017-01-30,2018-09-01,32,15,0,17
CZE,2,TOP09,2017-01-30,2018-10-01,26,21,3,2
CZE,2,TOP09,2017-01-30,2018-11-01,21,12,4,5
CZE,2,TOP09,2017-01-30,2018-12-01,7,4,0,3
CZE,2,TOP09,2017-01-30,2019-01-01,10,5,1,4
CZE,2,TOP09,2017-01-30,2019-02-01,4,3,0,1
CZE,2,TOP09,2017-01-30,2019-03-01,9,5,2,2
CZE,2,TOP09,2017-01-30,2019-04-01,11,5,1,5
CZE,2,TOP09,2017-01-30,2019-05-01,27,16,6,5
CZE,2,TOP09,2017-01-30,2019-06-01,41,37,3,1
CZE,2,TOP09,2017-01-30,2019-07-01,17,17,0,0
CZE,2,TOP09,2017-01-30,2019-08-01,8,7,0,1
CZE,2,TOP09,2017-01-30,2019-09-01,4,2,0,2
CZE,2,TOP09,2017-01-30,2019-10-01,3,3,0,0
CZE,2,TOP09,2017-01-30,2019-11-01,18,16,0,2
CZE,2,TOP09,2017-01-30,2020-01-01,7,0,0,7
CZE,2,TOP09,2017-01-30,2020-02-01,11,5,1,5
CZE,2,TOP09,2017-01-30,2020-04-01,9,9,0,0
CZE,2,TOP09,2017-01-30,2020-06-01,21,8,0,13
CZE,2,TOP09,2017-01-30,2020-07-01,3,0,0,3
CZE,2,TOP09,2017-01-30,2020-08-01,3,0,0,3
CZE,2,TOP09,2017-01-30,2020-09-01,25,2,0,23
CZE,2,TOP09,2017-01-30,2020-10-01,25,4,0,21
CZE,2,TOP09,2017-01-30,2020-11-01,13,2,0,11
CZE,2,TOP09,2017-01-30,2020-12-01,6,2,0,4
CZE,2,TOP09,2017-01-30,2021-01-01,18,8,0,10
CZE,2,TOP09,2017-01-30,2021-02-01,9,7,0,2
CZE,2,TOP09,2017-01-30,2021-03-01,63,40,0,23
CZE,2,TOP09,2017-01-30,2021-04-01,58,41,1,16
CZE,2,TOP09,2017-01-30,2021-05-01,21,13,0,8
CZE,2,TOP09,2017-01-30,2021-06-01,24,9,0,15
CZE,2,TOP09,2017-01-30,2021-07-01,11,4,0,7
CZE,2,TOP09,2017-01-30,2021-08-01,13,5,0,8
CZE,2,TOP09,2017-01-30,2021-09-01,26,0,8,18
CZE,2,TOP09,2017-01-30,2021-10-01,34,10,8,16
CZE,2,TOP09,2017-01-30,2021-11-01,23,2,3,18
CZE,2,TOP09,2017-01-30,2021-12-01,19,11,6,2
CZE,2,TOP09,2017-01-30,2022-01-01,40,26,9,5
CZE,2,TOP09,2017-01-30,2022-02-01,48,34,10,4
CZE,2,TOP09,2017-01-30,2022-03-01,34,20,12,2
CZE,2,TOP09,2017-01-30,2022-04-01,22,10,7,5
CZE,2,TOP09,2017-01-30,2022-05-01,31,15,11,5
CZE,2,TOP09,2017-01-30,2022-06-01,31,17,10,4
CZE,2,TOP09,2017-01-30,2022-07-01,14,8,5,1
CZE,2,TOP09,2017-01-30,2022-08-01,24,14,6,4
CZE,2,TOP09,2017-01-30,2022-09-01,27,12,14,1
CZE,2,TOP09,2017-01-30,2022-10-01,20,11,3,6
CZE,2,TOP09,2017-01-30,2022-11-01,37,13,12,12
CZE,2,TOP09,2017-01-30,2022-12-01,40,25,7,8
CZE,2,TOP09,2017-01-30,2023-01-01,36,15,14,7
CZE,2,TOP09,2017-01-30,2023-02-01,47,23,18,6
CZE,2,TOP09,2017-01-30,2023-03-01,31,19,9,3
CZE,2,TOP09,2017-01-30,2023-04-01,25,12,10,3
CZE,2,TOP09,2017-01-30,2023-05-01,43,6,26,11
CZE,2,TOP09,2017-01-30,2023-06-01,40,17,16,7
CZE,2,TOP09,2017-01-30,2023-07-01,33,17,13,3
CZE,2,TOP09,2017-01-30,2023-08-01,20,11,7,2
CZE,2,TOP09,2017-01-30,2023-09-01,30,11,16,3
CZE,2,TOP09,2017-01-30,2023-10-01,63,29,24,10
CZE,2,TOP09,2017-01-30,2023-11-01,72,38,24,10
CZE,2,TOP09,2017-01-30,2023-12-01,39,21,9,9
CZE,2024,STAN,2014-07-11,2014-07-01,24,24,0,0
CZE,2024,STAN,2014-07-11,2014-08-01,3,3,0,0
CZE,2024,STAN,2014-07-11,2014-11-01,1,1,0,0
CZE,2024,STAN,2014-07-11,2017-05-01,1,1,0,0
CZE,2024,STAN,2014-07-11,2018-02-01,2,2,0,0
CZE,2024,STAN,2014-07-11,2018-03-01,5,5,0,0
CZE,2024,STAN,2014-07-11,2018-04-01,3,3,0,0
CZE,2024,STAN,2014-07-11,2018-05-01,2,2,0,0
CZE,2024,STAN,2014-07-11,2018-06-01,5,5,0,0
CZE,2024,STAN,2014-07-11,2018-07-01,3,3,0,0
CZE,2024,STAN,2014-07-11,2018-08-01,1,1,0,0
CZE,2024,STAN,2014-07-11,2018-09-01,3,3,0,0
CZE,2024,STAN,2014-07-11,2018-10-01,5,5,0,0
CZE,2024,STAN,2014-07-11,2018-11-01,3,2,0,1
CZE,2024,STAN,2014-07-11,2018-12-01,2,1,0,1
CZE,2024,STAN,2014-07-11,2019-01-01,3,1,0,2
CZE,2024,STAN,2014-07-11,2019-02-01,3,3,0,0
CZE,2024,STAN,2014-07-11,2019-03-01,3,1,0,2
CZE,2024,STAN,2014-07-11,2019-04-01,8,3,2,3
CZE,2024,STAN,2014-07-11,2019-05-01,8,3,4,1
CZE,2024,STAN,2014-07-11,2019-06-01,1,1,0,0
CZE,2024,STAN,2014-07-11,2019-07-01,5,2,3,0
CZE,2024,STAN,2014-07-11,2019-08-01,4,2,2,0
CZE,2024,STAN,2014-07-11,2019-09-01,5,3,2,0
CZE,2024,STAN,2014-07-11,2019-10-01,4,4,0,0
CZE,2024,STAN,2014-07-11,2019-11-01,21,19,1,1
CZE,2024,STAN,2014-07-11,2019-12-01,7,7,0,0
CZE,2024,STAN,2014-07-11,2020-01-01,7,6,0,1
CZE,2024,STAN,2014-07-11,2020-02-01,4,3,0,1
CZE,2024,STAN,2014-07-11,2020-03-01,16,14,1,1
CZE,2024,STAN,2014-07-11,2020-04-01,7,6,0,1
CZE,2024,STAN,2014-07-11,2020-05-01,7,6,1,0
CZE,2024,STAN,2014-07-11,2020-06-01,16,8,0,8
CZE,2024,STAN,2014-07-11,2020-07-01,6,5,0,1
CZE,2024,STAN,2014-07-11,2020-08-01,4,3,0,1
CZE,2024,STAN,2014-07-11,2020-09-01,7,3,0,4
CZE,2024,STAN,2014-07-11,2020-10-01,21,20,0,1
CZE,2024,STAN,2014-07-11,2020-11-01,10,10,0,0
CZE,2024,STAN,2014-07-11,2020-12-01,11,11,0,0
CZE,2024,STAN,2014-07-11,2021-01-01,6,5,0,1
CZE,2024,STAN,2014-07-11,2021-02-01,9,9,0,0
CZE,2024,STAN,2014-07-11,2021-03-01,9,9,0,0
CZE,2024,STAN,2014-07-11,2021-04-01,15,9,5,1
CZE,2024,STAN,2014-07-11,2021-05-01,23,19,1,3
CZE,2024,STAN,2014-07-11,2021-06-01,38,34,2,2
CZE,2024,STAN,2014-07-11,2021-07-01,29,17,6,6
CZE,2024,STAN,2014-07-11,2021-08-01,33,10,8,15
CZE,2024,STAN,2014-07-11,2021-09-01,44,11,18,15
CZE,2024,STAN,2014-07-11,2021-10-01,42,17,13,12
CZE,2024,STAN,2014-07-11,2021-11-01,14,10,1,3
CZE,2024,STAN,2014-07-11,2021-12-01,15,7,5,3
CZE,2024,STAN,2014-07-11,2022-01-01,25,21,1,3
CZE,2024,STAN,2014-07-11,2022-02-01,53,47,1,5
CZE,2024,STAN,2014-07-11,2022-03-01,55,48,4,3
CZE,2024,STAN,2014-07-11,2022-04-01,35,31,1,3
CZE,2024,STAN,2014-07-11,2022-05-01,41,35,5,1
CZE,2024,STAN,2014-07-11,2022-06-01,39,29,9,1
CZE,2024,STAN,2014-07-11,2022-07-01,42,29,11,2
CZE,2024,STAN,2014-07-11,2022-08-01,34,25,4,5
CZE,2024,STAN,2014-07-11,2022-09-01,45,30,11,4
CZE,2024,STAN,2014-07-11,2022-10-01,32,26,6,0
CZE,2024,STAN,2014-07-11,2022-11-01,40,29,9,2
CZE,2024,STAN,2014-07-11,2022-12-01,22,16,6,0
CZE,2024,STAN,2014-07-11,2023-01-01,39,29,7,3
CZE,2024,STAN,2014-07-11,2023-02-01,52,34,15,3
CZE,2024,STAN,2014-07-11,2023-03-01,55,33,16,6
CZE,2024,STAN,2014-07-11,2023-04-01,40,26,10,4
CZE,2024,STAN,2014-07-11,2023-05-01,52,31,14,7
CZE,2024,STAN,2014-07-11,2023-06-01,56,28,20,8
CZE,2024,STAN,2014-07-11,2023-07-01,45,26,15,4
CZE,2024,STAN,2014-07-11,2023-08-01,39,24,15,0
CZE,2024,STAN,2014-07-11,2023-09-01,54,17,26,11
CZE,2024,STAN,2014-07-11,2023-10-01,67,21,34,12
CZE,2024,STAN,2014-07-11,2023-11-01,63,17,26,20
CZE,2024,STAN,2014-07-11,2023-12-01,62,25,22,15
CZE,2261,Pi,2017-03-17,2017-03-01,9,9,0,0
CZE,2261,Pi,2017-03-17,2017-04-01,12,12,0,0
CZE,2261,Pi,2017-03-17,2017-05-01,11,11,0,0
CZE,2261,Pi,2017-03-17,2017-06-01,7,7,0,0
CZE,2261,Pi,2017-03-17,2017-07-01,3,3,0,0
CZE,2261,Pi,2017-03-17,2017-08-01,2,2,0,0
CZE,2261,Pi,2017-03-17,2017-09-01,3,3,0,0
CZE,2261,Pi,2017-03-17,2017-10-01,5,5,0,0
CZE,2261,Pi,2017-03-17,2018-03-01,1,0,0,1
CZE,2261,Pi,2017-03-17,2018-04-01,16,15,0,1
CZE,2261,Pi,2017-03-17,2018-05-01,17,13,0,4
CZE,2261,Pi,2017-03-17,2018-06-01,17,11,1,5
CZE,2261,Pi,2017-03-17,2018-07-01,12,11,0,1
CZE,2261,Pi,2017-03-17,2018-08-01,14,9,1,4
CZE,2261,Pi,2017-03-17,2018-09-01,16,13,1,2
CZE,2261,Pi,2017-03-17,2018-10-01,16,12,4,0
CZE,2261,Pi,2017-03-17,2018-11-01,18,18,0,0
CZE,2261,Pi,2017-03-17,2018-12-01,18,18,0,0
CZE,2261,Pi,2017-03-17,2019-01-01,16,15,1,0
CZE,2261,Pi,2017-03-17,2019-02-01,21,15,5,1
CZE,2261,Pi,2017-03-17,2019-03-01,25,16,5,4
CZE,2261,Pi,2017-03-17,2019-04-01,21,9,0,12
CZE,2261,Pi,2017-03-17,2019-05-01,23,21,0,2
CZE,2261,Pi,2017-03-17,2019-06-01,10,10,0,0
CZE,2261,Pi,2017-03-17,2019-07-01,10,9,0,1
CZE,2261,Pi,2017-03-17,2019-08-01,8,8,0,0
CZE,2261,Pi,2017-03-17,2019-09-01,10,8,0,2
CZE,2261,Pi,2017-03-17,2019-10-01,15,10,0,5
CZE,2261,Pi,2017-03-17,2019-11-01,17,12,1,4
CZE,2261,Pi,2017-03-17,2019-12-01,8,7,0,1
CZE,2261,Pi,2017-03-17,2020-01-01,18,18,0,0
CZE,2261,Pi,2017-03-17,2020-02-01,12,12,0,0
CZE,2261,Pi,2017-03-17,2020-03-01,26,16,2,8
CZE,2261,Pi,2017-03-17,2020-04-01,18,15,1,2
CZE,2261,Pi,2017-03-17,2020-05-01,19,14,5,0
CZE,2261,Pi,2017-03-17,2020-06-01,54,44,6,4
CZE,2261,Pi,2017-03-17,2020-07-01,45,40,5,0
CZE,2261,Pi,2017-03-17,2020-08-01,51,41,7,3
CZE,2261,Pi,2017-03-17,2020-09-01,100,79,11,10
CZE,2261,Pi,2017-03-17,2020-10-01,73,64,9,0
CZE,2261,Pi,2017-03-17,2020-11-01,84,75,5,4
CZE,2261,Pi,2017-03-17,2020-12-01,74,70,3,1
CZE,2261,Pi,2017-03-17,2021-01-01,78,65,3,10
CZE,2261,Pi,2017-03-17,2021-02-01,81,74,5,2
CZE,2261,Pi,2017-03-17,2021-03-01,100,94,4,2
CZE,2261,Pi,2017-03-17,2021-04-01,82,77,5,0
CZE,2261,Pi,2017-03-17,2021-05-01,82,76,4,2
CZE,2261,Pi,2017-03-17,2021-06-01,86,81,3,2
CZE,2261,Pi,2017-03-17,2021-07-01,43,31,7,5
CZE,2261,Pi,2017-03-17,2021-08-01,41,18,16,7
CZE,2261,Pi,2017-03-17,2021-09-01,62,9,21,32
CZE,2261,Pi,2017-03-17,2021-10-01,75,30,22,23
CZE,2261,Pi,2017-03-17,2021-11-01,43,42,0,1
CZE,2261,Pi,2017-03-17,2021-12-01,34,31,3,0
CZE,2261,Pi,2017-03-17,2022-01-01,69,64,5,0
CZE,2261,Pi,2017-03-17,2022-02-01,66,57,5,4
CZE,2261,Pi,2017-03-17,2022-03-01,72,62,9,1
CZE,2261,Pi,2017-03-17,2022-04-01,68,58,9,1
CZE,2261,Pi,2017-03-17,2022-05-01,70,59,8,3
CZE,2261,Pi,2017-03-17,2022-06-01,93,70,22,1
CZE,2261,Pi,2017-03-17,2022-07-01,78,66,10,2
CZE,2261,Pi,2017-03-17,2022-08-01,82,74,6,2
CZE,2261,Pi,2017-03-17,2022-09-01,111,87,20,4
CZE,2261,Pi,2017-03-17,2022-10-01,69,64,5,0
CZE,2261,Pi,2017-03-17,2022-11-01,87,76,10,1
CZE,2261,Pi,2017-03-17,2022-12-01,75,60,15,0
CZE,2261,Pi,2017-03-17,2023-01-01,90,66,24,0
CZE,2261,Pi,2017-03-17,2023-02-01,68,55,13,0
CZE,2261,Pi,2017-03-17,2023-03-01,71,52,18,1
CZE,2261,Pi,2017-03-17,2023-04-01,40,37,2,1
CZE,2261,Pi,2017-03-17,2023-05-01,46,35,10,1
CZE,2261,Pi,2017-03-17,2023-06-01,60,45,12,3
CZE,2261,Pi,2017-03-17,2023-07-01,43,36,6,1
CZE,2261,Pi,2017-03-17,2023-08-01,50,35,13,2
CZE,2261,Pi,2017-03-17,2023-09-01,46,34,12,0
CZE,2261,Pi,2017-03-17,2023-10-01,69,51,18,0
CZE,2261,Pi,2017-03-17,2023-11-01,65,51,13,1
CZE,2261,Pi,2017-03-17,2023-12-01,63,52,10,1
CZE,2263,ANO,2022-05-16,2022-05-01,15,14,1,0
CZE,2263,ANO,2022-05-16,2022-06-01,24,18,3,3
CZE,2263,ANO,2022-05-16,2022-07-01,17,12,3,2
CZE,2263,ANO,2022-05-16,2022-08-01,14,12,2,0
CZE,2263,ANO,2022-05-16,2022-09-01,16,14,0,2
CZE,2263,ANO,2022-05-16,2022-10-01,18,13,3,2
CZE,2263,ANO,2022-05-16,2022-11-01,28,14,10,4
CZE,2263,ANO,2022-05-16,2022-12-01,42,19,21,2
CZE,2263,ANO,2022-05-16,2023-01-01,71,33,35,3
CZE,2263,ANO,2022-05-16,2023-02-01,18,3,15,0
CZE,2263,ANO,2022-05-16,2023-03-01,51,11,40,0
CZE,2263,ANO,2022-05-16,2023-04-01,31,12,19,0
CZE,2263,ANO,2022-05-16,2023-05-01,31,15,16,0
